Team,Day of Week,Opponent,Home/Away,Wins,Losses,Total Games Played,Average Age of Team,Average Height (cm),Total Points
Lakers,Mon,Utah,Away,2,8,10,27.15,199.1,255
Lakers,Wed,A,Away,2,9,11,27.15,199.1,215
Lakers,Fri,Sacramento,Home,2,10,12,27.15,199.1,234
Lakers,Sun,Brooklyn,Home,3,10,13,27.15,199.1,219
Lakers,Fri,Detroit,Home,4,10,14,27.15,199.1,249
Lakers,Sun,San Antonio,Home,5,10,15,27.15,199.1,215
Lakers,Tue,Phoenix,Away,5,11,16,27.15,199.1,220
Lakers,Fri,San Antonio,Away,6,11,17,27.15,199.1,199
Lakers,Sat,San Antonio,Away,7,11,18,27.15,199.1,281
Lakers,Mon,Indiana,Home,7,12,19,27.15,199.1,231
Lakers,Wed,Portland,Home,8,12,20,27.15,199.1,237
Lakers,Fri,Milwaukee,Away,9,12,21,27.15,199.1,262
Lakers,Sun,Washington,Away,10,12,22,27.15,199.1,249
Lakers,Tue,Cleveland,Away,10,13,23,27.15,199.1,218
Lakers,Wed,Toronto,Away,10,14,24,27.15,199.1,239
Lakers,Fri,Philadelphia,Away,10,15,25,27.15,199.1,255
Lakers,Sun,Detroit,Away,11,15,26,27.15,199.1,241
Lakers,Tue,Boston,Home,11,16,27,27.15,199.1,240
Lakers,Fri,Denver,Home,12,16,28,27.15,199.1,234
Lakers,Sun,Washington,Home,13,16,29,27.15,199.1,236
Lakers,Mon,Phoenix,Away,13,17,30,27.15,199.1,234
Lakers,Wed,Sacramento,Away,13,18,31,27.15,199.1,254
Lakers,Fri,Charlotte,Home,13,19,32,27.15,199.1,264
Lakers,Sun,Dallas,Away,13,20,33,27.15,199.1,239
Lakers,Tue,Orlando,Away,14,20,34,27.15,199.1,239
Lakers,Wed,Miami,Away,14,21,35,27.15,199.1,210
Lakers,Fri,Atlanta,Away,15,21,36,27.15,199.1,251
Lakers,Mon,Charlotte,Away,16,21,37,27.15,199.1,236
Lakers,Wed,Miami,Home,17,21,38,27.15,199.1,221
Lakers,Fri,Atlanta,Home,18,21,39,27.15,199.1,244
Lakers,Sat,Sacramento,Away,19,21,40,27.15,199.1,270
Lakers,Mon,Denver,Away,19,22,41,27.15,199.1,231
Grizzlies,Wed,New York,Home,1,0,1,24.27,199.8,227
Grizzlies,Fri,Houston,Away,2,0,2,24.27,199.8,251
Grizzlies,Sat,Dallas,Away,2,1,3,24.27,199.8,233
Grizzlies,Mon,Brooklyn,Home,3,1,4,24.27,199.8,258
Grizzlies,Thu,Sacramento,Away,4,1,5,24.27,199.8,235
Grizzlies,Sat,Utah,Away,4,2,6,24.27,199.8,247
Grizzlies,Mon,Utah,Away,4,3,7,24.27,199.8,226
Grizzlies,Wed,Portland,Away,5,3,8,24.27,199.8,217
Grizzlies,Fri,Charlotte,Home,6,3,9,24.27,199.8,229
Grizzlies,Sun,Washington,Home,7,3,10,24.27,199.8,200
Grizzlies,Mon,Boston,Home,7,4,11,24.27,199.8,215
Grizzlies,Wed,San Antonio,Away,8,4,12,24.27,199.8,246
Grizzlies,Fri,Minnesota,Home,9,4,13,24.27,199.8,217
Grizzlies,Sun,Washington,Away,9,5,14,24.27,199.8,194
Grizzlies,Tue,New Orleans,Away,9,6,15,24.27,199.8,215
Grizzlies,Fri,Oklahoma City,Home,10,6,16,24.27,199.8,231
Grizzlies,Sun,Brooklyn,Away,10,7,17,24.27,199.8,242
Grizzlies,Tue,Sacramento,Home,10,8,18,24.27,199.8,222
Grizzlies,Fri,New Orleans,Home,11,8,19,24.27,199.8,243
Grizzlies,Sun,New York,Away,12,8,20,24.27,199.8,250
Grizzlies,Wed,Minnesota,Away,12,9,21,24.27,199.8,210
Grizzlies,Fri,Philadelphia,Home,13,9,22,24.27,199.8,226
Grizzlies,Sun,Detroit,Away,14,9,23,24.27,199.8,234
Grizzlies,Mon,Miami,Home,15,9,24,24.27,199.8,194
Grizzlies,Wed,Oklahoma City,Home,16,9,25,24.27,199.8,225
Grizzlies,Fri,Detroit,Home,17,9,26,24.27,199.8,217
Grizzlies,Mon,Atlanta,Home,18,9,27,24.27,199.8,231
Grizzlies,Thu,Milwaukee,Home,19,9,28,24.27,199.8,243
Grizzlies,Sat,Oklahoma City,Away,19,10,29,24.27,199.8,224
Grizzlies,Tue,Denver,Away,19,11,30,24.27,199.8,196
Grizzlies,Fri,Phoenix,Away,20,11,31,24.27,199.8,225
Grizzlies,Sun,Golden State,Away,20,12,32,24.27,199.8,232
Grizzlies,Tue,Phoenix,Home,20,13,33,24.27,199.8,233
Grizzlies,Thu,Toronto,Away,21,13,34,24.27,199.8,225
Grizzlies,Sat,New Orleans,Home,22,13,35,24.27,199.8,217
Grizzlies,Sun,Sacramento,Home,23,13,36,24.27,199.8,226
Grizzlies,Wed,Charlotte,Away,24,13,37,24.27,199.8,238
Grizzlies,Thu,Orlando,Away,25,13,38,24.27,199.8,238
Grizzlies,Sun,Utah,Home,26,13,39,24.27,199.8,241
Grizzlies,Mon,San Antonio,Home,27,13,40,24.27,199.8,234
Grizzlies,Wed,San Antonio,Home,28,13,41,24.27,199.8,264
Heat,Wed,Chicago,Home,0,1,1,28.13,200,224
Heat,Fri,Boston,Home,0,2,2,28.13,200,215
Heat,Sat,Toronto,Home,1,2,3,28.13,200,221
Heat,Mon,Toronto,Home,1,3,4,28.13,200,188
Heat,Wed,Portland,Away,2,3,5,28.13,200,217
Heat,Thu,Golden State,Away,2,4,6,28.13,200,233
Heat,Sat,Sacramento,Away,2,5,7,28.13,200,232
Heat,Tue,Golden State,Home,3,5,8,28.13,200,225
Heat,Wed,Sacramento,Home,4,5,9,28.13,200,217
Heat,Fri,Indiana,Away,4,6,10,28.13,200,200
Heat,Mon,Portland,Home,4,7,11,28.13,200,217
Heat,Thu,Charlotte,Home,5,7,12,28.13,200,229
Heat,Sat,Charlotte,Home,6,7,13,28.13,200,247
Heat,Mon,Phoenix,Home,7,7,14,28.13,200,225
Heat,Wed,Toronto,Away,7,8,15,28.13,200,216
Heat,Fri,Washington,Away,7,9,16,28.13,200,213
Heat,Sun,Cleveland,Away,7,10,17,28.13,200,200
Heat,Mon,Minnesota,Away,7,11,18,28.13,200,206
Heat,Wed,Washington,Home,8,11,19,28.13,200,218
Heat,Fri,Washington,Home,9,11,20,28.13,200,217
Heat,Sun,Atlanta,Away,10,11,21,28.13,200,204
Heat,Wed,Boston,Away,10,12,22,28.13,200,255
Heat,Fri,Boston,Away,11,12,23,28.13,200,236
Heat,Mon,Memphis,Away,11,13,24,28.13,200,194
Heat,Tue,Detroit,Home,11,14,25,28.13,200,212
Heat,Thu,A,Home,12,14,26,28.13,200,225
Heat,Sat,San Antonio,Home,12,15,27,28.13,200,226
Heat,Mon,Indiana,Away,13,15,28,28.13,200,169
Heat,Wed,Oklahoma City,Away,14,15,29,28.13,200,218
Heat,Thu,Houston,Away,15,15,30,28.13,200,219
Heat,Sat,San Antonio,Away,16,15,31,28.13,200,212
Heat,Tue,Chicago,Home,16,16,32,28.13,200,216
Heat,Fri,Indiana,Home,16,17,33,28.13,200,219
Heat,Mon,Minnesota,Home,17,17,34,28.13,200,223
Heat,Wed,Los Angeles,Home,18,17,35,28.13,200,210
Heat,Fri,Denver,Away,18,18,36,28.13,200,243
Heat,Sat,Utah,Away,19,18,37,28.13,200,249
Heat,Mon,A,Away,20,18,38,28.13,200,210
Heat,Wed,Los Angeles,Away,20,19,39,28.13,200,221
Heat,Fri,Phoenix,Away,21,19,40,28.13,200,200
Heat,Sun,Brooklyn,Home,21,20,41,28.13,200,203
Heat,Tue,Oklahoma City,Home,22,20,42,28.13,200,223
Bucks,Thu,Philadelphia,Away,1,0,1,29.47,197.6,178
Bucks,Sat,Houston,Home,2,0,2,29.47,197.6,230
Bucks,Wed,Brooklyn,Home,3,0,3,29.47,197.6,209
Bucks,Fri,New York,Home,4,0,4,29.47,197.6,227
Bucks,Sat,Atlanta,Home,5,0,5,29.47,197.6,238
Bucks,Mon,Detroit,Home,6,0,6,29.47,197.6,218
Bucks,Wed,Detroit,Home,7,0,7,29.47,197.6,207
Bucks,Fri,Minnesota,Away,8,0,8,29.47,197.6,217
Bucks,Sat,Oklahoma City,Home,9,0,9,29.47,197.6,202
Bucks,Mon,Atlanta,Away,9,1,10,29.47,197.6,215
Bucks,Wed,Oklahoma City,Away,10,1,11,29.47,197.6,268
Bucks,Fri,San Antonio,Away,10,2,12,29.47,197.6,204
Bucks,Mon,Atlanta,Home,10,3,13,29.47,197.6,227
Bucks,Wed,Cleveland,Home,11,3,14,29.47,197.6,211
Bucks,Fri,Philadelphia,Away,11,4,15,29.47,197.6,212
Bucks,Mon,Portland,Home,12,4,16,29.47,197.6,230
Bucks,Wed,Chicago,Home,12,5,17,29.47,197.6,231
Bucks,Fri,Cleveland,Home,13,5,18,29.47,197.6,219
Bucks,Sun,Dallas,Home,14,5,19,29.47,197.6,239
Bucks,Wed,New York,Away,15,5,20,29.47,197.6,212
Bucks,Fri,Los Angeles,Home,15,6,21,29.47,197.6,262
Bucks,Sat,Charlotte,Away,16,6,22,29.47,197.6,201
Bucks,Mon,Orlando,Away,17,6,23,29.47,197.6,211
Bucks,Wed,Sacramento,Home,18,6,24,29.47,197.6,239
Bucks,Fri,Dallas,Away,19,6,25,29.47,197.6,211
Bucks,Sun,Houston,Away,19,7,26,29.47,197.6,189
Bucks,Tue,Golden State,Home,20,7,27,29.47,197.6,239
Bucks,Thu,Memphis,Away,20,8,28,29.47,197.6,243
Bucks,Sat,Utah,Home,21,8,29,29.47,197.6,220
Bucks,Mon,New Orleans,Away,22,8,30,29.47,197.6,247
Bucks,Wed,Cleveland,Away,22,9,31,29.47,197.6,220
Bucks,Fri,Brooklyn,Away,22,10,32,29.47,197.6,218
Bucks,Sun,Boston,Away,22,11,33,29.47,197.6,257
Bucks,Wed,Chicago,Away,22,12,34,29.47,197.6,232
Bucks,Fri,Minnesota,Home,23,12,35,29.47,197.6,237
Bucks,Sun,Washington,Home,23,13,36,29.47,197.6,213
Bucks,Tue,Washington,Home,24,13,37,29.47,197.6,236
Bucks,Wed,Toronto,Away,25,13,38,29.47,197.6,205
Bucks,Fri,Charlotte,Home,25,14,39,29.47,197.6,247
Bucks,Mon,New York,Away,26,14,40,29.47,197.6,218
Bucks,Wed,Atlanta,Away,27,14,41,29.47,197.6,219
Timberwolves,Wed,Oklahoma City,Home,1,0,1,25.44,199.6,223
Timberwolves,Fri,Utah,Home,1,1,2,25.44,199.6,258
Timberwolves,Sun,Oklahoma City,Away,2,1,3,25.44,199.6,222
Timberwolves,Mon,San Antonio,Home,2,2,4,25.44,199.6,221
Timberwolves,Wed,San Antonio,Home,3,2,5,25.44,199.6,256
Timberwolves,Fri,Los Angeles,Home,4,2,6,25.44,199.6,213
Timberwolves,Sun,San Antonio,Away,4,3,7,25.44,199.6,205
Timberwolves,Tue,Phoenix,Away,4,4,8,25.44,199.6,223
Timberwolves,Fri,Milwaukee,Home,4,5,9,25.44,199.6,217
Timberwolves,Sat,Houston,Home,5,5,10,25.44,199.6,246
Timberwolves,Mon,New York,Home,5,6,11,25.44,199.6,227
Timberwolves,Wed,Phoenix,Home,5,7,12,25.44,199.6,246
Timberwolves,Fri,Memphis,Away,5,8,13,25.44,199.6,217
Timberwolves,Sun,Cleveland,Away,6,8,14,25.44,199.6,253
Timberwolves,Wed,Orlando,Away,7,8,15,25.44,199.6,234
Timberwolves,Sat,Philadelphia,Away,8,8,16,25.44,199.6,221
Timberwolves,Mon,Miami,Home,9,8,17,25.44,199.6,206
Timberwolves,Wed,Indiana,Away,10,8,18,25.44,199.6,216
Timberwolves,Fri,Charlotte,Away,10,9,19,25.44,199.6,218
Timberwolves,Sun,Golden State,Home,10,10,20,25.44,199.6,251
Timberwolves,Mon,Washington,Away,10,11,21,25.44,199.6,269
Timberwolves,Wed,Memphis,Home,11,11,22,25.44,199.6,210
Timberwolves,Sat,Oklahoma City,Home,11,12,23,25.44,199.6,263
Timberwolves,Wed,Indiana,Home,12,12,24,25.44,199.6,236
Timberwolves,Fri,Utah,Away,13,12,25,25.44,199.6,226
Timberwolves,Sat,Portland,Away,13,13,26,25.44,199.6,242
Timberwolves,Mon,Portland,Away,13,14,27,25.44,199.6,245
Timberwolves,Wed,A,Away,13,15,28,25.44,199.6,187
Timberwolves,Fri,Oklahoma City,Away,14,15,29,25.44,199.6,222
Timberwolves,Sun,Chicago,Home,15,15,30,25.44,199.6,276
Timberwolves,Mon,Dallas,Home,16,15,31,25.44,199.6,222
Timberwolves,Wed,Dallas,Home,16,16,32,25.44,199.6,203
Timberwolves,Fri,Boston,Away,20,22,42,25.44,199.6,230
Timberwolves,Mon,Miami,Away,16,18,34,25.44,199.6,223
Timberwolves,Wed,New Orleans,Away,16,19,35,25.44,199.6,237
Timberwolves,Fri,Milwaukee,Away,16,20,36,25.44,199.6,237
Timberwolves,Sat,Detroit,Home,16,21,37,25.44,199.6,220
Timberwolves,Mon,Denver,Home,17,21,38,25.44,199.6,235
Timberwolves,Wed,Portland,Home,18,21,39,25.44,199.6,219
Timberwolves,Fri,A,Home,19,21,40,25.44,199.6,243
Timberwolves,Sun,Houston,Away,20,21,41,25.44,199.6,200
Timberwolves,Wed,Detroit,Away,20,22,42,25.44,199.6,253
Pelicans,Wed,Brooklyn,Away,1,0,1,25.56,199.1,238
Pelicans,Fri,Charlotte,Away,2,0,2,25.56,199.1,236
Pelicans,Sun,Utah,Home,2,1,3,25.56,199.1,243
Pelicans,Tue,Dallas,Home,3,1,4,25.56,199.1,224
Pelicans,Fri,Phoenix,Away,3,2,5,25.56,199.1,235
Pelicans,Sun,A,Away,4,2,6,25.56,199.1,203
Pelicans,Wed,Los Angeles,Away,4,3,7,25.56,199.1,237
Pelicans,Fri,Golden State,Home,5,3,8,25.56,199.1,219
Pelicans,Sat,Atlanta,Away,5,4,9,25.56,199.1,245
Pelicans,Mon,Indiana,Away,5,5,10,25.56,199.1,251
Pelicans,Wed,Chicago,Away,6,5,11,25.56,199.1,226
Pelicans,Thu,Portland,Home,6,6,12,25.56,199.1,201
Pelicans,Sat,Houston,Home,7,6,13,25.56,199.1,225
Pelicans,Tue,Memphis,Home,8,6,14,25.56,199.1,215
Pelicans,Wed,Chicago,Home,9,6,15,25.56,199.1,234
Pelicans,Fri,Boston,Home,9,7,16,25.56,199.1,226
Pelicans,Mon,Golden State,Home,10,7,17,25.56,199.1,211
Pelicans,Wed,San Antonio,Away,11,7,18,25.56,199.1,239
Pelicans,Fri,Memphis,Away,11,8,19,25.56,199.1,243
Pelicans,Mon,Oklahoma City,Home,12,8,20,25.56,199.1,206
Pelicans,Wed,Toronto,Home,13,8,21,25.56,199.1,234
Pelicans,Fri,San Antonio,Away,14,8,22,25.56,199.1,216
Pelicans,Sun,Denver,Home,15,8,23,25.56,199.1,227
Pelicans,Wed,Detroit,Home,16,8,24,25.56,199.1,202
Pelicans,Fri,Phoenix,Home,17,8,25,25.56,199.1,245
Pelicans,Sun,Phoenix,Home,18,8,26,25.56,199.1,253
Pelicans,Tue,Utah,Away,18,9,27,25.56,199.1,221
Pelicans,Thu,Utah,Away,18,10,28,25.56,199.1,261
Pelicans,Sat,Phoenix,Away,18,11,29,25.56,199.1,232
Pelicans,Mon,Milwaukee,Home,18,12,30,25.56,199.1,247
Pelicans,Thu,San Antonio,Home,19,12,31,25.56,199.1,243
Pelicans,Fri,Oklahoma City,Away,20,12,32,25.56,199.1,253
Pelicans,Mon,Indiana,Home,21,12,33,25.56,199.1,206
Pelicans,Wed,Minnesota,Home,22,12,34,25.56,199.1,237
Pelicans,Fri,Philadelphia,Home,23,12,35,25.56,199.1,243
Pelicans,Sat,Memphis,Away,23,13,36,25.56,199.1,217
Pelicans,Mon,Philadelphia,Away,23,14,37,25.56,199.1,231
Pelicans,Wed,Houston,Home,24,14,38,25.56,199.1,227
Pelicans,Fri,Brooklyn,Home,24,15,39,25.56,199.1,210
Pelicans,Sat,Dallas,Away,24,16,40,25.56,199.1,244
Pelicans,Mon,Washington,Away,25,16,41,25.56,199.1,244
Pelicans,Wed,Boston,Away,25,17,42,25.56,199.1,239
Knicks,Wed,Memphis,Away,0,1,1,25.02,199.5,227
Knicks,Fri,Detroit,Home,1,1,2,25.02,199.5,236
Knicks,Mon,Orlando,Home,2,1,3,25.02,199.5,217
Knicks,Wed,Charlotte,Home,3,1,4,25.02,199.5,265
Knicks,Fri,Milwaukee,Away,3,2,5,25.02,199.5,227
Knicks,Sun,Cleveland,Away,3,3,6,25.02,199.5,229
Knicks,Wed,Atlanta,Home,3,4,7,25.02,199.5,211
Knicks,Fri,Philadelphia,Away,4,4,8,25.02,199.5,210
Knicks,Sat,Boston,Home,4,5,9,25.02,199.5,251
Knicks,Mon,Minnesota,Away,5,5,10,25.02,199.5,227
Knicks,Wed,Brooklyn,Away,5,6,11,25.02,199.5,197
Knicks,Fri,Detroit,Home,6,6,12,25.02,199.5,233
Knicks,Sun,Oklahoma City,Home,6,7,13,25.02,199.5,280
Knicks,Tue,Utah,Away,7,7,14,25.02,199.5,229
Knicks,Wed,Denver,Away,8,7,15,25.02,199.5,209
Knicks,Fri,Golden State,Away,8,8,16,25.02,199.5,212
Knicks,Sun,Phoenix,Away,8,9,17,25.02,199.5,211
Knicks,Mon,Oklahoma City,Away,9,9,18,25.02,199.5,248
Knicks,Fri,Portland,Home,9,10,19,25.02,199.5,261
Knicks,Sun,Memphis,Home,9,11,20,25.02,199.5,250
Knicks,Tue,Detroit,Away,10,11,21,25.02,199.5,250
Knicks,Wed,Milwaukee,Home,10,12,22,25.02,199.5,212
Knicks,Sat,Dallas,Home,10,13,23,25.02,199.5,221
Knicks,Sun,Cleveland,Home,11,13,24,25.02,199.5,173
Knicks,Wed,Atlanta,Home,12,13,25,25.02,199.5,202
Knicks,Fri,Charlotte,Away,13,13,26,25.02,199.5,223
Knicks,Sun,Sacramento,Home,14,13,27,25.02,199.5,211
Knicks,Wed,Chicago,Away,15,13,28,25.02,199.5,248
Knicks,Fri,Chicago,Away,16,13,29,25.02,199.5,205
Knicks,Sun,Indiana,Away,17,13,30,25.02,199.5,215
Knicks,Tue,Golden State,Home,18,13,31,25.02,199.5,226
Knicks,Wed,Toronto,Home,18,14,32,25.02,199.5,219
Knicks,Fri,Chicago,Home,18,15,33,25.02,199.5,235
Knicks,Sun,Philadelphia,Home,18,16,34,25.02,199.5,231
Knicks,Tue,Dallas,Away,18,17,35,25.02,199.5,247
Knicks,Thu,San Antonio,Away,18,18,36,25.02,199.5,237
Knicks,Sat,Houston,Away,19,18,37,25.02,199.5,196
Knicks,Mon,Phoenix,Home,20,18,38,25.02,199.5,185
Knicks,Wed,San Antonio,Home,21,18,39,25.02,199.5,231
Knicks,Fri,Toronto,Away,22,18,40,25.02,199.5,220
Knicks,Mon,Milwaukee,Home,22,19,41,25.02,199.5,218
Knicks,Wed,Indiana,Home,23,19,42,25.02,199.5,232
Thunder,Wed,Minnesota,Away,0,1,1,23.14,201.7,223
Thunder,Sat,Denver,Away,0,2,2,23.14,201.7,239
Thunder,Sun,Minnesota,Home,0,3,3,23.14,201.7,222
Thunder,Tue,A,Home,1,3,4,23.14,201.7,202
Thunder,Thu,A,Home,2,3,5,23.14,201.7,228
Thunder,Sat,Dallas,Away,3,3,6,23.14,201.7,228
Thunder,Tue,Orlando,Home,4,3,7,23.14,201.7,224
Thunder,Thu,Denver,Home,4,4,8,23.14,201.7,232
Thunder,Sat,Milwaukee,Away,4,5,9,23.14,201.7,202
Thunder,Mon,Detroit,Away,4,6,10,23.14,201.7,215
Thunder,Wed,Milwaukee,Home,4,7,11,23.14,201.7,268
Thunder,Fri,Toronto,Home,5,7,12,23.14,201.7,245
Thunder,Sun,New York,Away,6,7,13,23.14,201.7,280
Thunder,Mon,Boston,Away,6,8,14,23.14,201.7,248
Thunder,Wed,Washington,Away,7,8,15,23.14,201.7,241
Thunder,Fri,Memphis,Away,7,9,16,23.14,201.7,231
Thunder,Mon,New York,Home,7,10,17,23.14,201.7,248
Thunder,Wed,Denver,Home,7,11,18,23.14,201.7,257
Thunder,Fri,Chicago,Home,8,11,19,23.14,201.7,242
Thunder,Sat,Houston,Away,8,12,20,23.14,201.7,223
Thunder,Mon,New Orleans,Away,8,13,21,23.14,201.7,206
Thunder,Wed,San Antonio,Home,9,13,22,23.14,201.7,230
Thunder,Sat,Minnesota,Away,10,13,23,23.14,201.7,263
Thunder,Mon,Atlanta,Away,11,13,24,23.14,201.7,235
Thunder,Wed,Memphis,Away,11,14,25,23.14,201.7,225
Thunder,Sat,Cleveland,Away,11,15,26,23.14,201.7,212
Thunder,Mon,Dallas,Away,11,16,27,23.14,201.7,235
Thunder,Wed,Miami,Home,11,17,28,23.14,201.7,218
Thunder,Fri,Minnesota,Home,11,18,29,23.14,201.7,222
Thunder,Sat,Memphis,Home,12,18,30,23.14,201.7,224
Thunder,Mon,Portland,Home,13,18,31,23.14,201.7,244
Thunder,Wed,Portland,Home,14,18,32,23.14,201.7,199
Thunder,Fri,New Orleans,Home,14,19,33,23.14,201.7,253
Thunder,Tue,San Antonio,Home,15,19,34,23.14,201.7,244
Thunder,Thu,Charlotte,Away,15,20,35,23.14,201.7,234
Thunder,Sat,Philadelphia,Home,15,21,36,23.14,201.7,211
Thunder,Tue,Boston,Home,16,21,37,23.14,201.7,267
Thunder,Wed,Orlando,Away,16,22,38,23.14,201.7,241
Thunder,Fri,Washington,Home,17,22,39,23.14,201.7,237
Thunder,Sun,Dallas,Home,18,22,40,23.14,201.7,229
Thunder,Tue,Miami,Away,18,23,41,23.14,201.7,223
Magic,Wed,Detroit,Away,0,1,1,23.94,201.9,222
Magic,Fri,Atlanta,Away,0,2,2,23.94,201.9,206
Magic,Sat,Boston,Home,0,3,3,23.94,201.9,246
Magic,Mon,New York,Away,0,4,4,23.94,201.9,217
Magic,Wed,Cleveland,Away,0,5,5,23.94,201.9,195
Magic,Fri,Charlotte,Home,1,5,6,23.94,201.9,206
Magic,Sun,Dallas,Away,1,6,7,23.94,201.9,219
Magic,Tue,Oklahoma City,Away,1,7,8,23.94,201.9,224
Magic,Thu,Golden State,Home,2,7,9,23.94,201.9,259
Magic,Sat,Sacramento,Home,2,8,10,23.94,201.9,249
Magic,Mon,Houston,Home,2,9,11,23.94,201.9,261
Magic,Wed,Dallas,Home,3,9,12,23.94,201.9,181
Magic,Fri,Phoenix,Home,4,9,13,23.94,201.9,211
Magic,Mon,Charlotte,Home,4,10,14,23.94,201.9,217
Magic,Wed,Minnesota,Home,4,11,15,23.94,201.9,234
Magic,Fri,Chicago,Away,5,11,16,23.94,201.9,215
Magic,Sat,Indiana,Away,5,12,17,23.94,201.9,227
Magic,Mon,Indiana,Away,5,13,18,23.94,201.9,225
Magic,Fri,Philadelphia,Home,5,14,19,23.94,201.9,206
Magic,Sun,Philadelphia,Home,5,15,20,23.94,201.9,236
Magic,Mon,Brooklyn,Away,5,16,21,23.94,201.9,211
Magic,Wed,Atlanta,Home,5,17,22,23.94,201.9,233
Magic,Fri,Cleveland,Away,5,18,23,23.94,201.9,203
Magic,Sat,Toronto,Away,5,19,24,23.94,201.9,229
Magic,Mon,Milwaukee,Home,5,20,25,23.94,201.9,211
Magic,Wed,A,Home,6,20,26,23.94,201.9,227
Magic,Fri,Toronto,Home,7,20,27,23.94,201.9,222
Magic,Sun,Toronto,Home,8,20,28,23.94,201.9,210
Magic,Wed,Atlanta,Home,9,20,29,23.94,201.9,259
Magic,Fri,Boston,Away,10,20,30,23.94,201.9,226
Magic,Sun,Boston,Away,11,20,31,23.94,201.9,187
Magic,Mon,Atlanta,Away,11,21,32,23.94,201.9,251
Magic,Wed,Houston,Away,12,21,33,23.94,201.9,226
Magic,Fri,San Antonio,Home,13,21,34,23.94,201.9,246
Magic,Tue,Los Angeles,Home,13,22,35,23.94,201.9,239
Magic,Wed,Detroit,Away,13,23,36,23.94,201.9,222
Magic,Fri,Washington,Home,13,24,37,23.94,201.9,219
Magic,Wed,Oklahoma City,Home,14,24,38,23.94,201.9,241
Magic,Thu,Memphis,Home,14,25,39,23.94,201.9,238
Magic,Sat,Golden State,Away,15,25,40,23.94,201.9,216
Magic,Mon,Sacramento,Away,15,26,41,23.94,201.9,247
Magic,Tue,Portland,Away,16,26,42,23.94,201.9,215
76ers,Tue,Boston,Away,0,1,1,26.54,198.8,243
76ers,Thu,Milwaukee,Home,0,2,2,26.54,198.8,178
76ers,Sat,San Antonio,Home,0,3,3,26.54,198.8,219
76ers,Mon,Indiana,Home,1,3,4,26.54,198.8,226
76ers,Wed,Toronto,Away,1,4,5,26.54,198.8,228
76ers,Fri,Toronto,Away,2,4,6,26.54,198.8,202
76ers,Sat,Chicago,Away,3,4,7,26.54,198.8,223
76ers,Mon,Washington,Away,4,4,8,26.54,198.8,229
76ers,Wed,Washington,Home,4,5,9,26.54,198.8,232
76ers,Fri,New York,Home,4,6,10,26.54,198.8,210
76ers,Mon,Phoenix,Home,5,6,11,26.54,198.8,188
76ers,Thu,Atlanta,Away,5,7,12,26.54,198.8,199
76ers,Sat,Atlanta,Home,6,7,13,26.54,198.8,230
76ers,Sun,Utah,Home,7,7,14,26.54,198.8,203
76ers,Fri,Milwaukee,Home,8,7,15,26.54,198.8,212
76ers,Sat,Minnesota,Home,8,8,16,26.54,198.8,221
76ers,Tue,Brooklyn,Home,9,8,17,26.54,198.8,221
76ers,Wed,Charlotte,Away,9,9,18,26.54,198.8,208
76ers,Fri,Orlando,Away,10,9,19,26.54,198.8,206
76ers,Sun,Orlando,Away,11,9,20,26.54,198.8,236
76ers,Mon,Atlanta,Home,12,9,21,26.54,198.8,205
76ers,Wed,Cleveland,Away,12,10,22,26.54,198.8,198
76ers,Fri,Memphis,Away,12,11,23,26.54,198.8,226
76ers,Mon,Houston,Away,12,12,24,26.54,198.8,255
76ers,Fri,Los Angeles,Home,13,12,25,26.54,198.8,255
76ers,Sun,Charlotte,Home,14,12,26,26.54,198.8,244
76ers,Tue,Sacramento,Home,15,12,27,26.54,198.8,226
76ers,Fri,Golden State,Home,16,12,28,26.54,198.8,224
76ers,Mon,Toronto,Home,17,12,29,26.54,198.8,205
76ers,Wed,Detroit,Home,18,12,30,26.54,198.8,206
76ers,Fri,A,Home,19,12,31,26.54,198.8,233
76ers,Sun,New York,Away,20,12,32,26.54,198.8,231
76ers,Tue,Washington,Away,20,13,33,26.54,198.8,227
76ers,Fri,New Orleans,Away,20,14,34,26.54,198.8,243
76ers,Sat,Oklahoma City,Away,21,14,35,26.54,198.8,211
76ers,Mon,New Orleans,Home,22,14,36,26.54,198.8,231
76ers,Wed,Indiana,Home,23,14,37,26.54,198.8,255
76ers,Fri,Chicago,Home,23,15,38,26.54,198.8,238
76ers,Sun,Detroit,Away,24,15,39,26.54,198.8,234
76ers,Tue,Detroit,Home,25,15,40,26.54,198.8,263
Suns,Wed,Dallas,Home,1,0,1,28.05,199.1,212
Suns,Fri,Portland,Away,1,1,2,28.05,199.1,224
Suns,Sun,A,Away,2,1,3,28.05,199.1,207
Suns,Tue,Golden State,Home,3,1,4,28.05,199.1,239
Suns,Fri,New Orleans,Home,4,1,5,28.05,199.1,235
Suns,Sun,Houston,Home,5,1,6,28.05,199.1,233
Suns,Tue,Minnesota,Home,6,1,7,28.05,199.1,223
Suns,Fri,Portland,Home,6,2,8,28.05,199.1,214
Suns,Sat,Portland,Home,7,2,9,28.05,199.1,184
Suns,Mon,Philadelphia,Away,7,3,10,28.05,199.1,188
Suns,Wed,Minnesota,Away,8,3,11,28.05,199.1,246
Suns,Fri,Orlando,Away,8,4,12,28.05,199.1,211
Suns,Mon,Miami,Away,8,5,13,28.05,199.1,225
Suns,Wed,Golden State,Home,9,5,14,28.05,199.1,249
