Date,Revenue,Day of Month,Month,Year,Day of Week,Week of Year
6/23/2021,3709.09,0.674577822,1,2021,0.973614316,0.998091215
6/24/2021,4399.42,0.593976379,1,2021,0.97662784,0.998091215
6/25/2021,8521.07,0.506906852,1,2021,0.787851543,0.998091215
6/26/2021,7772.63,0.414317381,1,2021,0.444357246,0.998091215
6/27/2021,0.00,0.317216216,1,2021,0.013600234,0.998091215
6/29/2021,3886.14,0.113745938,1,2021,0.779402766,0.999998968
6/30/2021,4732.05,0.009592506,1,2021,0.973614316,0.999998968
7/1/2021,3079.04,0.104210454,0.866021118,2021,0.97662784,0.999998968
7/2/2021,6042.26,0.207286113,0.866021118,2021,0.787851543,0.999998968
7/3/2021,5192.03,0.308104537,0.866021118,2021,0.444357246,0.999998968
7/5/2021,0.00,0.498614781,0.866021118,2021,0.432132383,0.998264503
7/6/2021,4736.57,0.586232048,0.866021118,2021,0.779402766,0.998264503
7/7/2021,2608.25,0.667465561,0.866021118,2021,0.973614316,0.998264503
7/8/2021,3801.23,0.741430732,0.866021118,2021,0.97662784,0.998264503
7/9/2021,8198.98,0.807322121,0.866021118,2021,0.787851543,0.998264503
7/10/2021,8382.45,0.864422204,0.866021118,2021,0.444357246,0.998264503
7/11/2021,0.00,0.912109192,0.866021118,2021,0.013600234,0.998264503
7/13/2021,5371.20,0.977274902,0.866021118,2021,0.779402766,0.992894134
7/14/2021,4616.06,0.994044003,0.866021118,2021,0.973614316,0.992894134
7/15/2021,4724.47,0.999988498,0.866021118,2021,0.97662784,0.992894134
7/16/2021,9094.29,0.995043654,0.866021118,2021,0.787851543,0.992894134
7/17/2021,7241.87,0.979263318,0.866021118,2021,0.444357246,0.992894134
7/20/2021,4436.89,0.869205224,0.866021118,2021,0.779402766,0.983907423
7/21/2021,3669.95,0.81294562,0.866021118,2021,0.973614316,0.983907423
7/22/2021,4685.56,0.747833474,0.866021118,2021,0.97662784,0.983907423
7/23/2021,10494.34,0.674577822,0.866021118,2021,0.787851543,0.983907423
7/24/2021,8960.29,0.593976379,0.866021118,2021,0.444357246,0.983907423
7/27/2021,3354.25,0.317216216,0.866021118,2021,0.779402766,0.971337102
7/28/2021,2634.40,0.216660737,0.866021118,2021,0.973614316,0.971337102
7/29/2021,3054.57,0.113745938,0.866021118,2021,0.97662784,0.971337102
7/30/2021,5578.65,0.009592506,0.866021118,2021,0.787851543,0.971337102
7/31/2021,5440.90,-0.094665382,0.866021118,2021,0.444357246,0.971337102
8/3/2021,3911.96,0.308104537,0.499991517,2021,0.779402766,0.955228953
8/4/2021,5085.64,0.405567867,0.499991517,2021,0.973614316,0.955228953
8/5/2021,5446.91,0.498614781,0.499991517,2021,0.97662784,0.955228953
8/6/2021,8353.50,0.586232048,0.499991517,2021,0.787851543,0.955228953
8/7/2021,9523.43,0.667465561,0.499991517,2021,0.444357246,0.955228953
8/10/2021,5867.82,0.864422204,0.499991517,2021,0.779402766,0.935641647
8/11/2021,7608.90,0.912109192,0.499991517,2021,0.973614316,0.935641647
8/12/2021,7703.34,0.949863801,0.499991517,2021,0.97662784,0.935641647
8/13/2021,7955.66,0.977274902,0.499991517,2021,0.787851543,0.935641647
8/14/2021,9790.04,0.994044003,0.499991517,2021,0.444357246,0.935641647
8/15/2021,0.00,0.999988498,0.499991517,2021,0.013600234,0.935641647
8/17/2021,4231.08,0.979263318,0.499991517,2021,0.779402766,0.912646525
8/18/2021,5005.80,0.95281933,0.499991517,2021,0.973614316,0.912646525
8/19/2021,4418.81,0.915999649,0.499991517,2021,0.97662784,0.912646525
8/20/2021,6974.76,0.869205224,0.499991517,2021,0.787851543,0.912646525
8/21/2021,8787.43,0.81294562,0.499991517,2021,0.444357246,0.912646525
8/22/2021,3689.84,0.747833474,0.499991517,2021,0.013600234,0.912646525
8/23/2021,0.00,0.674577822,0.499991517,2021,0.432132383,0.88632734
8/24/2021,6551.15,0.593976379,0.499991517,2021,0.779402766,0.88632734
8/25/2021,2798.10,0.506906852,0.499991517,2021,0.973614316,0.88632734
8/26/2021,3175.43,0.414317381,0.499991517,2021,0.97662784,0.88632734
8/27/2021,9738.38,0.317216216,0.499991517,2021,0.787851543,0.88632734
8/28/2021,10045.58,0.216660737,0.499991517,2021,0.444357246,0.88632734
8/31/2021,5433.75,-0.094665382,0.499991517,2021,0.779402766,0.856779953
9/1/2021,4275.76,0.104210454,-1.10E-05,2021,0.973614316,0.856779953
9/2/2021,5762.76,0.207286113,-1.10E-05,2021,0.97662784,0.856779953
9/3/2021,9734.92,0.308104537,-1.10E-05,2021,0.787851543,0.856779953
9/4/2021,12898.76,0.405567867,-1.10E-05,2021,0.444357246,0.856779953
9/7/2021,3559.06,0.667465561,-1.10E-05,2021,0.779402766,0.824111982
9/8/2021,4030.55,0.741430732,-1.10E-05,2021,0.973614316,0.824111982
9/9/2021,4977.40,0.807322121,-1.10E-05,2021,0.97662784,0.824111982
9/10/2021,10381.22,0.864422204,-1.10E-05,2021,0.787851543,0.824111982
9/11/2021,19960.96,0.912109192,-1.10E-05,2021,0.444357246,0.824111982
9/14/2021,4902.16,0.994044003,-1.10E-05,2021,0.779402766,0.788442411
9/15/2021,3665.75,0.999988498,-1.10E-05,2021,0.973614316,0.788442411
9/16/2021,6437.40,0.995043654,-1.10E-05,2021,0.97662784,0.788442411
9/17/2021,19392.90,0.979263318,-1.10E-05,2021,0.787851543,0.788442411
9/18/2021,31994.18,0.95281933,-1.10E-05,2021,0.444357246,0.788442411
9/21/2021,4625.09,0.81294562,-1.10E-05,2021,0.779402766,0.749901156
9/22/2021,3338.79,0.747833474,-1.10E-05,2021,0.973614316,0.749901156
9/23/2021,8111.88,0.674577822,-1.10E-05,2021,0.97662784,0.749901156
9/24/2021,26241.48,0.593976379,-1.10E-05,2021,0.787851543,0.749901156
9/25/2021,37810.21,0.506906852,-1.10E-05,2021,0.444357246,0.749901156
9/26/2021,22.01,0.414317381,-1.10E-05,2021,0.013600234,0.749901156
9/28/2021,4787.37,0.216660737,-1.10E-05,2021,0.779402766,0.708628593
9/29/2021,5090.85,0.113745938,-1.10E-05,2021,0.973614316,0.708628593
9/30/2021,4119.62,0.009592506,-1.10E-05,2021,0.97662784,0.708628593
10/1/2021,11843.49,0.104210454,-0.500010604,2021,0.787851543,0.708628593
10/2/2021,10084.79,0.207286113,-0.500010604,2021,0.444357246,0.708628593
10/3/2021,0.00,0.308104537,-0.500010604,2021,0.013600234,0.708628593
10/5/2021,4694.90,0.498614781,-0.500010604,2021,0.779402766,0.664775047
10/6/2021,3655.73,0.586232048,-0.500010604,2021,0.973614316,0.664775047
10/7/2021,2379.52,0.667465561,-0.500010604,2021,0.97662784,0.664775047
10/8/2021,4210.56,0.741430732,-0.500010604,2021,0.787851543,0.664775047
10/9/2021,5915.17,0.807322121,-0.500010604,2021,0.444357246,0.664775047
10/11/2021,0.00,0.912109192,-0.500010604,2021,0.432132383,0.618500242
10/12/2021,3804.38,0.949863801,-0.500010604,2021,0.779402766,0.618500242
10/13/2021,4954.96,0.977274902,-0.500010604,2021,0.973614316,0.618500242
10/14/2021,6651.81,0.994044003,-0.500010604,2021,0.97662784,0.618500242
10/15/2021,16630.16,0.999988498,-0.500010604,2021,0.787851543,0.618500242
10/16/2021,41154.67,0.995043654,-0.500010604,2021,0.444357246,0.618500242
10/17/2021,148.54,0.979263318,-0.500010604,2021,0.013600234,0.618500242
10/18/2021,0.00,0.95281933,-0.500010604,2021,0.432132383,0.56997272
10/19/2021,5476.46,0.915999649,-0.500010604,2021,0.779402766,0.56997272
10/20/2021,4856.44,0.869205224,-0.500010604,2021,0.973614316,0.56997272
10/21/2021,5793.98,0.81294562,-0.500010604,2021,0.97662784,0.56997272
10/22/2021,8844.02,0.747833474,-0.500010604,2021,0.787851543,0.56997272
10/23/2021,9140.53,0.674577822,-0.500010604,2021,0.444357246,0.56997272
10/26/2021,3665.58,0.414317381,-0.500010604,2021,0.779402766,0.51936923
10/27/2021,3621.26,0.317216216,-0.500010604,2021,0.973614316,0.51936923
10/28/2021,4036.04,0.216660737,-0.500010604,2021,0.97662784,0.51936923
10/29/2021,15039.83,0.113745938,-0.500010604,2021,0.787851543,0.51936923
10/30/2021,32708.08,0.009592506,-0.500010604,2021,0.444357246,0.51936923
11/2/2021,4414.03,0.207286113,-0.866032138,2021,0.779402766,0.466874081
11/3/2021,3812.99,0.308104537,-0.866032138,2021,0.973614316,0.466874081
11/4/2021,6569.42,0.405567867,-0.866032138,2021,0.97662784,0.466874081
11/5/2021,7723.44,0.498614781,-0.866032138,2021,0.787851543,0.466874081
11/6/2021,9389.35,0.586232048,-0.866032138,2021,0.444357246,0.466874081
11/8/2021,0.00,0.741430732,-0.866032138,2021,0.432132383,0.412678473
11/9/2021,5843.68,0.807322121,-0.866032138,2021,0.779402766,0.412678473
11/10/2021,3573.48,0.864422204,-0.866032138,2021,0.973614316,0.412678473
11/11/2021,7921.50,0.912109192,-0.866032138,2021,0.97662784,0.412678473
11/12/2021,9766.62,0.949863801,-0.866032138,2021,0.787851543,0.412678473
11/13/2021,13909.25,0.977274902,-0.866032138,2021,0.444357246,0.412678473
11/16/2021,4190.86,0.995043654,-0.866032138,2021,0.779402766,0.356979797
11/17/2021,4025.45,0.979263318,-0.866032138,2021,0.973614316,0.356979797
11/18/2021,6474.37,0.95281933,-0.866032138,2021,0.97662784,0.356979797
11/19/2021,14975.19,0.915999649,-0.866032138,2021,0.787851543,0.356979797
11/20/2021,25922.90,0.869205224,-0.866032138,2021,0.444357246,0.356979797
11/23/2021,3291.78,0.674577822,-0.866032138,2021,0.779402766,0.299980921
11/24/2021,2588.15,0.593976379,-0.866032138,2021,0.973614316,0.299980921
11/26/2021,3482.20,0.414317381,-0.866032138,2021,0.787851543,0.299980921
11/27/2021,3112.49,0.317216216,-0.866032138,2021,0.444357246,0.299980921
11/28/2021,0.00,0.216660737,-0.866032138,2021,0.013600234,0.299980921
11/30/2021,6360.51,0.009592506,-0.866032138,2021,0.779402766,0.241889447
12/1/2021,4347.74,0.104210454,-1,2021,0.973614316,0.241889447
12/2/2021,4207.75,0.207286113,-1,2021,0.97662784,0.241889447
12/3/2021,10731.87,0.308104537,-1,2021,0.787851543,0.241889447
12/4/2021,10279.21,0.405567867,-1,2021,0.444357246,0.241889447
12/7/2021,4541.20,0.667465561,-1,2021,0.779402766,0.182916958
12/8/2021,2893.22,0.741430732,-1,2021,0.973614316,0.182916958
12/9/2021,6420.16,0.807322121,-1,2021,0.97662784,0.182916958
12/10/2021,8249.29,0.864422204,-1,2021,0.787851543,0.182916958
12/11/2021,9701.30,0.912109192,-1,2021,0.444357246,0.182916958
12/13/2021,0.00,0.977274902,-1,2021,0.432132383,0.123278245
12/14/2021,4335.84,0.994044003,-1,2021,0.779402766,0.123278245
12/15/2021,4045.86,0.999988498,-1,2021,0.973614316,0.123278245
12/16/2021,5642.08,0.995043654,-1,2021,0.97662784,0.123278245
12/17/2021,10768.32,0.979263318,-1,2021,0.787851543,0.123278245
12/18/2021,9358.26,0.95281933,-1,2021,0.444357246,0.123278245
12/21/2021,3270.09,0.81294562,-1,2021,0.779402766,0.063190524
12/22/2021,2166.52,0.747833474,-1,2021,0.973614316,0.063190524
12/23/2021,1926.69,0.674577822,-1,2021,0.97662784,0.063190524
12/28/2021,0.00,0.216660737,-1,2021,0.779402766,0.00287265
12/29/2021,0.00,0.113745938,-1,2021,0.973614316,0.00287265
12/30/2021,2536.09,0.009592506,-1,2021,0.97662784,0.00287265
12/31/2021,5548.73,-0.094665382,-1,2021,0.787851543,0.00287265
1/4/2022,1762.60,0.405567867,-0.866024792,2022,0.779402766,0.060323355
1/5/2022,1712.32,0.498614781,-0.866024792,2022,0.973614316,0.060323355
1/6/2022,1530.45,0.586232048,-0.866024792,2022,0.97662784,0.060323355
1/7/2022,2651.07,0.667465561,-0.866024792,2022,0.787851543,0.060323355
1/8/2022,4616.56,0.741430732,-0.866024792,2022,0.444357246,0.060323355
1/10/2022,0.00,0.864422204,-0.866024792,2022,0.432132383,0.120426998
1/11/2022,2730.75,0.912109192,-0.866024792,2022,0.779402766,0.120426998
1/12/2022,1962.74,0.949863801,-0.866024792,2022,0.973614316,0.120426998
1/13/2022,2344.81,0.977274902,-0.866024792,2022,0.97662784,0.120426998
1/14/2022,6443.32,0.994044003,-0.866024792,2022,0.787851543,0.120426998
1/15/2022,6493.34,0.999988498,-0.866024792,2022,0.444357246,0.120426998
1/18/2022,6465.79,0.95281933,-0.866024792,2022,0.779402766,0.18009202
1/19/2022,2179.33,0.915999649,-0.866024792,2022,0.973614316,0.18009202
1/20/2022,3592.47,0.869205224,-0.866024792,2022,0.97662784,0.18009202
1/21/2022,10538.28,0.81294562,-0.866024792,2022,0.787851543,0.18009202
1/22/2022,11091.57,0.747833474,-0.866024792,2022,0.444357246,0.18009202
1/24/2022,0.00,0.593976379,-0.866024792,2022,0.432132383,0.239101106
1/25/2022,4646.74,0.506906852,-0.866024792,2022,0.779402766,0.239101106
1/26/2022,4313.84,0.414317381,-0.866024792,2022,0.973614316,0.239101106
1/27/2022,3016.34,0.317216216,-0.866024792,2022,0.97662784,0.239101106
1/28/2022,9074.26,0.216660737,-0.866024792,2022,0.787851543,0.239101106
1/29/2022,11439.11,0.113745938,-0.866024792,2022,0.444357246,0.239101106
2/1/2022,3173.65,0.104210454,-0.499997879,2022,0.779402766,0.297239333
2/4/2022,7760.89,0.405567867,-0.499997879,2022,0.787851543,0.297239333
2/5/2022,9990.40,0.498614781,-0.499997879,2022,0.444357246,0.297239333
2/8/2022,5439.74,0.741430732,-0.499997879,2022,0.779402766,0.354294947
2/9/2022,4048.65,0.807322121,-0.499997879,2022,0.973614316,0.354294947
2/10/2022,3344.60,0.864422204,-0.499997879,2022,0.97662784,0.354294947
2/11/2022,10383.20,0.912109192,-0.499997879,2022,0.787851543,0.354294947
2/12/2022,6834.66,0.949863801,-0.499997879,2022,0.444357246,0.354294947
2/15/2022,4050.51,0.999988498,-0.499997879,2022,0.779402766,0.41006014
2/16/2022,5593.41,0.995043654,-0.499997879,2022,0.973614316,0.41006014
2/17/2022,5540.60,0.979263318,-0.499997879,2022,0.97662784,0.41006014
2/18/2022,7797.21,0.95281933,-0.499997879,2022,0.787851543,0.41006014
2/19/2022,9613.15,0.915999649,-0.499997879,2022,0.444357246,0.41006014
2/20/2022,0.00,0.869205224,-0.499997879,2022,0.013600234,0.41006014
2/22/2022,4805.13,0.747833474,-0.499997879,2022,0.779402766,0.464331802
2/23/2022,3144.67,0.674577822,-0.499997879,2022,0.973614316,0.464331802
2/24/2022,3727.98,0.593976379,-0.499997879,2022,0.97662784,0.464331802
2/25/2022,9603.54,0.506906852,-0.499997879,2022,0.787851543,0.464331802
2/26/2022,11140.35,0.414317381,-0.499997879,2022,0.444357246,0.464331802
2/27/2022,-4.90,0.317216216,-0.499997879,2022,0.013600234,0.464331802
3/1/2022,5713.42,0.104210454,3.67E-06,2022,0.779402766,0.516912264
3/2/2022,4817.68,0.207286113,3.67E-06,2022,0.973614316,0.516912264
3/3/2022,7468.29,0.308104537,3.67E-06,2022,0.97662784,0.516912264
3/4/2022,13126.31,0.405567867,3.67E-06,2022,0.787851543,0.516912264
3/5/2022,10636.17,0.498614781,3.67E-06,2022,0.444357246,0.516912264
3/7/2022,0.00,0.667465561,3.67E-06,2022,0.432132383,0.567610016
3/8/2022,4380.75,0.741430732,3.67E-06,2022,0.779402766,0.567610016
3/9/2022,3694.15,0.807322121,3.67E-06,2022,0.973614316,0.567610016
3/10/2022,4595.96,0.864422204,3.67E-06,2022,0.97662784,0.567610016
3/11/2022,4872.90,0.912109192,3.67E-06,2022,0.787851543,0.567610016
3/12/2022,9462.31,0.949863801,3.67E-06,2022,0.444357246,0.567610016
3/15/2022,3879.94,0.999988498,3.67E-06,2022,0.779402766,0.616240406
3/16/2022,3235.03,0.995043654,3.67E-06,2022,0.973614316,0.616240406
3/17/2022,2563.68,0.979263318,3.67E-06,2022,0.97662784,0.616240406
3/18/2022,2918.47,0.95281933,3.67E-06,2022,0.787851543,0.616240406
3/19/2022,6597.13,0.915999649,3.67E-06,2022,0.444357246,0.616240406
3/22/2022,3477.47,0.747833474,3.67E-06,2022,0.779402766,0.66262631
3/23/2022,3010.27,0.674577822,3.67E-06,2022,0.973614316,0.66262631
3/24/2022,5600.25,0.593976379,3.67E-06,2022,0.97662784,0.66262631
3/25/2022,11937.91,0.506906852,3.67E-06,2022,0.787851543,0.66262631
3/26/2022,15865.52,0.414317381,3.67E-06,2022,0.444357246,0.66262631
3/27/2022,0.00,0.317216216,3.67E-06,2022,0.013600234,0.66262631
3/28/2022,0.00,0.216660737,3.67E-06,2022,0.432132383,0.706598781
3/29/2022,4115.20,0.113745938,3.67E-06,2022,0.779402766,0.706598781
3/30/2022,2957.87,0.009592506,3.67E-06,2022,0.973614316,0.706598781
3/31/2022,6565.60,-0.094665382,3.67E-06,2022,0.97662784,0.706598781
4/1/2022,11408.02,0.104210454,0.500004241,2022,0.787851543,0.706598781
4/2/2022,11683.36,0.207286113,0.500004241,2022,0.444357246,0.706598781
4/5/2022,7023.48,0.498614781,0.500004241,2022,0.779402766,0.747997661
4/6/2022,3214.73,0.586232048,0.500004241,2022,0.973614316,0.747997661
4/7/2022,6679.30,0.667465561,0.500004241,2022,0.97662784,0.747997661
4/8/2022,20269.74,0.741430732,0.500004241,2022,0.787851543,0.747997661
4/9/2022,29360.00,0.807322121,0.500004241,2022,0.444357246,0.747997661
4/12/2022,3983.50,0.949863801,0.500004241,2022,0.779402766,0.786672166
4/13/2022,4137.31,0.977274902,0.500004241,2022,0.973614316,0.786672166
4/14/2022,7330.84,0.994044003,0.500004241,2022,0.97662784,0.786672166
4/15/2022,8992.67,0.999988498,0.500004241,2022,0.787851543,0.786672166
4/16/2022,14470.54,0.995043654,0.500004241,2022,0.444357246,0.786672166
4/19/2022,5384.54,0.915999649,0.500004241,2022,0.779402766,0.822481436
4/20/2022,5204.03,0.869205224,0.500004241,2022,0.973614316,0.822481436
4/21/2022,6669.42,0.81294562,0.500004241,2022,0.97662784,0.822481436
4/22/2022,6836.86,0.747833474,0.500004241,2022,0.787851543,0.822481436
4/23/2022,15397.78,0.674577822,0.500004241,2022,0.444357246,0.822481436
4/24/2022,4930.94,0.593976379,0.500004241,2022,0.013600234,0.822481436
4/26/2022,5469.43,0.414317381,0.500004241,2022,0.779402766,0.855295044
4/27/2022,3180.45,0.317216216,0.500004241,2022,0.973614316,0.855295044
4/28/2022,3694.39,0.216660737,0.500004241,2022,0.97662784,0.855295044
4/29/2022,12785.71,0.113745938,0.500004241,2022,0.787851543,0.855295044
4/30/2022,11930.36,0.009592506,0.500004241,2022,0.444357246,0.855295044
5/3/2022,6285.65,0.308104537,0.866028465,2022,0.779402766,0.884993476
5/4/2022,3421.38,0.405567867,0.866028465,2022,0.973614316,0.884993476
5/5/2022,7853.66,0.498614781,0.866028465,2022,0.97662784,0.884993476
5/6/2022,12778.45,0.586232048,0.866028465,2022,0.787851543,0.884993476
5/7/2022,13794.69,0.667465561,0.866028465,2022,0.444357246,0.884993476
5/10/2022,6494.40,0.864422204,0.866028465,2022,0.779402766,0.911468565
5/11/2022,6969.76,0.912109192,0.866028465,2022,0.973614316,0.911468565
5/12/2022,8314.82,0.949863801,0.866028465,2022,0.97662784,0.911468565
5/13/2022,20731.50,0.977274902,0.866028465,2022,0.787851543,0.911468565
5/14/2022,25468.27,0.994044003,0.866028465,2022,0.444357246,0.911468565
5/17/2022,4326.21,0.979263318,0.866028465,2022,0.779402766,0.934623881
5/18/2022,3932.87,0.95281933,0.866028465,2022,0.973614316,0.934623881
5/19/2022,3280.21,0.915999649,0.866028465,2022,0.97662784,0.934623881
5/20/2022,5540.61,0.869205224,0.866028465,2022,0.787851543,0.934623881
5/21/2022,4995.62,0.81294562,0.866028465,2022,0.444357246,0.934623881
5/24/2022,3807.05,0.593976379,0.866028465,2022,0.779402766,0.954375088
5/25/2022,3277.19,0.506906852,0.866028465,2022,0.973614316,0.954375088
5/26/2022,3264.50,0.414317381,0.866028465,2022,0.97662784,0.954375088
5/27/2022,7047.56,0.317216216,0.866028465,2022,0.787851543,0.954375088
5/28/2022,4639.28,0.216660737,0.866028465,2022,0.444357246,0.954375088
5/31/2022,3990.45,-0.094665382,0.866028465,2022,0.779402766,0.970650247
6/1/2022,4204.91,0.104210454,1,2022,0.973614316,0.970650247
6/2/2022,3266.95,0.207286113,1,2022,0.97662784,0.970650247
6/3/2022,5489.40,0.308104537,1,2022,0.787851543,0.970650247
6/4/2022,7748.77,0.405567867,1,2022,0.444357246,0.970650247
6/7/2022,4093.41,0.667465561,1,2022,0.779402766,0.983390082
6/8/2022,3177.82,0.741430732,1,2022,0.973614316,0.983390082
6/9/2022,3240.26,0.807322121,1,2022,0.97662784,0.983390082
6/10/2022,6984.56,0.864422204,1,2022,0.787851543,0.983390082
6/11/2022,6091.60,0.912109192,1,2022,0.444357246,0.983390082
6/14/2022,3796.92,0.994044003,1,2022,0.779402766,0.992548189
6/15/2022,3202.55,0.999988498,1,2022,0.973614316,0.992548189
6/16/2022,5535.56,0.995043654,1,2022,0.97662784,0.992548189
6/17/2022,7534.42,0.979263318,1,2022,0.787851543,0.992548189
6/18/2022,6661.26,0.95281933,1,2022,0.444357246,0.992548189
6/20/2022,0.00,0.869205224,1,2022,0.432132383,0.998091215
6/21/2022,3842.92,0.81294562,1,2022,0.779402766,0.998091215
6/22/2022,2945.61,0.747833474,1,2022,0.973614316,0.998091215
6/23/2022,3113.30,0.674577822,1,2022,0.97662784,0.998091215
6/24/2022,5156.91,0.593976379,1,2022,0.787851543,0.998091215
6/25/2022,6184.52,0.506906852,1,2022,0.444357246,0.998091215
6/28/2022,4173.48,0.216660737,1,2022,0.779402766,0.999998968
6/29/2022,2421.97,0.113745938,1,2022,0.973614316,0.999998968
6/30/2022,2218.84,0.009592506,1,2022,0.97662784,0.999998968
7/1/2022,3887.69,0.104210454,0.866021118,2022,0.787851543,0.999998968
7/2/2022,2690.96,0.207286113,0.866021118,2022,0.444357246,0.999998968
7/5/2022,2644.78,0.498614781,0.866021118,2022,0.779402766,0.998264503
7/6/2022,2658.66,0.586232048,0.866021118,2022,0.973614316,0.998264503
7/7/2022,3208.06,0.667465561,0.866021118,2022,0.97662784,0.998264503
7/8/2022,6609.93,0.741430732,0.866021118,2022,0.787851543,0.998264503
7/9/2022,5155.05,0.807322121,0.866021118,2022,0.444357246,0.998264503
7/12/2022,3627.11,0.949863801,0.866021118,2022,0.779402766,0.992894134
7/13/2022,2320.68,0.977274902,0.866021118,2022,0.973614316,0.992894134
7/14/2022,2820.47,0.994044003,0.866021118,2022,0.97662784,0.992894134
7/15/2022,6646.79,0.999988498,0.866021118,2022,0.787851543,0.992894134
7/16/2022,5470.02,0.995043654,0.866021118,2022,0.444357246,0.992894134
7/19/2022,3642.48,0.915999649,0.866021118,2022,0.779402766,0.983907423
7/20/2022,2121.32,0.869205224,0.866021118,2022,0.973614316,0.983907423
7/21/2022,2380.40,0.81294562,0.866021118,2022,0.97662784,0.983907423
7/22/2022,7312.98,0.747833474,0.866021118,2022,0.787851543,0.983907423
7/23/2022,5126.80,0.674577822,0.866021118,2022,0.444357246,0.983907423
7/25/2022,0.00,0.506906852,0.866021118,2022,0.432132383,0.971337102
7/26/2022,3548.74,0.414317381,0.866021118,2022,0.779402766,0.971337102
7/27/2022,1709.79,0.317216216,0.866021118,2022,0.973614316,0.971337102
7/28/2022,2271.02,0.216660737,0.866021118,2022,0.97662784,0.971337102
7/29/2022,6294.96,0.113745938,0.866021118,2022,0.787851543,0.971337102
7/30/2022,10733.58,0.009592506,0.866021118,2022,0.444357246,0.971337102
7/31/2022,8.70,-0.094665382,0.866021118,2022,0.013600234,0.971337102
8/1/2022,0.00,0.104210454,0.499991517,2022,0.432132383,0.955228953
8/2/2022,4175.47,0.207286113,0.499991517,2022,0.779402766,0.955228953
8/3/2022,2961.10,0.308104537,0.499991517,2022,0.973614316,0.955228953
8/4/2022,3550.83,0.405567867,0.499991517,2022,0.97662784,0.955228953
8/5/2022,6823.50,0.498614781,0.499991517,2022,0.787851543,0.955228953
8/6/2022,7575.67,0.586232048,0.499991517,2022,0.444357246,0.955228953
8/7/2022,0.00,0.667465561,0.499991517,2022,0.013600234,0.955228953
8/8/2022,198.82,0.741430732,0.499991517,2022,0.432132383,0.935641647
8/9/2022,4805.49,0.807322121,0.499991517,2022,0.779402766,0.935641647
8/10/2022,6469.09,0.864422204,0.499991517,2022,0.973614316,0.935641647
8/11/2022,4861.28,0.912109192,0.499991517,2022,0.97662784,0.935641647
8/12/2022,8592.37,0.949863801,0.499991517,2022,0.787851543,0.935641647
8/13/2022,7759.49,0.977274902,0.499991517,2022,0.444357246,0.935641647
8/16/2022,5933.66,0.995043654,0.499991517,2022,0.779402766,0.912646525
8/17/2022,5553.25,0.979263318,0.499991517,2022,0.973614316,0.912646525
8/18/2022,4937.83,0.95281933,0.499991517,2022,0.97662784,0.912646525
8/19/2022,11105.46,0.915999649,0.499991517,2022,0.787851543,0.912646525
8/20/2022,9689.26,0.869205224,0.499991517,2022,0.444357246,0.912646525
8/21/2022,0.00,0.81294562,0.499991517,2022,0.013600234,0.912646525
8/23/2022,5389.18,0.674577822,0.499991517,2022,0.779402766,0.88632734
8/24/2022,4932.66,0.593976379,0.499991517,2022,0.973614316,0.88632734
8/25/2022,4657.63,0.506906852,0.499991517,2022,0.97662784,0.88632734
8/26/2022,10813.51,0.414317381,0.499991517,2022,0.787851543,0.88632734
8/27/2022,13496.56,0.317216216,0.499991517,2022,0.444357246,0.88632734
8/28/2022,0.00,0.216660737,0.499991517,2022,0.013600234,0.88632734
8/30/2022,3757.63,0.009592506,0.499991517,2022,0.779402766,0.856779953
8/31/2022,4007.69,-0.094665382,0.499991517,2022,0.973614316,0.856779953
9/1/2022,6131.72,0.104210454,-1.10E-05,2022,0.97662784,0.856779953
9/2/2022,12928.63,0.207286113,-1.10E-05,2022,0.787851543,0.856779953
9/3/2022,26243.07,0.308104537,-1.10E-05,2022,0.444357246,0.856779953
9/5/2022,0.00,0.498614781,-1.10E-05,2022,0.432132383,0.824111982
9/6/2022,4704.44,0.586232048,-1.10E-05,2022,0.779402766,0.824111982
9/7/2022,3179.52,0.667465561,-1.10E-05,2022,0.973614316,0.824111982
9/8/2022,5201.58,0.741430732,-1.10E-05,2022,0.97662784,0.824111982
9/9/2022,11154.30,0.807322121,-1.10E-05,2022,0.787851543,0.824111982
9/10/2022,24257.47,0.864422204,-1.10E-05,2022,0.444357246,0.824111982
9/11/2022,0.00,0.912109192,-1.10E-05,2022,0.013600234,0.824111982
9/13/2022,3678.37,0.977274902,-1.10E-05,2022,0.779402766,0.788442411
9/14/2022,6545.97,0.994044003,-1.10E-05,2022,0.973614316,0.788442411
9/15/2022,4481.49,0.999988498,-1.10E-05,2022,0.97662784,0.788442411
9/16/2022,7748.79,0.995043654,-1.10E-05,2022,0.787851543,0.788442411
9/17/2022,10590.24,0.979263318,-1.10E-05,2022,0.444357246,0.788442411
9/19/2022,0.00,0.915999649,-1.10E-05,2022,0.432132383,0.749901156
9/20/2022,3689.62,0.869205224,-1.10E-05,2022,0.779402766,0.749901156
9/21/2022,2339.27,0.81294562,-1.10E-05,2022,0.973614316,0.749901156
9/22/2022,5934.30,0.747833474,-1.10E-05,2022,0.97662784,0.749901156
9/23/2022,28823.31,0.674577822,-1.10E-05,2022,0.787851543,0.749901156
9/24/2022,48774.95,0.593976379,-1.10E-05,2022,0.444357246,0.749901156
9/27/2022,4962.28,0.317216216,-1.10E-05,2022,0.779402766,0.708628593
9/28/2022,4624.83,0.216660737,-1.10E-05,2022,0.973614316,0.708628593
