Team,Date,Day of Week,Opponent,Home/Away,Wins,Losses,Total Games Played,Average Age of Team,Average Height (cm),Team Points,Opponent Points,Total Points
Hawks,"Wed, Oct 19",Wed,Houston,Home,1,0,1,25.23,199.7,117,107,224
Hawks,"Fri, Oct 21",Fri,Orlando,Home,2,0,2,25.23,199.7,108,98,206
Hawks,"Sun, Oct 23",Sun,Charlotte,Home,2,1,3,25.23,199.7,126,109,235
Hawks,"Wed, Oct 26",Wed,Detroit,Away,3,1,4,25.23,199.7,118,113,231
Hawks,"Fri, Oct 28",Fri,Detroit,Away,4,1,5,25.23,199.7,136,112,248
Hawks,"Sat, Oct 29",Sat,Milwaukee,Away,4,2,6,25.23,199.7,123,115,238
Hawks,"Mon, Oct 31",Mon,Toronto,Away,4,3,7,25.23,199.7,139,109,248
Hawks,"Wed, Nov 2",Wed,New York,Away,5,3,8,25.23,199.7,112,99,211
Hawks,"Sat, Nov 5",Sat,New Orleans,Home,6,3,9,25.23,199.7,124,121,245
Hawks,"Mon, Nov 7",Mon,Milwaukee,Home,7,3,10,25.23,199.7,117,98,215
Hawks,"Wed, Nov 9",Wed,Utah,Home,7,4,11,25.23,199.7,125,119,244
Hawks,"Thu, Nov 10",Thu,Philadelphia,Home,8,4,12,25.23,199.7,104,95,199
Hawks,"Sat, Nov 12",Sat,Philadelphia,Away,8,5,13,25.23,199.7,121,109,230
Hawks,"Mon, Nov 14",Mon,Milwaukee,Away,9,5,14,25.23,199.7,121,106,227
Hawks,"Wed, Nov 16",Wed,Boston,Home,9,6,15,25.23,199.7,126,101,227
Hawks,"Sat, Nov 19",Sat,Toronto,Home,10,6,16,25.23,199.7,124,122,246
Hawks,"Mon, Nov 21",Mon,Cleveland,Away,10,7,17,25.23,199.7,114,102,216
Hawks,"Wed, Nov 23",Wed,Sacramento,Home,11,7,18,25.23,199.7,115,106,221
Hawks,"Fri, Nov 25",Fri,Houston,Away,11,8,19,25.23,199.7,128,122,250
Hawks,"Sun, Nov 27",Sun,Miami,Home,11,9,20,25.23,199.7,106,98,204
Hawks,"Mon, Nov 28",Mon,Philadelphia,Away,11,10,21,25.23,199.7,104,101,205
Hawks,"Wed, Nov 30",Wed,Orlando,Away,12,10,22,25.23,199.7,125,108,233
Hawks,"Fri, Dec 2",Fri,Denver,Home,13,10,23,25.23,199.7,117,109,226
Hawks,"Mon, Dec 5",Mon,Oklahoma City,Home,13,11,24,25.23,199.7,121,114,235
Hawks,"Wed, Dec 7",Wed,New York,Away,13,12,25,25.23,199.7,113,89,202
Hawks,"Fri, Dec 9",Fri,Brooklyn,Away,13,13,26,25.23,199.7,120,116,236
Hawks,"Sun, Dec 11",Sun,Chicago,Home,14,13,27,25.23,199.7,123,122,245
Hawks,"Mon, Dec 12",Mon,Memphis,Away,14,14,28,25.23,199.7,128,103,231
Hawks,"Wed, Dec 14",Wed,Orlando,Away,14,15,29,25.23,199.7,135,124,259
Hawks,"Fri, Dec 16",Fri,Charlotte,Away,15,15,30,25.23,199.7,125,106,231
Hawks,"Mon, Dec 19",Mon,Orlando,Home,16,15,31,25.23,199.7,126,125,251
Hawks,"Wed, Dec 21",Wed,Chicago,Home,16,16,32,25.23,199.7,110,108,218
Hawks,"Fri, Dec 23",Fri,Detroit,Home,17,16,33,25.23,199.7,130,105,235
Hawks,"Tue, Dec 27",Tue,Indiana,Away,17,17,34,25.23,199.7,129,114,243
Hawks,"Wed, Dec 28",Wed,Brooklyn,Home,17,18,35,25.23,199.7,108,107,215
Hawks,"Fri, Dec 30",Fri,Los Angeles,Home,17,19,36,25.23,199.7,130,121,251
Hawks,"Mon, Jan 2",Mon,Golden State,Away,17,20,37,25.23,199.7,143,141,284
Hawks,"Wed, Jan 4",Wed,Sacramento,Away,18,20,38,25.23,199.7,120,117,237
Hawks,"Fri, Jan 6",Fri,Los Angeles,Away,18,21,39,25.23,199.7,130,114,244
Hawks,"Sun, Jan 8",Sun,A,Away,19,21,40,25.23,199.7,112,108,220
Hawks,"Wed, Jan 11",Wed,Milwaukee,Home,19,22,41,25.23,199.7,114,105,219
Celtics,"Tue, Oct 18",Tue,Philadelphia,Home,1,0,1,27.48,200.4,126,117,243
Celtics,"Fri, Oct 21",Fri,Miami,Away,2,0,2,27.48,200.4,111,104,215
Celtics,"Sat, Oct 22",Sat,Orlando,Away,3,0,3,27.48,200.4,126,120,246
Celtics,"Mon, Oct 24",Mon,Chicago,Away,3,1,4,27.48,200.4,120,102,222
Celtics,"Fri, Oct 28",Fri,Cleveland,Home,3,2,5,27.48,200.4,132,123,255
Celtics,"Sun, Oct 30",Sun,Washington,Home,4,2,6,27.48,200.4,112,94,206
Celtics,"Wed, Nov 2",Wed,Cleveland,Away,4,3,7,27.48,200.4,114,113,227
Celtics,"Fri, Nov 4",Fri,Chicago,Home,5,3,8,27.48,200.4,123,119,242
Celtics,"Sat, Nov 5",Sat,New York,Away,6,3,9,27.48,200.4,133,118,251
Celtics,"Mon, Nov 7",Mon,Memphis,Away,7,3,10,27.48,200.4,109,106,215
Celtics,"Wed, Nov 9",Wed,Detroit,Home,8,3,11,27.48,200.4,128,112,240
Celtics,"Fri, Nov 11",Fri,Denver,Home,9,3,12,27.48,200.4,131,112,243
Celtics,"Sat, Nov 12",Sat,Detroit,Away,10,3,13,27.48,200.4,117,108,225
Celtics,"Mon, Nov 14",Mon,Oklahoma City,Home,11,3,14,27.48,200.4,126,122,248
Celtics,"Wed, Nov 16",Wed,Atlanta,Away,12,3,15,27.48,200.4,126,101,227
Celtics,"Fri, Nov 18",Fri,New Orleans,Away,13,3,16,27.48,200.4,117,109,226
Celtics,"Mon, Nov 21",Mon,Chicago,Away,13,4,17,27.48,200.4,121,107,228
Celtics,"Wed, Nov 23",Wed,Dallas,Home,14,4,18,27.48,200.4,125,112,237
Celtics,"Fri, Nov 25",Fri,Sacramento,Home,15,4,19,27.48,200.4,122,104,226
Celtics,"Sun, Nov 27",Sun,Washington,Home,16,4,20,27.48,200.4,130,121,251
Celtics,"Mon, Nov 28",Mon,Charlotte,Home,17,4,21,27.48,200.4,140,105,245
Celtics,"Wed, Nov 30",Wed,Miami,Home,18,4,22,27.48,200.4,134,121,255
Celtics,"Fri, Dec 2",Fri,Miami,Home,18,5,23,27.48,200.4,120,116,236
Celtics,"Sun, Dec 4",Sun,Brooklyn,Away,19,5,24,27.48,200.4,103,92,195
Celtics,"Mon, Dec 5",Mon,Toronto,Away,20,5,25,27.48,200.4,116,110,226
Celtics,"Wed, Dec 7",Wed,Phoenix,Away,21,5,26,27.48,200.4,125,98,223
Celtics,"Sat, Dec 10",Sat,Golden State,Away,21,6,27,27.48,200.4,123,107,230
Celtics,"Mon, Dec 12",Mon,A,Away,21,7,28,27.48,200.4,113,93,206
Celtics,"Tue, Dec 13",Tue,Los Angeles,Away,22,7,29,27.48,200.4,122,118,240
Celtics,"Fri, Dec 16",Fri,Orlando,Home,22,8,30,27.48,200.4,117,109,226
Celtics,"Sun, Dec 18",Sun,Orlando,Home,22,9,31,27.48,200.4,95,92,187
Celtics,"Wed, Dec 21",Wed,Indiana,Home,22,10,32,27.48,200.4,117,112,229
Celtics,"Fri, Dec 23",Fri,Minnesota,Home,30,12,42,27.48,200.4,121,109,230
Celtics,"Sun, Dec 25",Sun,Milwaukee,Home,24,10,34,27.48,200.4,139,118,257
Celtics,"Tue, Dec 27",Tue,Houston,Home,25,10,35,27.48,200.4,126,102,228
Celtics,"Thu, Dec 29",Thu,A,Home,30,12,42,27.48,200.4,116,110,226
Celtics,"Sun, Jan 1",Sun,Denver,Away,26,11,37,27.48,200.4,123,111,234
Celtics,"Tue, Jan 3",Tue,Oklahoma City,Away,26,12,38,27.48,200.4,150,117,267
Celtics,"Thu, Jan 5",Thu,Dallas,Away,27,12,39,27.48,200.4,124,95,219
Celtics,"Sat, Jan 7",Sat,San Antonio,Away,28,12,40,27.48,200.4,121,116,237
Celtics,"Mon, Jan 9",Mon,Chicago,Home,29,12,41,27.48,200.4,107,99,206
Celtics,"Wed, Jan 11",Wed,New Orleans,Home,30,12,42,27.48,200.4,125,114,239
Nets,"Wed, Oct 19",Wed,New Orleans,Home,0,1,1,27.57,198.5,130,108,238
Nets,"Fri, Oct 21",Fri,Toronto,Home,1,1,2,27.57,198.5,109,105,214
Nets,"Mon, Oct 24",Mon,Memphis,Away,1,2,3,27.57,198.5,134,124,258
Nets,"Wed, Oct 26",Wed,Milwaukee,Away,1,3,4,27.57,198.5,110,99,209
Nets,"Thu, Oct 27",Thu,Dallas,Home,1,4,5,27.57,198.5,129,125,254
Nets,"Sat, Oct 29",Sat,Indiana,Home,1,5,6,27.57,198.5,125,116,241
Nets,"Mon, Oct 31",Mon,Indiana,Home,2,5,7,27.57,198.5,116,109,225
Nets,"Tue, Nov 1",Tue,Chicago,Home,2,6,8,27.57,198.5,108,99,207
Nets,"Fri, Nov 4",Fri,Washington,Away,3,6,9,27.57,198.5,128,86,214
Nets,"Sat, Nov 5",Sat,Charlotte,Away,4,6,10,27.57,198.5,98,94,192
Nets,"Mon, Nov 7",Mon,Dallas,Away,4,7,11,27.57,198.5,96,94,190
Nets,"Wed, Nov 9",Wed,New York,Home,5,7,12,27.57,198.5,112,85,197
Nets,"Sat, Nov 12",Sat,A,Away,6,7,13,27.57,198.5,110,95,205
Nets,"Sun, Nov 13",Sun,Los Angeles,Away,6,8,14,27.57,198.5,116,103,219
Nets,"Tue, Nov 15",Tue,Sacramento,Away,6,9,15,27.57,198.5,153,121,274
Nets,"Thu, Nov 17",Thu,Portland,Away,7,9,16,27.57,198.5,109,107,216
Nets,"Sun, Nov 20",Sun,Memphis,Home,8,9,17,27.57,198.5,127,115,242
Nets,"Tue, Nov 22",Tue,Philadelphia,Away,8,10,18,27.57,198.5,115,106,221
Nets,"Wed, Nov 23",Wed,Toronto,Away,9,10,19,27.57,198.5,112,98,210
Nets,"Fri, Nov 25",Fri,Indiana,Away,9,11,20,27.57,198.5,128,117,245
Nets,"Sun, Nov 27",Sun,Portland,Home,10,11,21,27.57,198.5,111,97,208
Nets,"Mon, Nov 28",Mon,Orlando,Home,11,11,22,27.57,198.5,109,102,211
Nets,"Wed, Nov 30",Wed,Washington,Home,12,11,23,27.57,198.5,113,107,220
Nets,"Fri, Dec 2",Fri,Toronto,Home,13,11,24,27.57,198.5,114,105,219
Nets,"Sun, Dec 4",Sun,Boston,Home,13,12,25,27.57,198.5,103,92,195
Nets,"Wed, Dec 7",Wed,Charlotte,Home,14,12,26,27.57,198.5,122,116,238
Nets,"Fri, Dec 9",Fri,Atlanta,Home,15,12,27,27.57,198.5,120,116,236
Nets,"Sat, Dec 10",Sat,Indiana,Away,16,12,28,27.57,198.5,136,133,269
Nets,"Mon, Dec 12",Mon,Washington,Away,17,12,29,27.57,198.5,112,100,212
Nets,"Fri, Dec 16",Fri,Toronto,Away,18,12,30,27.57,198.5,119,116,235
Nets,"Sun, Dec 18",Sun,Detroit,Away,19,12,31,27.57,198.5,124,121,245
Nets,"Wed, Dec 21",Wed,Golden State,Home,20,12,32,27.57,198.5,143,113,256
Nets,"Fri, Dec 23",Fri,Milwaukee,Home,21,12,33,27.57,198.5,118,100,218
Nets,"Mon, Dec 26",Mon,Cleveland,Away,22,12,34,27.57,198.5,125,117,242
Nets,"Wed, Dec 28",Wed,Atlanta,Away,23,12,35,27.57,198.5,108,107,215
Nets,"Sat, Dec 31",Sat,Charlotte,Away,24,12,36,27.57,198.5,123,106,229
Nets,"Mon, Jan 2",Mon,San Antonio,Home,25,12,37,27.57,198.5,139,103,242
Nets,"Wed, Jan 4",Wed,Chicago,Away,25,13,38,27.57,198.5,121,112,233
Nets,"Fri, Jan 6",Fri,New Orleans,Away,26,13,39,27.57,198.5,108,102,210
Nets,"Sun, Jan 8",Sun,Miami,Away,27,13,40,27.57,198.5,102,101,203
Hornets,"Wed, Oct 19",Wed,San Antonio,Away,1,0,1,24.6,202.8,129,102,231
Hornets,"Fri, Oct 21",Fri,New Orleans,Home,1,1,2,24.6,202.8,124,112,236
Hornets,"Sun, Oct 23",Sun,Atlanta,Away,2,1,3,24.6,202.8,126,109,235
Hornets,"Wed, Oct 26",Wed,New York,Away,2,2,4,24.6,202.8,134,131,265
Hornets,"Fri, Oct 28",Fri,Orlando,Away,2,3,5,24.6,202.8,113,93,206
Hornets,"Sat, Oct 29",Sat,Golden State,Home,3,3,6,24.6,202.8,120,113,233
Hornets,"Mon, Oct 31",Mon,Sacramento,Home,3,4,7,24.6,202.8,115,108,223
Hornets,"Wed, Nov 2",Wed,Chicago,Away,3,5,8,24.6,202.8,106,88,194
Hornets,"Fri, Nov 4",Fri,Memphis,Away,3,6,9,24.6,202.8,130,99,229
Hornets,"Sat, Nov 5",Sat,Brooklyn,Home,3,7,10,24.6,202.8,98,94,192
Hornets,"Mon, Nov 7",Mon,Washington,Home,3,8,11,24.6,202.8,108,100,208
Hornets,"Wed, Nov 9",Wed,Portland,Home,3,9,12,24.6,202.8,105,95,200
Hornets,"Thu, Nov 10",Thu,Miami,Away,3,10,13,24.6,202.8,117,112,229
Hornets,"Sat, Nov 12",Sat,Miami,Away,3,11,14,24.6,202.8,132,115,247
Hornets,"Mon, Nov 14",Mon,Orlando,Away,4,11,15,24.6,202.8,112,105,217
Hornets,"Wed, Nov 16",Wed,Indiana,Home,4,12,16,24.6,202.8,125,113,238
Hornets,"Fri, Nov 18",Fri,Cleveland,Away,4,13,17,24.6,202.8,132,122,254
Hornets,"Sun, Nov 20",Sun,Washington,Away,4,14,18,24.6,202.8,106,102,208
Hornets,"Wed, Nov 23",Wed,Philadelphia,Home,5,14,19,24.6,202.8,107,101,208
Hornets,"Fri, Nov 25",Fri,Minnesota,Home,6,14,20,24.6,202.8,110,108,218
Hornets,"Mon, Nov 28",Mon,Boston,Away,6,15,21,24.6,202.8,140,105,245
Hornets,"Fri, Dec 2",Fri,Washington,Home,7,15,22,24.6,202.8,117,116,233
Hornets,"Sat, Dec 3",Sat,Milwaukee,Home,7,16,23,24.6,202.8,105,96,201
Hornets,"Mon, Dec 5",Mon,A,Home,7,17,24,24.6,202.8,119,117,236
Hornets,"Wed, Dec 7",Wed,Brooklyn,Away,7,18,25,24.6,202.8,122,116,238
Hornets,"Fri, Dec 9",Fri,New York,Home,7,19,26,24.6,202.8,121,102,223
Hornets,"Sun, Dec 11",Sun,Philadelphia,Away,7,20,27,24.6,202.8,131,113,244
Hornets,"Wed, Dec 14",Wed,Detroit,Home,7,21,28,24.6,202.8,141,134,275
Hornets,"Fri, Dec 16",Fri,Atlanta,Home,7,22,29,24.6,202.8,125,106,231
Hornets,"Sun, Dec 18",Sun,Denver,Away,7,23,30,24.6,202.8,119,115,234
Hornets,"Mon, Dec 19",Mon,Sacramento,Away,8,23,31,24.6,202.8,125,119,244
Hornets,"Wed, Dec 21",Wed,A,Away,8,24,32,24.6,202.8,126,105,231
Hornets,"Fri, Dec 23",Fri,Los Angeles,Away,9,24,33,24.6,202.8,134,130,264
Hornets,"Mon, Dec 26",Mon,Portland,Away,9,25,34,24.6,202.8,124,113,237
Hornets,"Tue, Dec 27",Tue,Golden State,Away,9,26,35,24.6,202.8,110,105,215
Hornets,"Thu, Dec 29",Thu,Oklahoma City,Home,10,26,36,24.6,202.8,121,113,234
Hornets,"Sat, Dec 31",Sat,Brooklyn,Home,10,27,37,24.6,202.8,123,106,229
Hornets,"Mon, Jan 2",Mon,Los Angeles,Home,10,28,38,24.6,202.8,121,115,236
Hornets,"Wed, Jan 4",Wed,Memphis,Home,10,29,39,24.6,202.8,131,107,238
Hornets,"Fri, Jan 6",Fri,Milwaukee,Away,11,29,40,24.6,202.8,138,109,247
Hornets,"Sun, Jan 8",Sun,Indiana,Away,11,30,41,24.6,202.8,116,111,227
Hornets,"Tue, Jan 10",Tue,Toronto,Away,11,31,42,24.6,202.8,132,120,252
Bulls,"Wed, Oct 19",Wed,Miami,Away,1,0,1,26.67,200.3,116,108,224
Bulls,"Fri, Oct 21",Fri,Washington,Away,1,1,2,26.67,200.3,102,100,202
Bulls,"Sat, Oct 22",Sat,Cleveland,Home,1,2,3,26.67,200.3,128,96,224
Bulls,"Mon, Oct 24",Mon,Boston,Home,2,2,4,26.67,200.3,120,102,222
Bulls,"Wed, Oct 26",Wed,Indiana,Home,3,2,5,26.67,200.3,124,109,233
Bulls,"Fri, Oct 28",Fri,San Antonio,Away,3,3,6,26.67,200.3,129,124,253
Bulls,"Sat, Oct 29",Sat,Philadelphia,Home,3,4,7,26.67,200.3,114,109,223
Bulls,"Tue, Nov 1",Tue,Brooklyn,Away,4,4,8,26.67,200.3,108,99,207
Bulls,"Wed, Nov 2",Wed,Charlotte,Home,5,4,9,26.67,200.3,106,88,194
Bulls,"Fri, Nov 4",Fri,Boston,Away,5,5,10,26.67,200.3,123,119,242
Bulls,"Sun, Nov 6",Sun,Toronto,Away,5,6,11,26.67,200.3,113,104,217
Bulls,"Mon, Nov 7",Mon,Toronto,Home,6,6,12,26.67,200.3,111,97,208
Bulls,"Wed, Nov 9",Wed,New Orleans,Home,6,7,13,26.67,200.3,115,111,226
Bulls,"Sun, Nov 13",Sun,Denver,Home,6,8,14,26.67,200.3,126,103,229
Bulls,"Wed, Nov 16",Wed,New Orleans,Away,6,9,15,26.67,200.3,124,110,234
Bulls,"Fri, Nov 18",Fri,Orlando,Home,6,10,16,26.67,200.3,108,107,215
Bulls,"Mon, Nov 21",Mon,Boston,Home,7,10,17,26.67,200.3,121,107,228
Bulls,"Wed, Nov 23",Wed,Milwaukee,Away,8,10,18,26.67,200.3,118,113,231
Bulls,"Fri, Nov 25",Fri,Oklahoma City,Away,8,11,19,26.67,200.3,123,119,242
Bulls,"Mon, Nov 28",Mon,Utah,Away,9,11,20,26.67,200.3,114,107,221
Bulls,"Wed, Nov 30",Wed,Phoenix,Away,9,12,21,26.67,200.3,132,113,245
Bulls,"Fri, Dec 2",Fri,Golden State,Away,9,13,22,26.67,200.3,119,111,230
Bulls,"Sun, Dec 4",Sun,Sacramento,Away,9,14,23,26.67,200.3,110,101,211
Bulls,"Wed, Dec 7",Wed,Washington,Home,10,14,24,26.67,200.3,115,111,226
Bulls,"Sat, Dec 10",Sat,Dallas,Home,11,14,25,26.67,200.3,144,115,259
Bulls,"Sun, Dec 11",Sun,Atlanta,Away,11,15,26,26.67,200.3,123,122,245
Bulls,"Wed, Dec 14",Wed,New York,Home,11,16,27,26.67,200.3,128,120,248
Bulls,"Fri, Dec 16",Fri,New York,Home,11,17,28,26.67,200.3,114,91,205
Bulls,"Sun, Dec 18",Sun,Minnesota,Away,11,18,29,26.67,200.3,150,126,276
Bulls,"Tue, Dec 20",Tue,Miami,Away,12,18,30,26.67,200.3,113,103,216
Bulls,"Wed, Dec 21",Wed,Atlanta,Away,13,18,31,26.67,200.3,110,108,218
Bulls,"Fri, Dec 23",Fri,New York,Away,14,18,32,26.67,200.3,118,117,235
Bulls,"Mon, Dec 26",Mon,Houston,Home,14,19,33,26.67,200.3,133,118,251
Bulls,"Wed, Dec 28",Wed,Milwaukee,Home,15,19,34,26.67,200.3,119,113,232
Bulls,"Fri, Dec 30",Fri,Detroit,Home,16,19,35,26.67,200.3,132,118,250
Bulls,"Sat, Dec 31",Sat,Cleveland,Home,16,20,36,26.67,200.3,103,102,205
Bulls,"Mon, Jan 2",Mon,Cleveland,Away,16,21,37,26.67,200.3,145,134,279
Bulls,"Wed, Jan 4",Wed,Brooklyn,Home,17,21,38,26.67,200.3,121,112,233
Bulls,"Fri, Jan 6",Fri,Philadelphia,Away,18,21,39,26.67,200.3,126,112,238
Bulls,"Sat, Jan 7",Sat,Utah,Home,19,21,40,26.67,200.3,126,118,244
Bulls,"Mon, Jan 9",Mon,Boston,Away,19,22,41,26.67,200.3,107,99,206
Bulls,"Wed, Jan 11",Wed,Washington,Away,19,23,42,26.67,200.3,100,97,197
Cavs,"Wed, Oct 19",Wed,Toronto,Away,0,1,1,26.83,200.9,108,105,213
Cavs,"Sat, Oct 22",Sat,Chicago,Away,1,1,2,26.83,200.9,128,96,224
Cavs,"Sun, Oct 23",Sun,Washington,Home,2,1,3,26.83,200.9,117,107,224
Cavs,"Wed, Oct 26",Wed,Orlando,Home,3,1,4,26.83,200.9,103,92,195
Cavs,"Fri, Oct 28",Fri,Boston,Away,4,1,5,26.83,200.9,132,123,255
Cavs,"Sun, Oct 30",Sun,New York,Home,5,1,6,26.83,200.9,121,108,229
Cavs,"Wed, Nov 2",Wed,Boston,Home,6,1,7,26.83,200.9,114,113,227
Cavs,"Fri, Nov 4",Fri,Detroit,Away,7,1,8,26.83,200.9,112,88,200
Cavs,"Sun, Nov 6",Sun,Los Angeles,Away,8,1,9,26.83,200.9,114,100,214
Cavs,"Mon, Nov 7",Mon,A,Away,8,2,10,26.83,200.9,119,117,236
Cavs,"Wed, Nov 9",Wed,Sacramento,Away,8,3,11,26.83,200.9,127,120,247
Cavs,"Fri, Nov 11",Fri,Golden State,Away,8,4,12,26.83,200.9,106,101,207
Cavs,"Sun, Nov 13",Sun,Minnesota,Home,8,5,13,26.83,200.9,129,124,253
Cavs,"Wed, Nov 16",Wed,Milwaukee,Away,8,6,14,26.83,200.9,113,98,211
Cavs,"Fri, Nov 18",Fri,Charlotte,Home,9,6,15,26.83,200.9,132,122,254
Cavs,"Sun, Nov 20",Sun,Miami,Home,10,6,16,26.83,200.9,113,87,200
Cavs,"Mon, Nov 21",Mon,Atlanta,Home,11,6,17,26.83,200.9,114,102,216
Cavs,"Wed, Nov 23",Wed,Portland,Home,12,6,18,26.83,200.9,114,96,210
Cavs,"Fri, Nov 25",Fri,Milwaukee,Away,12,7,19,26.83,200.9,117,102,219
Cavs,"Sun, Nov 27",Sun,Detroit,Away,13,7,20,26.83,200.9,102,94,196
Cavs,"Mon, Nov 28",Mon,Toronto,Away,13,8,21,26.83,200.9,100,88,188
Cavs,"Wed, Nov 30",Wed,Philadelphia,Home,14,8,22,26.83,200.9,113,85,198
Cavs,"Fri, Dec 2",Fri,Orlando,Home,15,8,23,26.83,200.9,107,96,203
Cavs,"Sun, Dec 4",Sun,New York,Away,15,9,24,26.83,200.9,92,81,173
Cavs,"Tue, Dec 6",Tue,Los Angeles,Home,16,9,25,26.83,200.9,116,102,218
Cavs,"Fri, Dec 9",Fri,Sacramento,Home,16,10,26,26.83,200.9,106,95,201
Cavs,"Sat, Dec 10",Sat,Oklahoma City,Home,17,10,27,26.83,200.9,110,102,212
Cavs,"Mon, Dec 12",Mon,San Antonio,Away,17,11,28,26.83,200.9,112,111,223
Cavs,"Wed, Dec 14",Wed,Dallas,Away,18,11,29,26.83,200.9,105,90,195
Cavs,"Fri, Dec 16",Fri,Indiana,Home,19,11,30,26.83,200.9,118,112,230
Cavs,"Sat, Dec 17",Sat,Dallas,Home,20,11,31,26.83,200.9,100,99,199
Cavs,"Mon, Dec 19",Mon,Utah,Home,21,11,32,26.83,200.9,122,99,221
Cavs,"Wed, Dec 21",Wed,Milwaukee,Home,22,11,33,26.83,200.9,114,106,220
Cavs,"Fri, Dec 23",Fri,Toronto,Home,22,12,34,26.83,200.9,118,107,225
Cavs,"Mon, Dec 26",Mon,Brooklyn,Home,22,13,35,26.83,200.9,125,117,242
Cavs,"Thu, Dec 29",Thu,Indiana,Away,26,16,42,26.83,200.9,135,126,261
Cavs,"Sat, Dec 31",Sat,Chicago,Away,23,14,37,26.83,200.9,103,102,205
Cavs,"Mon, Jan 2",Mon,Chicago,Home,24,14,38,26.83,200.9,145,134,279
Cavs,"Wed, Jan 4",Wed,Phoenix,Home,26,16,42,26.83,200.9,90,88,178
Cavs,"Fri, Jan 6",Fri,Denver,Away,25,15,40,26.83,200.9,121,108,229
Cavs,"Sun, Jan 8",Sun,Phoenix,Away,26,15,41,26.83,200.9,112,98,210
Cavs,"Tue, Jan 10",Tue,Utah,Away,26,16,42,26.83,200.9,116,114,230
Mavericks,"Wed, Oct 19",Wed,Phoenix,Away,0,1,1,27.89,201.8,107,105,212
Mavericks,"Sat, Oct 22",Sat,Memphis,Home,1,1,2,27.89,201.8,137,96,233
Mavericks,"Tue, Oct 25",Tue,New Orleans,Away,1,2,3,27.89,201.8,113,111,224
Mavericks,"Thu, Oct 27",Thu,Brooklyn,Away,2,2,4,27.89,201.8,129,125,254
Mavericks,"Sat, Oct 29",Sat,Oklahoma City,Home,2,3,5,27.89,201.8,117,111,228
Mavericks,"Sun, Oct 30",Sun,Orlando,Home,3,3,6,27.89,201.8,114,105,219
Mavericks,"Wed, Nov 2",Wed,Utah,Home,4,3,7,27.89,201.8,103,100,203
Mavericks,"Fri, Nov 4",Fri,Toronto,Home,5,3,8,27.89,201.8,111,110,221
Mavericks,"Mon, Nov 7",Mon,Brooklyn,Home,6,3,9,27.89,201.8,96,94,190
Mavericks,"Wed, Nov 9",Wed,Orlando,Away,6,4,10,27.89,201.8,94,87,181
Mavericks,"Thu, Nov 10",Thu,Washington,Away,6,5,11,27.89,201.8,113,105,218
Mavericks,"Sat, Nov 12",Sat,Portland,Home,7,5,12,27.89,201.8,117,112,229
Mavericks,"Tue, Nov 15",Tue,A,Home,8,5,13,27.89,201.8,103,101,204
Mavericks,"Wed, Nov 16",Wed,Houston,Home,8,6,14,27.89,201.8,101,92,193
Mavericks,"Fri, Nov 18",Fri,Denver,Home,9,6,15,27.89,201.8,127,99,226
Mavericks,"Sun, Nov 20",Sun,Denver,Home,9,7,16,27.89,201.8,98,97,195
Mavericks,"Wed, Nov 23",Wed,Boston,Away,9,8,17,27.89,201.8,125,112,237
Mavericks,"Sat, Nov 26",Sat,Toronto,Away,9,9,18,27.89,201.8,105,100,205
Mavericks,"Sun, Nov 27",Sun,Milwaukee,Away,9,10,19,27.89,201.8,124,115,239
Mavericks,"Tue, Nov 29",Tue,Golden State,Home,10,10,20,27.89,201.8,116,113,229
Mavericks,"Thu, Dec 1",Thu,Detroit,Away,10,11,21,27.89,201.8,131,125,256
Mavericks,"Sat, Dec 3",Sat,New York,Away,11,11,22,27.89,201.8,121,100,221
Mavericks,"Mon, Dec 5",Mon,Phoenix,Home,12,11,23,27.89,201.8,130,111,241
Mavericks,"Tue, Dec 6",Tue,Denver,Away,13,11,24,27.89,201.8,116,115,231
Mavericks,"Fri, Dec 9",Fri,Milwaukee,Home,13,12,25,27.89,201.8,106,105,211
Mavericks,"Sat, Dec 10",Sat,Chicago,Away,13,13,26,27.89,201.8,144,115,259
Mavericks,"Mon, Dec 12",Mon,Oklahoma City,Home,14,13,27,27.89,201.8,121,114,235
Mavericks,"Wed, Dec 14",Wed,Cleveland,Home,14,14,28,27.89,201.8,105,90,195
Mavericks,"Fri, Dec 16",Fri,Portland,Home,15,14,29,27.89,201.8,130,110,240
Mavericks,"Sat, Dec 17",Sat,Cleveland,Away,15,15,30,27.89,201.8,100,99,199
Mavericks,"Mon, Dec 19",Mon,Minnesota,Away,15,16,31,27.89,201.8,116,106,222
Mavericks,"Wed, Dec 21",Wed,Minnesota,Away,16,16,32,27.89,201.8,104,99,203
Mavericks,"Fri, Dec 23",Fri,Houston,Away,17,16,33,27.89,201.8,112,106,218
Mavericks,"Sun, Dec 25",Sun,Los Angeles,Home,18,16,34,27.89,201.8,124,115,239
Mavericks,"Tue, Dec 27",Tue,New York,Home,19,16,35,27.89,201.8,126,121,247
Mavericks,"Thu, Dec 29",Thu,Houston,Home,20,16,36,27.89,201.8,129,114,243
Mavericks,"Sat, Dec 31",Sat,San Antonio,Away,21,16,37,27.89,201.8,126,125,251
Mavericks,"Mon, Jan 2",Mon,Houston,Away,22,16,38,27.89,201.8,111,106,217
Mavericks,"Thu, Jan 5",Thu,Boston,Home,22,17,39,27.89,201.8,124,95,219
