Team,Date,Day of Week,Opponent,Home/Away,Wins,Losses,Total Games Played,Average Age of Team,Average Height (cm),Team Points,Opponent Points,Total Points
Spurs,"Mon, Nov 14",Mon,Golden State,Away,6,8,14,23.84,201,132,95,227
Spurs,"Tue, Nov 15",Tue,Portland,Away,6,9,15,23.84,201,117,110,227
Spurs,"Thu, Nov 17",Thu,Sacramento,Away,6,10,16,23.84,201,130,112,242
Spurs,"Sat, Nov 19",Sat,A,Away,6,11,17,23.84,201,119,97,216
Spurs,"Sun, Nov 20",Sun,Los Angeles,Away,6,12,18,23.84,201,123,92,215
Spurs,"Wed, Nov 23",Wed,New Orleans,Home,6,13,19,23.84,201,129,110,239
Spurs,"Fri, Nov 25",Fri,Los Angeles,Home,6,14,20,23.84,201,105,94,199
Spurs,"Sat, Nov 26",Sat,Los Angeles,Home,6,15,21,23.84,201,143,138,281
Spurs,"Wed, Nov 30",Wed,Oklahoma City,Away,6,16,22,23.84,201,119,111,230
Spurs,"Fri, Dec 2",Fri,New Orleans,Home,6,17,23,23.84,201,117,99,216
Spurs,"Sun, Dec 4",Sun,Phoenix,Home,6,18,24,23.84,201,133,95,228
Spurs,"Thu, Dec 8",Thu,Houston,Home,7,18,25,23.84,201,118,109,227
Spurs,"Sat, Dec 10",Sat,Miami,Away,8,18,26,23.84,201,115,111,226
Spurs,"Mon, Dec 12",Mon,Cleveland,Home,9,18,27,23.84,201,112,111,223
Spurs,"Wed, Dec 14",Wed,Portland,Home,9,19,28,23.84,201,128,112,240
Spurs,"Sat, Dec 17",Sat,Miami,Home,9,20,29,23.84,201,111,101,212
Spurs,"Mon, Dec 19",Mon,Houston,Away,10,20,30,23.84,201,124,105,229
Spurs,"Thu, Dec 22",Thu,New Orleans,Away,10,21,31,23.84,201,126,117,243
Spurs,"Fri, Dec 23",Fri,Orlando,Away,10,22,32,23.84,201,133,113,246
Spurs,"Mon, Dec 26",Mon,Utah,Home,11,22,33,23.84,201,126,122,248
Spurs,"Tue, Dec 27",Tue,Oklahoma City,Away,11,23,34,23.84,201,130,114,244
Spurs,"Thu, Dec 29",Thu,New York,Home,12,23,35,23.84,201,122,115,237
Spurs,"Sat, Dec 31",Sat,Dallas,Home,12,24,36,23.84,201,126,125,251
Spurs,"Mon, Jan 2",Mon,Brooklyn,Away,12,25,37,23.84,201,139,103,242
Spurs,"Wed, Jan 4",Wed,New York,Away,12,26,38,23.84,201,117,114,231
Spurs,"Fri, Jan 6",Fri,Detroit,Home,13,26,39,23.84,201,121,109,230
Spurs,"Sat, Jan 7",Sat,Boston,Home,13,27,40,23.84,201,121,116,237
Spurs,"Mon, Jan 9",Mon,Memphis,Away,13,28,41,23.84,201,121,113,234
Spurs,"Wed, Jan 11",Wed,Memphis,Away,13,29,42,23.84,201,135,129,264
Raptors,"Wed, Oct 19",Wed,Cleveland,Home,1,0,1,25.88,199.6,108,105,213
Raptors,"Fri, Oct 21",Fri,Brooklyn,Away,1,1,2,25.88,199.6,109,105,214
Raptors,"Sat, Oct 22",Sat,Miami,Away,1,2,3,25.88,199.6,112,109,221
Raptors,"Mon, Oct 24",Mon,Miami,Away,2,2,4,25.88,199.6,98,90,188
Raptors,"Wed, Oct 26",Wed,Philadelphia,Home,3,2,5,25.88,199.6,119,109,228
Raptors,"Fri, Oct 28",Fri,Philadelphia,Home,3,3,6,25.88,199.6,112,90,202
Raptors,"Mon, Oct 31",Mon,Atlanta,Home,4,3,7,25.88,199.6,139,109,248
Raptors,"Wed, Nov 2",Wed,San Antonio,Away,5,3,8,25.88,199.6,143,100,243
Raptors,"Fri, Nov 4",Fri,Dallas,Away,5,4,9,25.88,199.6,111,110,221
Raptors,"Sun, Nov 6",Sun,Chicago,Home,6,4,10,25.88,199.6,113,104,217
Raptors,"Mon, Nov 7",Mon,Chicago,Away,6,5,11,25.88,199.6,111,97,208
Raptors,"Wed, Nov 9",Wed,Houston,Home,7,5,12,25.88,199.6,116,109,225
Raptors,"Fri, Nov 11",Fri,Oklahoma City,Away,7,6,13,25.88,199.6,132,113,245
Raptors,"Sat, Nov 12",Sat,Indiana,Away,7,7,14,25.88,199.6,118,104,222
Raptors,"Mon, Nov 14",Mon,Detroit,Away,8,7,15,25.88,199.6,115,111,226
Raptors,"Wed, Nov 16",Wed,Miami,Home,9,7,16,25.88,199.6,112,104,216
Raptors,"Sat, Nov 19",Sat,Atlanta,Away,9,8,17,25.88,199.6,124,122,246
Raptors,"Wed, Nov 23",Wed,Brooklyn,Home,9,9,18,25.88,199.6,112,98,210
Raptors,"Sat, Nov 26",Sat,Dallas,Home,10,9,19,25.88,199.6,105,100,205
Raptors,"Mon, Nov 28",Mon,Cleveland,Home,11,9,20,25.88,199.6,100,88,188
Raptors,"Wed, Nov 30",Wed,New Orleans,Away,11,10,21,25.88,199.6,126,108,234
Raptors,"Fri, Dec 2",Fri,Brooklyn,Away,11,11,22,25.88,199.6,114,105,219
Raptors,"Sat, Dec 3",Sat,Orlando,Home,12,11,23,25.88,199.6,121,108,229
Raptors,"Mon, Dec 5",Mon,Boston,Home,12,12,24,25.88,199.6,116,110,226
Raptors,"Wed, Dec 7",Wed,Los Angeles,Home,13,12,25,25.88,199.6,126,113,239
Raptors,"Fri, Dec 9",Fri,Orlando,Away,13,13,26,25.88,199.6,113,109,222
Raptors,"Sun, Dec 11",Sun,Orlando,Away,13,14,27,25.88,199.6,111,99,210
Raptors,"Wed, Dec 14",Wed,Sacramento,Home,13,15,28,25.88,199.6,124,123,247
Raptors,"Fri, Dec 16",Fri,Brooklyn,Home,13,16,29,25.88,199.6,119,116,235
Raptors,"Sun, Dec 18",Sun,Golden State,Home,13,17,30,25.88,199.6,126,110,236
Raptors,"Mon, Dec 19",Mon,Philadelphia,Away,13,18,31,25.88,199.6,104,101,205
Raptors,"Wed, Dec 21",Wed,New York,Away,14,18,32,25.88,199.6,113,106,219
Raptors,"Fri, Dec 23",Fri,Cleveland,Away,15,18,33,25.88,199.6,118,107,225
Raptors,"Tue, Dec 27",Tue,A,Home,15,19,34,25.88,199.6,124,113,237
Raptors,"Thu, Dec 29",Thu,Memphis,Home,15,20,35,25.88,199.6,119,106,225
Raptors,"Fri, Dec 30",Fri,Phoenix,Home,16,20,36,25.88,199.6,113,104,217
Raptors,"Mon, Jan 2",Mon,Indiana,Away,16,21,37,25.88,199.6,122,114,236
Raptors,"Wed, Jan 4",Wed,Milwaukee,Home,16,22,38,25.88,199.6,104,101,205
Raptors,"Fri, Jan 6",Fri,New York,Home,16,23,39,25.88,199.6,112,108,220
Raptors,"Sun, Jan 8",Sun,Portland,Home,17,23,40,25.88,199.6,117,105,222
Raptors,"Tue, Jan 10",Tue,Charlotte,Home,18,23,41,25.88,199.6,132,120,252
Jazz,"Wed, Oct 19",Wed,Denver,Home,1,0,1,25.86,197.4,123,102,225
Jazz,"Fri, Oct 21",Fri,Minnesota,Away,2,0,2,25.86,197.4,132,126,258
Jazz,"Sun, Oct 23",Sun,New Orleans,Away,3,0,3,25.86,197.4,122,121,243
Jazz,"Mon, Oct 24",Mon,Houston,Away,3,1,4,25.86,197.4,114,108,222
Jazz,"Wed, Oct 26",Wed,Houston,Home,4,1,5,25.86,197.4,109,101,210
Jazz,"Fri, Oct 28",Fri,Denver,Away,4,2,6,25.86,197.4,117,101,218
Jazz,"Sat, Oct 29",Sat,Memphis,Home,5,2,7,25.86,197.4,124,123,247
Jazz,"Mon, Oct 31",Mon,Memphis,Home,6,2,8,25.86,197.4,121,105,226
Jazz,"Wed, Nov 2",Wed,Dallas,Away,6,3,9,25.86,197.4,103,100,203
Jazz,"Fri, Nov 4",Fri,Los Angeles,Away,7,3,10,25.86,197.4,130,116,246
Jazz,"Sun, Nov 6",Sun,A,Away,8,3,11,25.86,197.4,110,102,212
Jazz,"Mon, Nov 7",Mon,Los Angeles,Home,9,3,12,25.86,197.4,139,116,255
Jazz,"Wed, Nov 9",Wed,Atlanta,Away,10,3,13,25.86,197.4,125,119,244
Jazz,"Sat, Nov 12",Sat,Washington,Away,10,4,14,25.86,197.4,121,112,233
Jazz,"Sun, Nov 13",Sun,Philadelphia,Away,10,5,15,25.86,197.4,105,98,203
Jazz,"Tue, Nov 15",Tue,New York,Home,10,6,16,25.86,197.4,118,111,229
Jazz,"Fri, Nov 18",Fri,Phoenix,Home,11,6,17,25.86,197.4,134,133,267
Jazz,"Sat, Nov 19",Sat,Portland,Away,12,6,18,25.86,197.4,118,113,231
Jazz,"Mon, Nov 21",Mon,A,Away,12,7,19,25.86,197.4,121,114,235
Jazz,"Wed, Nov 23",Wed,Detroit,Home,12,8,20,25.86,197.4,125,116,241
Jazz,"Fri, Nov 25",Fri,Golden State,Away,12,9,21,25.86,197.4,129,118,247
Jazz,"Sat, Nov 26",Sat,Phoenix,Away,12,10,22,25.86,197.4,113,112,225
Jazz,"Mon, Nov 28",Mon,Chicago,Home,12,11,23,25.86,197.4,114,107,221
Jazz,"Wed, Nov 30",Wed,A,Home,13,11,24,25.86,197.4,125,112,237
Jazz,"Fri, Dec 2",Fri,Indiana,Home,14,11,25,25.86,197.4,139,119,258
Jazz,"Sat, Dec 3",Sat,Portland,Home,14,12,26,25.86,197.4,116,111,227
Jazz,"Wed, Dec 7",Wed,Golden State,Home,15,12,27,25.86,197.4,124,123,247
Jazz,"Fri, Dec 9",Fri,Minnesota,Home,15,13,28,25.86,197.4,118,108,226
Jazz,"Sat, Dec 10",Sat,Denver,Away,15,14,29,25.86,197.4,115,110,225
Jazz,"Tue, Dec 13",Tue,New Orleans,Home,16,14,30,25.86,197.4,121,100,221
Jazz,"Thu, Dec 15",Thu,New Orleans,Home,17,14,31,25.86,197.4,132,129,261
Jazz,"Sat, Dec 17",Sat,Milwaukee,Away,17,15,32,25.86,197.4,123,97,220
Jazz,"Mon, Dec 19",Mon,Cleveland,Away,17,16,33,25.86,197.4,122,99,221
Jazz,"Tue, Dec 20",Tue,Detroit,Away,18,16,34,25.86,197.4,126,111,237
Jazz,"Thu, Dec 22",Thu,Washington,Home,19,16,35,25.86,197.4,120,112,232
Jazz,"Mon, Dec 26",Mon,San Antonio,Away,19,17,36,25.86,197.4,126,122,248
Jazz,"Wed, Dec 28",Wed,Golden State,Away,19,18,37,25.86,197.4,112,107,219
Jazz,"Fri, Dec 30",Fri,Sacramento,Away,19,19,38,25.86,197.4,126,125,251
Jazz,"Sat, Dec 31",Sat,Miami,Home,19,20,39,25.86,197.4,126,123,249
Jazz,"Tue, Jan 3",Tue,Sacramento,Home,19,21,40,25.86,197.4,117,115,232
Jazz,"Thu, Jan 5",Thu,Houston,Away,20,21,41,25.86,197.4,131,114,245
Jazz,"Sat, Jan 7",Sat,Chicago,Away,20,22,42,25.86,197.4,126,118,244
Jazz,"Sun, Jan 8",Sun,Memphis,Away,20,23,43,25.86,197.4,123,118,241
Jazz,"Tue, Jan 10",Tue,Cleveland,Home,21,23,44,25.86,197.4,116,114,230
Wizards,"Wed, Oct 19",Wed,Indiana,Away,1,0,1,26.26,202.4,114,107,221
Wizards,"Fri, Oct 21",Fri,Chicago,Home,2,0,2,26.26,202.4,102,100,202
Wizards,"Sun, Oct 23",Sun,Cleveland,Away,2,1,3,26.26,202.4,117,107,224
Wizards,"Tue, Oct 25",Tue,Detroit,Home,3,1,4,26.26,202.4,120,99,219
Wizards,"Fri, Oct 28",Fri,Indiana,Home,3,2,5,26.26,202.4,127,117,244
Wizards,"Sun, Oct 30",Sun,Boston,Away,3,3,6,26.26,202.4,112,94,206
Wizards,"Mon, Oct 31",Mon,Philadelphia,Home,3,4,7,26.26,202.4,118,111,229
Wizards,"Wed, Nov 2",Wed,Philadelphia,Away,4,4,8,26.26,202.4,121,111,232
Wizards,"Fri, Nov 4",Fri,Brooklyn,Home,4,5,9,26.26,202.4,128,86,214
Wizards,"Sun, Nov 6",Sun,Memphis,Away,4,6,10,26.26,202.4,103,97,200
Wizards,"Mon, Nov 7",Mon,Charlotte,Away,5,6,11,26.26,202.4,108,100,208
Wizards,"Thu, Nov 10",Thu,Dallas,Home,6,6,12,26.26,202.4,113,105,218
Wizards,"Sat, Nov 12",Sat,Utah,Home,7,6,13,26.26,202.4,121,112,233
Wizards,"Sun, Nov 13",Sun,Memphis,Home,8,6,14,26.26,202.4,102,92,194
Wizards,"Wed, Nov 16",Wed,Oklahoma City,Home,8,7,15,26.26,202.4,121,120,241
Wizards,"Fri, Nov 18",Fri,Miami,Home,9,7,16,26.26,202.4,107,106,213
Wizards,"Sun, Nov 20",Sun,Charlotte,Home,10,7,17,26.26,202.4,106,102,208
Wizards,"Wed, Nov 23",Wed,Miami,Away,10,8,18,26.26,202.4,113,105,218
Wizards,"Fri, Nov 25",Fri,Miami,Away,10,9,19,26.26,202.4,110,107,217
Wizards,"Sun, Nov 27",Sun,Boston,Away,10,10,20,26.26,202.4,130,121,251
Wizards,"Mon, Nov 28",Mon,Minnesota,Home,11,10,21,26.26,202.4,142,127,269
Wizards,"Wed, Nov 30",Wed,Brooklyn,Away,11,11,22,26.26,202.4,113,107,220
Wizards,"Fri, Dec 2",Fri,Charlotte,Away,11,12,23,26.26,202.4,117,116,233
Wizards,"Sun, Dec 4",Sun,Los Angeles,Home,11,13,24,26.26,202.4,130,119,249
Wizards,"Wed, Dec 7",Wed,Chicago,Away,11,14,25,26.26,202.4,115,111,226
Wizards,"Fri, Dec 9",Fri,Indiana,Away,11,15,26,26.26,202.4,121,111,232
Wizards,"Sat, Dec 10",Sat,A,Home,11,16,27,26.26,202.4,114,107,221
Wizards,"Mon, Dec 12",Mon,Brooklyn,Home,11,17,28,26.26,202.4,112,100,212
Wizards,"Wed, Dec 14",Wed,Denver,Away,11,18,29,26.26,202.4,141,128,269
Wizards,"Sat, Dec 17",Sat,A,Away,11,19,30,26.26,202.4,102,93,195
Wizards,"Sun, Dec 18",Sun,Los Angeles,Away,11,20,31,26.26,202.4,119,117,236
Wizards,"Tue, Dec 20",Tue,Phoenix,Away,12,20,32,26.26,202.4,113,110,223
Wizards,"Thu, Dec 22",Thu,Utah,Away,12,21,33,26.26,202.4,120,112,232
Wizards,"Fri, Dec 23",Fri,Sacramento,Away,13,21,34,26.26,202.4,125,111,236
Wizards,"Tue, Dec 27",Tue,Philadelphia,Home,14,21,35,26.26,202.4,116,111,227
Wizards,"Wed, Dec 28",Wed,Phoenix,Home,15,21,36,26.26,202.4,127,102,229
Wizards,"Fri, Dec 30",Fri,Orlando,Away,16,21,37,26.26,202.4,119,100,219
Wizards,"Sun, Jan 1",Sun,Milwaukee,Away,17,21,38,26.26,202.4,118,95,213
Wizards,"Tue, Jan 3",Tue,Milwaukee,Away,17,22,39,26.26,202.4,123,113,236
Wizards,"Fri, Jan 6",Fri,Oklahoma City,Away,17,23,40,26.26,202.4,127,110,237
Wizards,"Mon, Jan 9",Mon,New Orleans,Home,17,24,41,26.26,202.4,132,112,244
Wizards,"Wed, Jan 11",Wed,Chicago,Home,18,24,42,26.26,202.4,100,97,197
