Date,Revenue,Day of Week,Day of Month,Month,Year,One_Day_Prior_Revenue,Two_Days_Prior_Revenue,Three_Days_Prior_Revenue,Four_Days_Prior_Revenue,Five_Days_Prior_Revenue,Six_Days_Prior_Revenue,Seven_Days_Prior_Revenue,Seven_Days_Prior_Summed_Revenue
12/4/2020,7675.41,Friday,4,12,2020,3086.87,2116.58,3360.86,1129.74,2209.27,2378.71,2341.31,16623.34
12/5/2020,12899.43,Saturday,5,12,2020,7675.41,3086.87,2116.58,3360.86,1129.74,2209.27,2378.71,21957.44
12/6/2020,2967.84,Sunday,6,12,2020,12899.43,7675.41,3086.87,2116.58,3360.86,1129.74,2209.27,32478.16
12/7/2020,3179,Monday,7,12,2020,2967.84,12899.43,7675.41,3086.87,2116.58,3360.86,1129.74,33236.73
12/8/2020,3979.26,Tuesday,8,12,2020,3179,2967.84,12899.43,7675.41,3086.87,2116.58,3360.86,35285.99
12/9/2020,3031.58,Wednesday,9,12,2020,3979.26,3179,2967.84,12899.43,7675.41,3086.87,2116.58,35904.39
12/10/2020,6329.48,Thursday,10,12,2020,3031.58,3979.26,3179,2967.84,12899.43,7675.41,3086.87,36819.39
12/11/2020,9430.99,Friday,11,12,2020,6329.48,3031.58,3979.26,3179,2967.84,12899.43,7675.41,40062
12/12/2020,5023.13,Saturday,12,12,2020,9430.99,6329.48,3031.58,3979.26,3179,2967.84,12899.43,41817.58
12/13/2020,2363.47,Sunday,13,12,2020,5023.13,9430.99,6329.48,3031.58,3979.26,3179,2967.84,33941.28
12/14/2020,1587.7,Monday,14,12,2020,2363.47,5023.13,9430.99,6329.48,3031.58,3979.26,3179,33336.91
12/15/2020,3687.01,Tuesday,15,12,2020,1587.7,2363.47,5023.13,9430.99,6329.48,3031.58,3979.26,31745.61
12/16/2020,3133.62,Wednesday,16,12,2020,3687.01,1587.7,2363.47,5023.13,9430.99,6329.48,3031.58,31453.36
12/17/2020,3198.73,Thursday,17,12,2020,3133.62,3687.01,1587.7,2363.47,5023.13,9430.99,6329.48,31555.4
12/18/2020,5341.88,Friday,18,12,2020,3198.73,3133.62,3687.01,1587.7,2363.47,5023.13,9430.99,28424.65
12/19/2020,4506.37,Saturday,19,12,2020,5341.88,3198.73,3133.62,3687.01,1587.7,2363.47,5023.13,24335.54
12/20/2020,2504.54,Sunday,20,12,2020,4506.37,5341.88,3198.73,3133.62,3687.01,1587.7,2363.47,23818.78
12/21/2020,1088.01,Monday,21,12,2020,2504.54,4506.37,5341.88,3198.73,3133.62,3687.01,1587.7,23959.85
12/22/2020,2743.52,Tuesday,22,12,2020,1088.01,2504.54,4506.37,5341.88,3198.73,3133.62,3687.01,23460.16
12/23/2020,1829.49,Wednesday,23,12,2020,2743.52,1088.01,2504.54,4506.37,5341.88,3198.73,3133.62,22516.67
12/26/2020,3841.14,Saturday,26,12,2020,1829.49,2743.52,1088.01,2504.54,4506.37,5341.88,3198.73,21212.54
12/27/2020,2384.08,Sunday,27,12,2020,3841.14,1829.49,2743.52,1088.01,2504.54,4506.37,5341.88,21854.95
12/28/2020,1460.03,Monday,28,12,2020,2384.08,3841.14,1829.49,2743.52,1088.01,2504.54,4506.37,18897.15
12/29/2020,2764.03,Tuesday,29,12,2020,1460.03,2384.08,3841.14,1829.49,2743.52,1088.01,2504.54,15850.81
12/30/2020,4885.94,Wednesday,30,12,2020,2764.03,1460.03,2384.08,3841.14,1829.49,2743.52,1088.01,16110.3
12/31/2020,4295.2,Thursday,31,12,2020,4885.94,2764.03,1460.03,2384.08,3841.14,1829.49,2743.52,19908.23
1/1/2021,2494.96,Friday,1,1,2021,4295.2,4885.94,2764.03,1460.03,2384.08,3841.14,1829.49,21459.91
1/2/2021,2645.18,Saturday,2,1,2021,2494.96,4295.2,4885.94,2764.03,1460.03,2384.08,3841.14,22125.38
1/3/2021,1574.39,Sunday,3,1,2021,2645.18,2494.96,4295.2,4885.94,2764.03,1460.03,2384.08,20929.42
1/4/2021,1038.62,Monday,4,1,2021,1574.39,2645.18,2494.96,4295.2,4885.94,2764.03,1460.03,20119.73
1/5/2021,2443.25,Tuesday,5,1,2021,1038.62,1574.39,2645.18,2494.96,4295.2,4885.94,2764.03,19698.32
1/6/2021,1046.37,Wednesday,6,1,2021,2443.25,1038.62,1574.39,2645.18,2494.96,4295.2,4885.94,19377.54
1/7/2021,2094.53,Thursday,7,1,2021,1046.37,2443.25,1038.62,1574.39,2645.18,2494.96,4295.2,15537.97
1/8/2021,3964.62,Friday,8,1,2021,2094.53,1046.37,2443.25,1038.62,1574.39,2645.18,2494.96,13337.3
1/9/2021,3707.39,Saturday,9,1,2021,3964.62,2094.53,1046.37,2443.25,1038.62,1574.39,2645.18,14806.96
1/10/2021,3267.94,Sunday,10,1,2021,3707.39,3964.62,2094.53,1046.37,2443.25,1038.62,1574.39,15869.17
1/11/2021,1910.26,Monday,11,1,2021,3267.94,3707.39,3964.62,2094.53,1046.37,2443.25,1038.62,17562.72
1/12/2021,2638.58,Tuesday,12,1,2021,1910.26,3267.94,3707.39,3964.62,2094.53,1046.37,2443.25,18434.36
1/13/2021,1855.97,Wednesday,13,1,2021,2638.58,1910.26,3267.94,3707.39,3964.62,2094.53,1046.37,18629.69
1/14/2021,2756.29,Thursday,14,1,2021,1855.97,2638.58,1910.26,3267.94,3707.39,3964.62,2094.53,19439.29
1/15/2021,3944.86,Friday,15,1,2021,2756.29,1855.97,2638.58,1910.26,3267.94,3707.39,3964.62,20101.05
1/16/2021,6019.84,Saturday,16,1,2021,3944.86,2756.29,1855.97,2638.58,1910.26,3267.94,3707.39,20081.29
1/17/2021,4575.49,Sunday,17,1,2021,6019.84,3944.86,2756.29,1855.97,2638.58,1910.26,3267.94,22393.74
1/24/2021,0,Sunday,24,1,2021,4575.49,6019.84,3944.86,2756.29,1855.97,2638.58,1910.26,23701.29
1/26/2021,0,Tuesday,26,1,2021,0,4575.49,6019.84,3944.86,2756.29,1855.97,2638.58,21791.03
1/28/2021,954.55,Thursday,28,1,2021,0,0,4575.49,6019.84,3944.86,2756.29,1855.97,19152.45
2/3/2021,0,Wednesday,3,2,2021,954.55,0,0,4575.49,6019.84,3944.86,2756.29,18251.03
2/5/2021,0,Friday,5,2,2021,0,954.55,0,0,4575.49,6019.84,3944.86,15494.74
2/9/2021,3576.45,Tuesday,9,2,2021,0,0,954.55,0,0,4575.49,6019.84,11549.88
2/10/2021,1143.53,Wednesday,10,2,2021,3576.45,0,0,954.55,0,0,4575.49,9106.49
2/11/2021,3633.68,Thursday,11,2,2021,1143.53,3576.45,0,0,954.55,0,0,5674.53
2/12/2021,6119.02,Friday,12,2,2021,3633.68,1143.53,3576.45,0,0,954.55,0,9308.21
2/13/2021,5188.6,Saturday,13,2,2021,6119.02,3633.68,1143.53,3576.45,0,0,954.55,15427.23
2/16/2021,1345.27,Tuesday,16,2,2021,5188.6,6119.02,3633.68,1143.53,3576.45,0,0,19661.28
2/18/2021,3496.29,Thursday,18,2,2021,1345.27,5188.6,6119.02,3633.68,1143.53,3576.45,0,21006.55
2/19/2021,5854.86,Friday,19,2,2021,3496.29,1345.27,5188.6,6119.02,3633.68,1143.53,3576.45,24502.84
2/20/2021,7528.22,Saturday,20,2,2021,5854.86,3496.29,1345.27,5188.6,6119.02,3633.68,1143.53,26781.25
2/23/2021,3145.62,Tuesday,23,2,2021,7528.22,5854.86,3496.29,1345.27,5188.6,6119.02,3633.68,33165.94
2/24/2021,2095.57,Wednesday,24,2,2021,3145.62,7528.22,5854.86,3496.29,1345.27,5188.6,6119.02,32677.88
2/25/2021,4791.98,Thursday,25,2,2021,2095.57,3145.62,7528.22,5854.86,3496.29,1345.27,5188.6,28654.43
2/26/2021,6707.3,Friday,26,2,2021,4791.98,2095.57,3145.62,7528.22,5854.86,3496.29,1345.27,28257.81
2/27/2021,8001.91,Saturday,27,2,2021,6707.3,4791.98,2095.57,3145.62,7528.22,5854.86,3496.29,33619.84
3/1/2021,0,Monday,1,3,2021,8001.91,6707.3,4791.98,2095.57,3145.62,7528.22,5854.86,38125.46
3/2/2021,4758.1,Tuesday,2,3,2021,0,8001.91,6707.3,4791.98,2095.57,3145.62,7528.22,32270.6
3/3/2021,4351.81,Wednesday,3,3,2021,4758.1,0,8001.91,6707.3,4791.98,2095.57,3145.62,29500.48
3/4/2021,5350.71,Thursday,4,3,2021,4351.81,4758.1,0,8001.91,6707.3,4791.98,2095.57,30706.67
3/5/2021,8621.99,Friday,5,3,2021,5350.71,4351.81,4758.1,0,8001.91,6707.3,4791.98,33961.81
3/6/2021,10675.58,Saturday,6,3,2021,8621.99,5350.71,4351.81,4758.1,0,8001.91,6707.3,37791.82
3/8/2021,0,Monday,8,3,2021,10675.58,8621.99,5350.71,4351.81,4758.1,0,8001.91,41760.1
3/9/2021,4830.32,Tuesday,9,3,2021,0,10675.58,8621.99,5350.71,4351.81,4758.1,0,33758.19
3/10/2021,5276.38,Wednesday,10,3,2021,4830.32,0,10675.58,8621.99,5350.71,4351.81,4758.1,38588.51
3/11/2021,4718.43,Thursday,11,3,2021,5276.38,4830.32,0,10675.58,8621.99,5350.71,4351.81,39106.79
3/12/2021,6901.86,Friday,12,3,2021,4718.43,5276.38,4830.32,0,10675.58,8621.99,5350.71,39473.41
3/13/2021,8728.13,Saturday,13,3,2021,6901.86,4718.43,5276.38,4830.32,0,10675.58,8621.99,41024.56
3/15/2021,0,Monday,15,3,2021,8728.13,6901.86,4718.43,5276.38,4830.32,0,10675.58,41130.7
3/16/2021,5743.58,Tuesday,16,3,2021,0,8728.13,6901.86,4718.43,5276.38,4830.32,0,30455.12
3/17/2021,3915.1,Wednesday,17,3,2021,5743.58,0,8728.13,6901.86,4718.43,5276.38,4830.32,36198.7
3/18/2021,5423.96,Thursday,18,3,2021,3915.1,5743.58,0,8728.13,6901.86,4718.43,5276.38,35283.48
3/19/2021,8760.75,Friday,19,3,2021,5423.96,3915.1,5743.58,0,8728.13,6901.86,4718.43,35431.06
3/20/2021,10155.96,Saturday,20,3,2021,8760.75,5423.96,3915.1,5743.58,0,8728.13,6901.86,39473.38
3/22/2021,0,Monday,22,3,2021,10155.96,8760.75,5423.96,3915.1,5743.58,0,8728.13,42727.48
3/23/2021,5519.1,Tuesday,23,3,2021,0,10155.96,8760.75,5423.96,3915.1,5743.58,0,33999.35
3/24/2021,3352.33,Wednesday,24,3,2021,5519.1,0,10155.96,8760.75,5423.96,3915.1,5743.58,39518.45
3/25/2021,5451.07,Thursday,25,3,2021,3352.33,5519.1,0,10155.96,8760.75,5423.96,3915.1,37127.2
3/26/2021,10973.21,Friday,26,3,2021,5451.07,3352.33,5519.1,0,10155.96,8760.75,5423.96,38663.17
3/27/2021,12320.68,Saturday,27,3,2021,10973.21,5451.07,3352.33,5519.1,0,10155.96,8760.75,44212.42
3/29/2021,0,Monday,29,3,2021,12320.68,10973.21,5451.07,3352.33,5519.1,0,10155.96,47772.35
3/30/2021,6226.03,Tuesday,30,3,2021,0,12320.68,10973.21,5451.07,3352.33,5519.1,0,37616.39
3/31/2021,3666.56,Wednesday,31,3,2021,6226.03,0,12320.68,10973.21,5451.07,3352.33,5519.1,43842.42
4/1/2021,6912.7,Thursday,1,4,2021,3666.56,6226.03,0,12320.68,10973.21,5451.07,3352.33,41989.88
4/2/2021,10537.09,Friday,2,4,2021,6912.7,3666.56,6226.03,0,12320.68,10973.21,5451.07,45550.25
4/3/2021,6820.47,Saturday,3,4,2021,10537.09,6912.7,3666.56,6226.03,0,12320.68,10973.21,50636.27
4/6/2021,6430.81,Tuesday,6,4,2021,6820.47,10537.09,6912.7,3666.56,6226.03,0,12320.68,46483.53
4/7/2021,3512.54,Wednesday,7,4,2021,6430.81,6820.47,10537.09,6912.7,3666.56,6226.03,0,40593.66
4/8/2021,6294.73,Thursday,8,4,2021,3512.54,6430.81,6820.47,10537.09,6912.7,3666.56,6226.03,44106.2
4/9/2021,10550.42,Friday,9,4,2021,6294.73,3512.54,6430.81,6820.47,10537.09,6912.7,3666.56,44174.9
4/10/2021,15096.72,Saturday,10,4,2021,10550.42,6294.73,3512.54,6430.81,6820.47,10537.09,6912.7,51058.76
4/13/2021,4959.63,Tuesday,13,4,2021,15096.72,10550.42,6294.73,3512.54,6430.81,6820.47,10537.09,59242.78
4/14/2021,4026.9,Wednesday,14,4,2021,4959.63,15096.72,10550.42,6294.73,3512.54,6430.81,6820.47,53665.32
4/15/2021,5088.29,Thursday,15,4,2021,4026.9,4959.63,15096.72,10550.42,6294.73,3512.54,6430.81,50871.75
4/16/2021,17619.42,Friday,16,4,2021,5088.29,4026.9,4959.63,15096.72,10550.42,6294.73,3512.54,49529.23
4/17/2021,24072.4,Saturday,17,4,2021,17619.42,5088.29,4026.9,4959.63,15096.72,10550.42,6294.73,63636.11
4/20/2021,9007,Tuesday,20,4,2021,24072.4,17619.42,5088.29,4026.9,4959.63,15096.72,10550.42,81413.78
4/21/2021,5370.16,Wednesday,21,4,2021,9007,24072.4,17619.42,5088.29,4026.9,4959.63,15096.72,79870.36
4/22/2021,4502.56,Thursday,22,4,2021,5370.16,9007,24072.4,17619.42,5088.29,4026.9,4959.63,70143.8
4/23/2021,8421.39,Friday,23,4,2021,4502.56,5370.16,9007,24072.4,17619.42,5088.29,4026.9,69686.73
4/24/2021,15393.63,Saturday,24,4,2021,8421.39,4502.56,5370.16,9007,24072.4,17619.42,5088.29,74081.22
4/27/2021,4471.35,Tuesday,27,4,2021,15393.63,8421.39,4502.56,5370.16,9007,24072.4,17619.42,84386.56
4/28/2021,3815.49,Wednesday,28,4,2021,4471.35,15393.63,8421.39,4502.56,5370.16,9007,24072.4,71238.49
4/29/2021,7279.94,Thursday,29,4,2021,3815.49,4471.35,15393.63,8421.39,4502.56,5370.16,9007,50981.58
4/30/2021,12824.95,Friday,30,4,2021,7279.94,3815.49,4471.35,15393.63,8421.39,4502.56,5370.16,49254.52
5/1/2021,11907.86,Saturday,1,5,2021,12824.95,7279.94,3815.49,4471.35,15393.63,8421.39,4502.56,56709.31
5/4/2021,6456.46,Tuesday,4,5,2021,11907.86,12824.95,7279.94,3815.49,4471.35,15393.63,8421.39,64114.61
5/5/2021,6708.62,Wednesday,5,5,2021,6456.46,11907.86,12824.95,7279.94,3815.49,4471.35,15393.63,62149.68
5/6/2021,8143,Thursday,6,5,2021,6708.62,6456.46,11907.86,12824.95,7279.94,3815.49,4471.35,53464.67
5/7/2021,10823.56,Friday,7,5,2021,8143,6708.62,6456.46,11907.86,12824.95,7279.94,3815.49,57136.32
5/8/2021,15177.39,Saturday,8,5,2021,10823.56,8143,6708.62,6456.46,11907.86,12824.95,7279.94,64144.39
5/11/2021,5381.79,Tuesday,11,5,2021,15177.39,10823.56,8143,6708.62,6456.46,11907.86,12824.95,72041.84
5/12/2021,6468.53,Wednesday,12,5,2021,5381.79,15177.39,10823.56,8143,6708.62,6456.46,11907.86,64598.68
5/13/2021,9314.52,Thursday,13,5,2021,6468.53,5381.79,15177.39,10823.56,8143,6708.62,6456.46,59159.35
5/14/2021,15657.82,Friday,14,5,2021,9314.52,6468.53,5381.79,15177.39,10823.56,8143,6708.62,62017.41
5/15/2021,22859.06,Saturday,15,5,2021,15657.82,9314.52,6468.53,5381.79,15177.39,10823.56,8143,70966.61
5/16/2021,5992.1,Sunday,16,5,2021,22859.06,15657.82,9314.52,6468.53,5381.79,15177.39,10823.56,85682.67
5/18/2021,6380.89,Tuesday,18,5,2021,5992.1,22859.06,15657.82,9314.52,6468.53,5381.79,15177.39,80851.21
5/19/2021,3652.36,Wednesday,19,5,2021,6380.89,5992.1,22859.06,15657.82,9314.52,6468.53,5381.79,72054.71
5/20/2021,5276.86,Thursday,20,5,2021,3652.36,6380.89,5992.1,22859.06,15657.82,9314.52,6468.53,70325.28
5/21/2021,8031.82,Friday,21,5,2021,5276.86,3652.36,6380.89,5992.1,22859.06,15657.82,9314.52,69133.61
5/22/2021,8007.9,Saturday,22,5,2021,8031.82,5276.86,3652.36,6380.89,5992.1,22859.06,15657.82,67850.91
5/25/2021,3385.11,Tuesday,25,5,2021,8007.9,8031.82,5276.86,3652.36,6380.89,5992.1,22859.06,60200.99
5/26/2021,4132.35,Wednesday,26,5,2021,3385.11,8007.9,8031.82,5276.86,3652.36,6380.89,5992.1,40727.04
5/27/2021,2215.26,Thursday,27,5,2021,4132.35,3385.11,8007.9,8031.82,5276.86,3652.36,6380.89,38867.29
5/28/2021,10857.9,Friday,28,5,2021,2215.26,4132.35,3385.11,8007.9,8031.82,5276.86,3652.36,34701.66
5/29/2021,8496.2,Saturday,29,5,2021,10857.9,2215.26,4132.35,3385.11,8007.9,8031.82,5276.86,41907.2
6/1/2021,4986.74,Tuesday,1,6,2021,8496.2,10857.9,2215.26,4132.35,3385.11,8007.9,8031.82,45126.54
6/2/2021,3520.51,Wednesday,2,6,2021,4986.74,8496.2,10857.9,2215.26,4132.35,3385.11,8007.9,42081.46
6/3/2021,5850.75,Thursday,3,6,2021,3520.51,4986.74,8496.2,10857.9,2215.26,4132.35,3385.11,37594.07
6/4/2021,9334.9,Friday,4,6,2021,5850.75,3520.51,4986.74,8496.2,10857.9,2215.26,4132.35,40059.71
6/5/2021,7444.82,Saturday,5,6,2021,9334.9,5850.75,3520.51,4986.74,8496.2,10857.9,2215.26,45262.26
6/8/2021,4804.77,Tuesday,8,6,2021,7444.82,9334.9,5850.75,3520.51,4986.74,8496.2,10857.9,50491.82
6/9/2021,2817.84,Wednesday,9,6,2021,4804.77,7444.82,9334.9,5850.75,3520.51,4986.74,8496.2,44438.69
6/10/2021,4718.56,Thursday,10,6,2021,2817.84,4804.77,7444.82,9334.9,5850.75,3520.51,4986.74,38760.33
6/11/2021,7302.87,Friday,11,6,2021,4718.56,2817.84,4804.77,7444.82,9334.9,5850.75,3520.51,38492.15
6/12/2021,8231.68,Saturday,12,6,2021,7302.87,4718.56,2817.84,4804.77,7444.82,9334.9,5850.75,42274.51
6/14/2021,0,Monday,14,6,2021,8231.68,7302.87,4718.56,2817.84,4804.77,7444.82,9334.9,44655.44
6/15/2021,4456.15,Tuesday,15,6,2021,0,8231.68,7302.87,4718.56,2817.84,4804.77,7444.82,35320.54
6/16/2021,4836.12,Wednesday,16,6,2021,4456.15,0,8231.68,7302.87,4718.56,2817.84,4804.77,32331.87
6/17/2021,3678.02,Thursday,17,6,2021,4836.12,4456.15,0,8231.68,7302.87,4718.56,2817.84,32363.22
6/18/2021,6728.86,Friday,18,6,2021,3678.02,4836.12,4456.15,0,8231.68,7302.87,4718.56,33223.4
6/19/2021,14912.94,Saturday,19,6,2021,6728.86,3678.02,4836.12,4456.15,0,8231.68,7302.87,35233.7
6/21/2021,196.21,Monday,21,6,2021,14912.94,6728.86,3678.02,4836.12,4456.15,0,8231.68,42843.77
6/22/2021,5363.52,Tuesday,22,6,2021,196.21,14912.94,6728.86,3678.02,4836.12,4456.15,0,34808.3
6/23/2021,3739.54,Wednesday,23,6,2021,5363.52,196.21,14912.94,6728.86,3678.02,4836.12,4456.15,40171.82
6/24/2021,4368.97,Thursday,24,6,2021,3739.54,5363.52,196.21,14912.94,6728.86,3678.02,4836.12,39455.21
6/25/2021,8521.07,Friday,25,6,2021,4368.97,3739.54,5363.52,196.21,14912.94,6728.86,3678.02,38988.06
6/26/2021,7772.63,Saturday,26,6,2021,8521.07,4368.97,3739.54,5363.52,196.21,14912.94,6728.86,43831.11
6/27/2021,0,Sunday,27,6,2021,7772.63,8521.07,4368.97,3739.54,5363.52,196.21,14912.94,44874.88
6/29/2021,3886.14,Tuesday,29,6,2021,0,7772.63,8521.07,4368.97,3739.54,5363.52,196.21,29961.94
6/30/2021,4748.36,Wednesday,30,6,2021,3886.14,0,7772.63,8521.07,4368.97,3739.54,5363.52,33651.87
7/1/2021,3062.73,Thursday,1,7,2021,4748.36,3886.14,0,7772.63,8521.07,4368.97,3739.54,33036.71
7/2/2021,6042.26,Friday,2,7,2021,3062.73,4748.36,3886.14,0,7772.63,8521.07,4368.97,32359.9
7/3/2021,5192.03,Saturday,3,7,2021,6042.26,3062.73,4748.36,3886.14,0,7772.63,8521.07,34033.19
7/5/2021,0,Monday,5,7,2021,5192.03,6042.26,3062.73,4748.36,3886.14,0,7772.63,30704.15
7/6/2021,4736.57,Tuesday,6,7,2021,0,5192.03,6042.26,3062.73,4748.36,3886.14,0,22931.52
7/7/2021,2608.25,Wednesday,7,7,2021,4736.57,0,5192.03,6042.26,3062.73,4748.36,3886.14,27668.09
7/8/2021,3801.23,Thursday,8,7,2021,2608.25,4736.57,0,5192.03,6042.26,3062.73,4748.36,26390.2
7/9/2021,8198.98,Friday,9,7,2021,3801.23,2608.25,4736.57,0,5192.03,6042.26,3062.73,25443.07
7/10/2021,8382.45,Saturday,10,7,2021,8198.98,3801.23,2608.25,4736.57,0,5192.03,6042.26,30579.32
7/11/2021,0,Sunday,11,7,2021,8382.45,8198.98,3801.23,2608.25,4736.57,0,5192.03,32919.51
7/13/2021,5371.2,Tuesday,13,7,2021,0,8382.45,8198.98,3801.23,2608.25,4736.57,0,27727.48
7/14/2021,4616.06,Wednesday,14,7,2021,5371.2,0,8382.45,8198.98,3801.23,2608.25,4736.57,33098.68
7/15/2021,4724.47,Thursday,15,7,2021,4616.06,5371.2,0,8382.45,8198.98,3801.23,2608.25,32978.17
7/16/2021,9094.29,Friday,16,7,2021,4724.47,4616.06,5371.2,0,8382.45,8198.98,3801.23,35094.39
7/17/2021,7241.87,Saturday,17,7,2021,9094.29,4724.47,4616.06,5371.2,0,8382.45,8198.98,40387.45
7/20/2021,4436.89,Tuesday,20,7,2021,7241.87,9094.29,4724.47,4616.06,5371.2,0,8382.45,39430.34
7/21/2021,3669.95,Wednesday,21,7,2021,4436.89,7241.87,9094.29,4724.47,4616.06,5371.2,0,35484.78
7/22/2021,4685.56,Thursday,22,7,2021,3669.95,4436.89,7241.87,9094.29,4724.47,4616.06,5371.2,39154.73
7/23/2021,10494.34,Friday,23,7,2021,4685.56,3669.95,4436.89,7241.87,9094.29,4724.47,4616.06,38469.09
7/24/2021,8960.29,Saturday,24,7,2021,10494.34,4685.56,3669.95,4436.89,7241.87,9094.29,4724.47,44347.37
7/27/2021,3354.25,Tuesday,27,7,2021,8960.29,10494.34,4685.56,3669.95,4436.89,7241.87,9094.29,48583.19
7/28/2021,2634.4,Wednesday,28,7,2021,3354.25,8960.29,10494.34,4685.56,3669.95,4436.89,7241.87,42843.15
7/29/2021,3054.57,Thursday,29,7,2021,2634.4,3354.25,8960.29,10494.34,4685.56,3669.95,4436.89,38235.68
7/30/2021,5578.65,Friday,30,7,2021,3054.57,2634.4,3354.25,8960.29,10494.34,4685.56,3669.95,36853.36
7/31/2021,5440.9,Saturday,31,7,2021,5578.65,3054.57,2634.4,3354.25,8960.29,10494.34,4685.56,38762.06
8/3/2021,3911.96,Tuesday,3,8,2021,5440.9,5578.65,3054.57,2634.4,3354.25,8960.29,10494.34,39517.4
8/4/2021,5085.64,Wednesday,4,8,2021,3911.96,5440.9,5578.65,3054.57,2634.4,3354.25,8960.29,32935.02
8/5/2021,5446.91,Thursday,5,8,2021,5085.64,3911.96,5440.9,5578.65,3054.57,2634.4,3354.25,29060.37
8/6/2021,8353.5,Friday,6,8,2021,5446.91,5085.64,3911.96,5440.9,5578.65,3054.57,2634.4,31153.03
8/7/2021,9523.43,Saturday,7,8,2021,8353.5,5446.91,5085.64,3911.96,5440.9,5578.65,3054.57,36872.13
8/10/2021,5867.82,Tuesday,10,8,2021,9523.43,8353.5,5446.91,5085.64,3911.96,5440.9,5578.65,43340.99
8/11/2021,7608.9,Wednesday,11,8,2021,5867.82,9523.43,8353.5,5446.91,5085.64,3911.96,5440.9,43630.16
8/12/2021,7703.34,Thursday,12,8,2021,7608.9,5867.82,9523.43,8353.5,5446.91,5085.64,3911.96,45798.16
8/13/2021,7955.66,Friday,13,8,2021,7703.34,7608.9,5867.82,9523.43,8353.5,5446.91,5085.64,49589.54
8/14/2021,9790.04,Saturday,14,8,2021,7955.66,7703.34,7608.9,5867.82,9523.43,8353.5,5446.91,52459.56
8/15/2021,0,Sunday,15,8,2021,9790.04,7955.66,7703.34,7608.9,5867.82,9523.43,8353.5,56802.69
8/17/2021,4231.08,Tuesday,17,8,2021,0,9790.04,7955.66,7703.34,7608.9,5867.82,9523.43,48449.19
8/18/2021,5005.8,Wednesday,18,8,2021,4231.08,0,9790.04,7955.66,7703.34,7608.9,5867.82,43156.84
8/19/2021,4418.81,Thursday,19,8,2021,5005.8,4231.08,0,9790.04,7955.66,7703.34,7608.9,42294.82
8/20/2021,6974.76,Friday,20,8,2021,4418.81,5005.8,4231.08,0,9790.04,7955.66,7703.34,39104.73
8/21/2021,8787.43,Saturday,21,8,2021,6974.76,4418.81,5005.8,4231.08,0,9790.04,7955.66,38376.15
8/22/2021,3689.84,Sunday,22,8,2021,8787.43,6974.76,4418.81,5005.8,4231.08,0,9790.04,39207.92
8/23/2021,0,Monday,23,8,2021,3689.84,8787.43,6974.76,4418.81,5005.8,4231.08,0,33107.72
8/24/2021,6551.15,Tuesday,24,8,2021,0,3689.84,8787.43,6974.76,4418.81,5005.8,4231.08,33107.72
8/25/2021,2798.1,Wednesday,25,8,2021,6551.15,0,3689.84,8787.43,6974.76,4418.81,5005.8,35427.79
8/26/2021,3175.43,Thursday,26,8,2021,2798.1,6551.15,0,3689.84,8787.43,6974.76,4418.81,33220.09
8/27/2021,9738.38,Friday,27,8,2021,3175.43,2798.1,6551.15,0,3689.84,8787.43,6974.76,31976.71
8/28/2021,10045.58,Saturday,28,8,2021,9738.38,3175.43,2798.1,6551.15,0,3689.84,8787.43,34740.33
8/31/2021,5433.75,Tuesday,31,8,2021,10045.58,9738.38,3175.43,2798.1,6551.15,0,3689.84,35998.48
9/1/2021,4275.76,Wednesday,1,9,2021,5433.75,10045.58,9738.38,3175.43,2798.1,6551.15,0,37742.39
9/2/2021,5762.76,Thursday,2,9,2021,4275.76,5433.75,10045.58,9738.38,3175.43,2798.1,6551.15,42018.15
9/3/2021,9734.92,Friday,3,9,2021,5762.76,4275.76,5433.75,10045.58,9738.38,3175.43,2798.1,41229.76
9/4/2021,12898.76,Saturday,4,9,2021,9734.92,5762.76,4275.76,5433.75,10045.58,9738.38,3175.43,48166.58
9/7/2021,3559.06,Tuesday,7,9,2021,12898.76,9734.92,5762.76,4275.76,5433.75,10045.58,9738.38,57889.91
9/8/2021,4030.55,Wednesday,8,9,2021,3559.06,12898.76,9734.92,5762.76,4275.76,5433.75,10045.58,51710.59
9/9/2021,4977.4,Thursday,9,9,2021,4030.55,3559.06,12898.76,9734.92,5762.76,4275.76,5433.75,45695.56
9/10/2021,10381.22,Friday,10,9,2021,4977.4,4030.55,3559.06,12898.76,9734.92,5762.76,4275.76,45239.21
9/11/2021,19960.96,Saturday,11,9,2021,10381.22,4977.4,4030.55,3559.06,12898.76,9734.92,5762.76,51344.67
9/14/2021,4902.16,Tuesday,14,9,2021,19960.96,10381.22,4977.4,4030.55,3559.06,12898.76,9734.92,65542.87
9/15/2021,3665.75,Wednesday,15,9,2021,4902.16,19960.96,10381.22,4977.4,4030.55,3559.06,12898.76,60710.11
9/16/2021,6437.4,Thursday,16,9,2021,3665.75,4902.16,19960.96,10381.22,4977.4,4030.55,3559.06,51477.1
9/17/2021,19392.9,Friday,17,9,2021,6437.4,3665.75,4902.16,19960.96,10381.22,4977.4,4030.55,54355.44
9/18/2021,31994.18,Saturday,18,9,2021,19392.9,6437.4,3665.75,4902.16,19960.96,10381.22,4977.4,69717.79
9/21/2021,4625.09,Tuesday,21,9,2021,31994.18,19392.9,6437.4,3665.75,4902.16,19960.96,10381.22,96734.57
