Date,Revenue,Day of Week,Day of Month,Month,Year,One_Day_Prior_Revenue,Two_Days_Prior_Revenue,Three_Days_Prior_Revenue,Four_Days_Prior_Revenue,Five_Days_Prior_Revenue,Six_Days_Prior_Revenue,Seven_Days_Prior_Revenue,Seven_Days_Prior_Summed_Revenue
7/13/2022,2320.68,Wednesday,13,7,2022,3627.11,5155.05,6609.93,3208.06,2658.66,2644.78,2690.96,26594.55
7/14/2022,2820.47,Thursday,14,7,2022,2320.68,3627.11,5155.05,6609.93,3208.06,2658.66,2644.78,26224.27
7/15/2022,6646.79,Friday,15,7,2022,2820.47,2320.68,3627.11,5155.05,6609.93,3208.06,2658.66,26399.96
7/16/2022,5470.02,Saturday,16,7,2022,6646.79,2820.47,2320.68,3627.11,5155.05,6609.93,3208.06,30388.09
7/19/2022,3642.48,Tuesday,19,7,2022,5470.02,6646.79,2820.47,2320.68,3627.11,5155.05,6609.93,32650.05
7/20/2022,2121.32,Wednesday,20,7,2022,3642.48,5470.02,6646.79,2820.47,2320.68,3627.11,5155.05,29682.6
7/21/2022,2380.4,Thursday,21,7,2022,2121.32,3642.48,5470.02,6646.79,2820.47,2320.68,3627.11,26648.87
7/22/2022,7312.98,Friday,22,7,2022,2380.4,2121.32,3642.48,5470.02,6646.79,2820.47,2320.68,25402.16
7/23/2022,5126.8,Saturday,23,7,2022,7312.98,2380.4,2121.32,3642.48,5470.02,6646.79,2820.47,30394.46
7/25/2022,0,Monday,25,7,2022,5126.8,7312.98,2380.4,2121.32,3642.48,5470.02,6646.79,32700.79
7/26/2022,3548.74,Tuesday,26,7,2022,0,5126.8,7312.98,2380.4,2121.32,3642.48,5470.02,26054
7/27/2022,1709.79,Wednesday,27,7,2022,3548.74,0,5126.8,7312.98,2380.4,2121.32,3642.48,24132.72
7/28/2022,2271.02,Thursday,28,7,2022,1709.79,3548.74,0,5126.8,7312.98,2380.4,2121.32,22200.03
7/29/2022,6294.96,Friday,29,7,2022,2271.02,1709.79,3548.74,0,5126.8,7312.98,2380.4,22349.73
7/30/2022,10733.58,Saturday,30,7,2022,6294.96,2271.02,1709.79,3548.74,0,5126.8,7312.98,26264.29
7/31/2022,8.7,Sunday,31,7,2022,10733.58,6294.96,2271.02,1709.79,3548.74,0,5126.8,29684.89
8/1/2022,0,Monday,1,8,2022,8.7,10733.58,6294.96,2271.02,1709.79,3548.74,0,24566.79
8/2/2022,4166.77,Tuesday,2,8,2022,0,8.7,10733.58,6294.96,2271.02,1709.79,3548.74,24566.79
8/3/2022,2961.1,Wednesday,3,8,2022,4166.77,0,8.7,10733.58,6294.96,2271.02,1709.79,25184.82
8/4/2022,3550.83,Thursday,4,8,2022,2961.1,4166.77,0,8.7,10733.58,6294.96,2271.02,26436.13
8/5/2022,6823.5,Friday,5,8,2022,3550.83,2961.1,4166.77,0,8.7,10733.58,6294.96,27715.94
8/6/2022,7575.67,Saturday,6,8,2022,6823.5,3550.83,2961.1,4166.77,0,8.7,10733.58,28244.48
8/7/2022,0,Sunday,7,8,2022,7575.67,6823.5,3550.83,2961.1,4166.77,0,8.7,25086.57
8/8/2022,198.82,Monday,8,8,2022,0,7575.67,6823.5,3550.83,2961.1,4166.77,0,25077.87
8/9/2022,4606.67,Tuesday,9,8,2022,198.82,0,7575.67,6823.5,3550.83,2961.1,4166.77,25276.69
8/10/2022,6469.09,Wednesday,10,8,2022,4606.67,198.82,0,7575.67,6823.5,3550.83,2961.1,25716.59
8/11/2022,4861.28,Thursday,11,8,2022,6469.09,4606.67,198.82,0,7575.67,6823.5,3550.83,29224.58
8/12/2022,8592.37,Friday,12,8,2022,4861.28,6469.09,4606.67,198.82,0,7575.67,6823.5,30535.03
8/13/2022,7759.49,Saturday,13,8,2022,8592.37,4861.28,6469.09,4606.67,198.82,0,7575.67,32303.9
8/16/2022,5933.66,Tuesday,16,8,2022,7759.49,8592.37,4861.28,6469.09,4606.67,198.82,0,32487.72
8/17/2022,5553.25,Wednesday,17,8,2022,5933.66,7759.49,8592.37,4861.28,6469.09,4606.67,198.82,38421.38
8/18/2022,4937.83,Thursday,18,8,2022,5553.25,5933.66,7759.49,8592.37,4861.28,6469.09,4606.67,43775.81
8/19/2022,11105.46,Friday,19,8,2022,4937.83,5553.25,5933.66,7759.49,8592.37,4861.28,6469.09,44106.97
8/20/2022,9689.26,Saturday,20,8,2022,11105.46,4937.83,5553.25,5933.66,7759.49,8592.37,4861.28,48743.34
8/21/2022,0,Sunday,21,8,2022,9689.26,11105.46,4937.83,5553.25,5933.66,7759.49,8592.37,53571.32
8/23/2022,5389.18,Tuesday,23,8,2022,0,9689.26,11105.46,4937.83,5553.25,5933.66,7759.49,44978.95
8/24/2022,4932.66,Wednesday,24,8,2022,5389.18,0,9689.26,11105.46,4937.83,5553.25,5933.66,42608.64
8/25/2022,4657.63,Thursday,25,8,2022,4932.66,5389.18,0,9689.26,11105.46,4937.83,5553.25,41607.64
8/26/2022,10813.51,Friday,26,8,2022,4657.63,4932.66,5389.18,0,9689.26,11105.46,4937.83,40712.02
8/27/2022,13496.56,Saturday,27,8,2022,10813.51,4657.63,4932.66,5389.18,0,9689.26,11105.46,46587.7
8/28/2022,0,Sunday,28,8,2022,13496.56,10813.51,4657.63,4932.66,5389.18,0,9689.26,48978.8
8/30/2022,3757.63,Tuesday,30,8,2022,0,13496.56,10813.51,4657.63,4932.66,5389.18,0,39289.54
8/31/2022,4007.69,Wednesday,31,8,2022,3757.63,0,13496.56,10813.51,4657.63,4932.66,5389.18,43047.17
9/1/2022,6131.72,Thursday,1,9,2022,4007.69,3757.63,0,13496.56,10813.51,4657.63,4932.66,41665.68
9/2/2022,12928.63,Friday,2,9,2022,6131.72,4007.69,3757.63,0,13496.56,10813.51,4657.63,42864.74
9/3/2022,26243.07,Saturday,3,9,2022,12928.63,6131.72,4007.69,3757.63,0,13496.56,10813.51,51135.74
9/5/2022,0,Monday,5,9,2022,26243.07,12928.63,6131.72,4007.69,3757.63,0,13496.56,66565.3
9/6/2022,4704.44,Tuesday,6,9,2022,0,26243.07,12928.63,6131.72,4007.69,3757.63,0,53068.74
9/7/2022,3179.52,Wednesday,7,9,2022,4704.44,0,26243.07,12928.63,6131.72,4007.69,3757.63,57773.18
9/8/2022,5201.58,Thursday,8,9,2022,3179.52,4704.44,0,26243.07,12928.63,6131.72,4007.69,57195.07
9/9/2022,11154.3,Friday,9,9,2022,5201.58,3179.52,4704.44,0,26243.07,12928.63,6131.72,58388.96
9/10/2022,24257.47,Saturday,10,9,2022,11154.3,5201.58,3179.52,4704.44,0,26243.07,12928.63,63411.54
9/11/2022,0,Sunday,11,9,2022,24257.47,11154.3,5201.58,3179.52,4704.44,0,26243.07,74740.38
9/13/2022,3678.37,Tuesday,13,9,2022,0,24257.47,11154.3,5201.58,3179.52,4704.44,0,48497.31
9/14/2022,6545.97,Wednesday,14,9,2022,3678.37,0,24257.47,11154.3,5201.58,3179.52,4704.44,52175.68
9/15/2022,4481.49,Thursday,15,9,2022,6545.97,3678.37,0,24257.47,11154.3,5201.58,3179.52,54017.21
9/16/2022,7888.29,Friday,16,9,2022,4481.49,6545.97,3678.37,0,24257.47,11154.3,5201.58,55319.18
9/17/2022,10653.35,Saturday,17,9,2022,7888.29,4481.49,6545.97,3678.37,0,24257.47,11154.3,58005.89
9/19/2022,0,Monday,19,9,2022,10653.35,7888.29,4481.49,6545.97,3678.37,0,24257.47,57504.94
9/20/2022,3689.62,Tuesday,20,9,2022,0,10653.35,7888.29,4481.49,6545.97,3678.37,0,33247.47
9/21/2022,2339.27,Wednesday,21,9,2022,3689.62,0,10653.35,7888.29,4481.49,6545.97,3678.37,36937.09
9/22/2022,5934.3,Thursday,22,9,2022,2339.27,3689.62,0,10653.35,7888.29,4481.49,6545.97,35597.99
9/23/2022,28823.31,Friday,23,9,2022,5934.3,2339.27,3689.62,0,10653.35,7888.29,4481.49,34986.32
9/24/2022,48774.95,Saturday,24,9,2022,28823.31,5934.3,2339.27,3689.62,0,10653.35,7888.29,59328.14
9/27/2022,4962.28,Tuesday,27,9,2022,48774.95,28823.31,5934.3,2339.27,3689.62,0,10653.35,100214.8
9/28/2022,4624.83,Wednesday,28,9,2022,4962.28,48774.95,28823.31,5934.3,2339.27,3689.62,0,94523.73
9/29/2022,4749.87,Thursday,29,9,2022,4624.83,4962.28,48774.95,28823.31,5934.3,2339.27,3689.62,99148.56
9/30/2022,11169.77,Friday,30,9,2022,4749.87,4624.83,4962.28,48774.95,28823.31,5934.3,2339.27,100208.81
10/1/2022,10368.84,Saturday,1,10,2022,11169.77,4749.87,4624.83,4962.28,48774.95,28823.31,5934.3,109039.31
10/2/2022,0,Sunday,2,10,2022,10368.84,11169.77,4749.87,4624.83,4962.28,48774.95,28823.31,113473.85
10/4/2022,3382.51,Tuesday,4,10,2022,0,10368.84,11169.77,4749.87,4624.83,4962.28,48774.95,84650.54
10/5/2022,2434.87,Wednesday,5,10,2022,3382.51,0,10368.84,11169.77,4749.87,4624.83,4962.28,39258.1
10/6/2022,3550.63,Thursday,6,10,2022,2434.87,3382.51,0,10368.84,11169.77,4749.87,4624.83,36730.69
10/7/2022,3352.05,Friday,7,10,2022,3550.63,2434.87,3382.51,0,10368.84,11169.77,4749.87,35656.49
10/8/2022,3250.98,Saturday,8,10,2022,3352.05,3550.63,2434.87,3382.51,0,10368.84,11169.77,34258.67
10/11/2022,3750.86,Tuesday,11,10,2022,3250.98,3352.05,3550.63,2434.87,3382.51,0,10368.84,26339.88
10/12/2022,3141.32,Wednesday,12,10,2022,3750.86,3250.98,3352.05,3550.63,2434.87,3382.51,0,19721.9
10/13/2022,6111.07,Thursday,13,10,2022,3141.32,3750.86,3250.98,3352.05,3550.63,2434.87,3382.51,22863.22
10/14/2022,18793.7,Friday,14,10,2022,6111.07,3141.32,3750.86,3250.98,3352.05,3550.63,2434.87,25591.78
10/15/2022,29226.63,Saturday,15,10,2022,18793.7,6111.07,3141.32,3750.86,3250.98,3352.05,3550.63,41950.61
10/16/2022,0,Sunday,16,10,2022,29226.63,18793.7,6111.07,3141.32,3750.86,3250.98,3352.05,67626.61
10/18/2022,3847.17,Tuesday,18,10,2022,0,29226.63,18793.7,6111.07,3141.32,3750.86,3250.98,64274.56
10/19/2022,3123.59,Wednesday,19,10,2022,3847.17,0,29226.63,18793.7,6111.07,3141.32,3750.86,64870.75
10/20/2022,3564.72,Thursday,20,10,2022,3123.59,3847.17,0,29226.63,18793.7,6111.07,3141.32,64243.48
10/21/2022,9088.33,Friday,21,10,2022,3564.72,3123.59,3847.17,0,29226.63,18793.7,6111.07,64666.88
10/22/2022,9719.41,Saturday,22,10,2022,9088.33,3564.72,3123.59,3847.17,0,29226.63,18793.7,67644.14
10/25/2022,5080.15,Tuesday,25,10,2022,9719.41,9088.33,3564.72,3123.59,3847.17,0,29226.63,58569.85
10/26/2022,3351.7,Wednesday,26,10,2022,5080.15,9719.41,9088.33,3564.72,3123.59,3847.17,0,34423.37
10/27/2022,3294.58,Thursday,27,10,2022,3351.7,5080.15,9719.41,9088.33,3564.72,3123.59,3847.17,37775.07
10/28/2022,7137.32,Friday,28,10,2022,3294.58,3351.7,5080.15,9719.41,9088.33,3564.72,3123.59,37222.48
10/29/2022,7230.23,Saturday,29,10,2022,7137.32,3294.58,3351.7,5080.15,9719.41,9088.33,3564.72,41236.21
10/30/2022,0,Sunday,30,10,2022,7230.23,7137.32,3294.58,3351.7,5080.15,9719.41,9088.33,44901.72
11/1/2022,3268.75,Tuesday,1,11,2022,0,7230.23,7137.32,3294.58,3351.7,5080.15,9719.41,35813.39
11/2/2022,3544.72,Wednesday,2,11,2022,3268.75,0,7230.23,7137.32,3294.58,3351.7,5080.15,29362.73
11/3/2022,3714.93,Thursday,3,11,2022,3544.72,3268.75,0,7230.23,7137.32,3294.58,3351.7,27827.3
11/4/2022,14361.31,Friday,4,11,2022,3714.93,3544.72,3268.75,0,7230.23,7137.32,3294.58,28190.53
11/5/2022,43619.24,Saturday,5,11,2022,14361.31,3714.93,3544.72,3268.75,0,7230.23,7137.32,39257.26
11/6/2022,0,Sunday,6,11,2022,43619.24,14361.31,3714.93,3544.72,3268.75,0,7230.23,75739.18
11/8/2022,4838.54,Tuesday,8,11,2022,0,43619.24,14361.31,3714.93,3544.72,3268.75,0,68508.95
11/9/2022,5111.72,Wednesday,9,11,2022,4838.54,0,43619.24,14361.31,3714.93,3544.72,3268.75,73347.49
11/10/2022,4026.91,Thursday,10,11,2022,5111.72,4838.54,0,43619.24,14361.31,3714.93,3544.72,75190.46
11/11/2022,7289.45,Friday,11,11,2022,4026.91,5111.72,4838.54,0,43619.24,14361.31,3714.93,75672.65
11/12/2022,9436.48,Saturday,12,11,2022,7289.45,4026.91,5111.72,4838.54,0,43619.24,14361.31,79247.17
11/13/2022,0,Sunday,13,11,2022,9436.48,7289.45,4026.91,5111.72,4838.54,0,43619.24,74322.34
11/15/2022,4697.02,Tuesday,15,11,2022,0,9436.48,7289.45,4026.91,5111.72,4838.54,0,30703.1
11/16/2022,3086.49,Wednesday,16,11,2022,4697.02,0,9436.48,7289.45,4026.91,5111.72,4838.54,35400.12
11/17/2022,4305.59,Thursday,17,11,2022,3086.49,4697.02,0,9436.48,7289.45,4026.91,5111.72,33648.07
11/18/2022,15057.99,Friday,18,11,2022,4305.59,3086.49,4697.02,0,9436.48,7289.45,4026.91,32841.94
11/19/2022,41209.54,Saturday,19,11,2022,15057.99,4305.59,3086.49,4697.02,0,9436.48,7289.45,43873.02
11/20/2022,0,Sunday,20,11,2022,41209.54,15057.99,4305.59,3086.49,4697.02,0,9436.48,77793.11
11/21/2022,126.52,Monday,21,11,2022,0,41209.54,15057.99,4305.59,3086.49,4697.02,0,68356.63
11/22/2022,3396.8,Tuesday,22,11,2022,126.52,0,41209.54,15057.99,4305.59,3086.49,4697.02,68483.15
11/23/2022,946.2,Wednesday,23,11,2022,3396.8,126.52,0,41209.54,15057.99,4305.59,3086.49,67182.93
11/25/2022,3427.72,Friday,25,11,2022,946.2,3396.8,126.52,0,41209.54,15057.99,4305.59,65042.64
11/26/2022,3392.73,Saturday,26,11,2022,3427.72,946.2,3396.8,126.52,0,41209.54,15057.99,64164.77
11/27/2022,0,Sunday,27,11,2022,3392.73,3427.72,946.2,3396.8,126.52,0,41209.54,52499.51
11/28/2022,0,Monday,28,11,2022,0,3392.73,3427.72,946.2,3396.8,126.52,0,11289.97
11/29/2022,4270.23,Tuesday,29,11,2022,0,0,3392.73,3427.72,946.2,3396.8,126.52,11289.97
11/30/2022,1603.43,Wednesday,30,11,2022,4270.23,0,0,3392.73,3427.72,946.2,3396.8,15433.68
12/1/2022,4610.44,Thursday,1,12,2022,1603.43,4270.23,0,0,3392.73,3427.72,946.2,13640.31
12/2/2022,10534.76,Friday,2,12,2022,4610.44,1603.43,4270.23,0,0,3392.73,3427.72,17304.55
12/3/2022,9166.81,Saturday,3,12,2022,10534.76,4610.44,1603.43,4270.23,0,0,3392.73,24411.59
12/4/2022,0,Sunday,4,12,2022,9166.81,10534.76,4610.44,1603.43,4270.23,0,0,30185.67
12/6/2022,4347.08,Tuesday,6,12,2022,0,9166.81,10534.76,4610.44,1603.43,4270.23,0,30185.67
12/7/2022,2633.03,Wednesday,7,12,2022,4347.08,0,9166.81,10534.76,4610.44,1603.43,4270.23,34532.75
12/8/2022,5313.34,Thursday,8,12,2022,2633.03,4347.08,0,9166.81,10534.76,4610.44,1603.43,32895.55
12/9/2022,11378.89,Friday,9,12,2022,5313.34,2633.03,4347.08,0,9166.81,10534.76,4610.44,36605.46
12/10/2022,7401.16,Saturday,10,12,2022,11378.89,5313.34,2633.03,4347.08,0,9166.81,10534.76,43373.91
12/11/2022,0,Sunday,11,12,2022,7401.16,11378.89,5313.34,2633.03,4347.08,0,9166.81,40240.31
12/13/2022,4457.7,Tuesday,13,12,2022,0,7401.16,11378.89,5313.34,2633.03,4347.08,0,31073.5
12/14/2022,4034.95,Wednesday,14,12,2022,4457.7,0,7401.16,11378.89,5313.34,2633.03,4347.08,35531.2
12/15/2022,6650.45,Thursday,15,12,2022,4034.95,4457.7,0,7401.16,11378.89,5313.34,2633.03,35219.07
12/16/2022,12216.92,Friday,16,12,2022,6650.45,4034.95,4457.7,0,7401.16,11378.89,5313.34,39236.49
12/17/2022,14786.88,Saturday,17,12,2022,12216.92,6650.45,4034.95,4457.7,0,7401.16,11378.89,46140.07
12/19/2022,0,Monday,19,12,2022,14786.88,12216.92,6650.45,4034.95,4457.7,0,7401.16,49548.06
12/20/2022,2326.08,Tuesday,20,12,2022,0,14786.88,12216.92,6650.45,4034.95,4457.7,0,42146.9
12/21/2022,1469.58,Wednesday,21,12,2022,2326.08,0,14786.88,12216.92,6650.45,4034.95,4457.7,44472.98
12/22/2022,1255.99,Thursday,22,12,2022,1469.58,2326.08,0,14786.88,12216.92,6650.45,4034.95,41484.86
12/23/2022,2474.66,Friday,23,12,2022,1255.99,1469.58,2326.08,0,14786.88,12216.92,6650.45,38705.9
12/27/2022,2255.05,Tuesday,27,12,2022,2474.66,1255.99,1469.58,2326.08,0,14786.88,12216.92,34530.11
12/28/2022,1621.48,Wednesday,28,12,2022,2255.05,2474.66,1255.99,1469.58,2326.08,0,14786.88,24568.24
12/29/2022,1355.14,Thursday,29,12,2022,1621.48,2255.05,2474.66,1255.99,1469.58,2326.08,0,11402.84
12/30/2022,5115.48,Friday,30,12,2022,1355.14,1621.48,2255.05,2474.66,1255.99,1469.58,2326.08,12757.98
12/31/2022,7240.3,Saturday,31,12,2022,5115.48,1355.14,1621.48,2255.05,2474.66,1255.99,1469.58,15547.38
1/3/2023,2076.34,Tuesday,3,1,2023,7240.3,5115.48,1355.14,1621.48,2255.05,2474.66,1255.99,21318.1
1/4/2023,1428.59,Wednesday,4,1,2023,2076.34,7240.3,5115.48,1355.14,1621.48,2255.05,2474.66,22138.45
1/5/2023,1457.41,Thursday,5,1,2023,1428.59,2076.34,7240.3,5115.48,1355.14,1621.48,2255.05,21092.38
1/6/2023,3575.1,Friday,6,1,2023,1457.41,1428.59,2076.34,7240.3,5115.48,1355.14,1621.48,20294.74
1/7/2023,5973.09,Saturday,7,1,2023,3575.1,1457.41,1428.59,2076.34,7240.3,5115.48,1355.14,22248.36
1/9/2023,0,Monday,9,1,2023,5973.09,3575.1,1457.41,1428.59,2076.34,7240.3,5115.48,26866.31
1/10/2023,2832.82,Tuesday,10,1,2023,0,5973.09,3575.1,1457.41,1428.59,2076.34,7240.3,21750.83
1/11/2023,2296.4,Wednesday,11,1,2023,2832.82,0,5973.09,3575.1,1457.41,1428.59,2076.34,17343.35
1/12/2023,2477.86,Thursday,12,1,2023,2296.4,2832.82,0,5973.09,3575.1,1457.41,1428.59,17563.41
1/13/2023,7374.3,Friday,13,1,2023,2477.86,2296.4,2832.82,0,5973.09,3575.1,1457.41,18612.68
1/14/2023,8409.61,Saturday,14,1,2023,7374.3,2477.86,2296.4,2832.82,0,5973.09,3575.1,24529.57
1/15/2023,0,Sunday,15,1,2023,8409.61,7374.3,2477.86,2296.4,2832.82,0,5973.09,29364.08
1/16/2023,26.28,Monday,16,1,2023,0,8409.61,7374.3,2477.86,2296.4,2832.82,0,23390.99
1/17/2023,8484.86,Tuesday,17,1,2023,26.28,0,8409.61,7374.3,2477.86,2296.4,2832.82,23417.27
1/18/2023,2808.32,Wednesday,18,1,2023,8484.86,26.28,0,8409.61,7374.3,2477.86,2296.4,29069.31
1/19/2023,2920.55,Thursday,19,1,2023,2808.32,8484.86,26.28,0,8409.61,7374.3,2477.86,29581.23
1/20/2023,11609.4,Friday,20,1,2023,2920.55,2808.32,8484.86,26.28,0,8409.61,7374.3,30023.92
1/21/2023,9417.44,Saturday,21,1,2023,11609.4,2920.55,2808.32,8484.86,26.28,0,8409.61,34259.02
1/23/2023,0,Monday,23,1,2023,9417.44,11609.4,2920.55,2808.32,8484.86,26.28,0,35266.85
1/24/2023,3938.7,Tuesday,24,1,2023,0,9417.44,11609.4,2920.55,2808.32,8484.86,26.28,35266.85
1/25/2023,2193.6,Wednesday,25,1,2023,3938.7,0,9417.44,11609.4,2920.55,2808.32,8484.86,39179.27
1/26/2023,3180.5,Thursday,26,1,2023,2193.6,3938.7,0,9417.44,11609.4,2920.55,2808.32,32888.01
1/27/2023,9317.15,Friday,27,1,2023,3180.5,2193.6,3938.7,0,9417.44,11609.4,2920.55,33260.19
1/28/2023,14905.21,Saturday,28,1,2023,9317.15,3180.5,2193.6,3938.7,0,9417.44,11609.4,39656.79
