Date,Revenue,Day of Week,Day of Month,Month,Year,1st Floor Sales,To Go Sales,Mezzanine Sales,Roof Sales,Banquet Sales,One_Day_Prior_Revenue,Two_Days_Prior_Revenue,Three_Days_Prior_Revenue,Four_Days_Prior_Revenue,Five_Days_Prior_Revenue,Six_Days_Prior_Revenue,Seven_Days_Prior_Revenue,Seven_Days_Prior_Summed_Revenue
6/27/2020,8106.95,Saturday,27,6,2020,"1,069.87","1,045.75","1,259.50","2,703.65",0,7491.25,4045.28,3212.97,4555.84,2306.86,3131.28,4535.61,29279.09
6/28/2020,3881.7,Sunday,28,6,2020,634.25,"1,100.25",199.75,"1,228.90",0,8106.95,7491.25,4045.28,3212.97,4555.84,2306.86,3131.28,32850.43
6/29/2020,2671.31,Monday,29,6,2020,517,418.5,112,"1,049.00",0,3881.7,8106.95,7491.25,4045.28,3212.97,4555.84,2306.86,33600.85
6/30/2020,4045.59,Tuesday,30,6,2020,263.5,506.5,966.98,"1,322.50",0,2671.31,3881.7,8106.95,7491.25,4045.28,3212.97,4555.84,33965.3
7/1/2020,2402.55,Wednesday,1,7,2020,429,651,0,803.5,0,4045.59,2671.31,3881.7,8106.95,7491.25,4045.28,3212.97,33455.05
7/2/2020,5667.96,Thursday,2,7,2020,390,488,684,"1,530.50","1,178.50",2402.55,4045.59,2671.31,3881.7,8106.95,7491.25,4045.28,32644.63
7/3/2020,4448.64,Friday,3,7,2020,615.49,980.75,132,"1,671.50",0,5667.96,2402.55,4045.59,2671.31,3881.7,8106.95,7491.25,34267.31
7/4/2020,3510.51,Saturday,4,7,2020,780.5,808,88,"1,044.75",0,4448.64,5667.96,2402.55,4045.59,2671.31,3881.7,8106.95,31224.7
7/5/2020,2722.38,Sunday,5,7,2020,470,559.75,212.2,883,0,3510.51,4448.64,5667.96,2402.55,4045.59,2671.31,3881.7,26628.26
7/6/2020,1767.24,Monday,6,7,2020,98,427,144.5,696.5,0,2722.38,3510.51,4448.64,5667.96,2402.55,4045.59,2671.31,25468.94
7/7/2020,4059.6,Tuesday,7,7,2020,468.45,459.5,547.5,"1,550.50",0,1767.24,2722.38,3510.51,4448.64,5667.96,2402.55,4045.59,24564.87
7/8/2020,2332.67,Wednesday,8,7,2020,137.15,524.5,146.5,995.5,0,4059.6,1767.24,2722.38,3510.51,4448.64,5667.96,2402.55,24578.88
7/9/2020,3345.14,Thursday,9,7,2020,234,565.5,421.5,"1,302.00",0,2332.67,4059.6,1767.24,2722.38,3510.51,4448.64,5667.96,24509
7/10/2020,6781.47,Friday,10,7,2020,345,300,442,"1,964.50","2,000.52",3345.14,2332.67,4059.6,1767.24,2722.38,3510.51,4448.64,22186.18
7/11/2020,4976.88,Saturday,11,7,2020,607,968.5,437,"1,810.00",0,6781.47,3345.14,2332.67,4059.6,1767.24,2722.38,3510.51,24519.01
7/12/2020,28.75,Sunday,12,7,2020,0,0,0,26,0,4976.88,6781.47,3345.14,2332.67,4059.6,1767.24,2722.38,25985.38
7/13/2020,2270.23,Monday,13,7,2020,244.01,95,281.25,"1,046.00",0,28.75,4976.88,6781.47,3345.14,2332.67,4059.6,1767.24,23291.75
7/14/2020,3661.85,Tuesday,14,7,2020,515.5,37,530.25,"1,636.00",0,2270.23,28.75,4976.88,6781.47,3345.14,2332.67,4059.6,23794.74
7/15/2020,2650.27,Wednesday,15,7,2020,352,172.5,377.5,"1,073.50",0,3661.85,2270.23,28.75,4976.88,6781.47,3345.14,2332.67,23396.99
7/16/2020,3675.21,Thursday,16,7,2020,379.5,546,563.5,"1,342.00",0,2650.27,3661.85,2270.23,28.75,4976.88,6781.47,3345.14,23714.59
7/17/2020,6706.31,Friday,17,7,2020,558,"1,467.50",847.75,"2,281.45",0,3675.21,2650.27,3661.85,2270.23,28.75,4976.88,6781.47,24044.66
7/18/2020,8181.15,Saturday,18,7,2020,948.5,"1,414.50","1,766.00","1,951.75",0,6706.31,3675.21,2650.27,3661.85,2270.23,28.75,4976.88,23969.5
7/19/2020,3397.79,Sunday,19,7,2020,484,679.25,513.5,"1,057.25",0,8181.15,6706.31,3675.21,2650.27,3661.85,2270.23,28.75,27173.77
7/20/2020,2233.12,Monday,20,7,2020,302.25,462,190,821,0,3397.79,8181.15,6706.31,3675.21,2650.27,3661.85,2270.23,30542.81
7/21/2020,4666.97,Tuesday,21,7,2020,440,581.5,710.5,"1,747.00",0,2233.12,3397.79,8181.15,6706.31,3675.21,2650.27,3661.85,30505.7
7/22/2020,1933.12,Wednesday,22,7,2020,202,260.5,292.5,755.5,0,4666.97,2233.12,3397.79,8181.15,6706.31,3675.21,2650.27,31510.82
7/23/2020,3647.5,Thursday,23,7,2020,602.01,486,343.5,"1,397.75",0,1933.12,4666.97,2233.12,3397.79,8181.15,6706.31,3675.21,30793.67
7/24/2020,5850.16,Friday,24,7,2020,578.5,"1,259.00",706.5,"1,966.22",0,3647.5,1933.12,4666.97,2233.12,3397.79,8181.15,6706.31,30765.96
7/25/2020,6220.4,Saturday,25,7,2020,748.5,634.75,558.5,"2,749.50",0,5850.16,3647.5,1933.12,4666.97,2233.12,3397.79,8181.15,29909.81
7/26/2020,4091.62,Sunday,26,7,2020,412.5,"1,145.00",310,"1,365.75",0,6220.4,5850.16,3647.5,1933.12,4666.97,2233.12,3397.79,27949.06
7/27/2020,860.58,Monday,27,7,2020,381.75,105,143.5,0,0,4091.62,6220.4,5850.16,3647.5,1933.12,4666.97,2233.12,28642.89
7/28/2020,4564.39,Tuesday,28,7,2020,893.25,459.75,563.25,"1,483.23",0,860.58,4091.62,6220.4,5850.16,3647.5,1933.12,4666.97,27270.35
7/29/2020,2663.54,Wednesday,29,7,2020,309,146,340.5,"1,188.50",0,4564.39,860.58,4091.62,6220.4,5850.16,3647.5,1933.12,27167.77
7/30/2020,3853.83,Thursday,30,7,2020,810.62,438.5,590.5,"1,066.00",0,2663.54,4564.39,860.58,4091.62,6220.4,5850.16,3647.5,27898.19
7/31/2020,7903.01,Friday,31,7,2020,"1,230.00","1,275.00",939.75,"2,534.87",0,3853.83,2663.54,4564.39,860.58,4091.62,6220.4,5850.16,28104.52
8/1/2020,9025.21,Saturday,1,8,2020,"1,252.50","1,160.50",957,"3,060.50",187,7903.01,3853.83,2663.54,4564.39,860.58,4091.62,6220.4,30157.37
8/2/2020,4781.65,Sunday,2,8,2020,477,842.5,833.5,"1,507.75",0,9025.21,7903.01,3853.83,2663.54,4564.39,860.58,4091.62,32962.18
8/3/2020,3068.3,Monday,3,8,2020,338.5,439.5,0,"1,575.75",0,4781.65,9025.21,7903.01,3853.83,2663.54,4564.39,860.58,33652.21
8/4/2020,5018.43,Tuesday,4,8,2020,918,345,632.5,"1,796.48",0,3068.3,4781.65,9025.21,7903.01,3853.83,2663.54,4564.39,35859.93
8/5/2020,3264.58,Wednesday,5,8,2020,518.5,370,236,"1,358.25",0,5018.43,3068.3,4781.65,9025.21,7903.01,3853.83,2663.54,36313.97
8/6/2020,3927.68,Thursday,6,8,2020,353.5,579.5,808.5,"1,249.00",0,3264.58,5018.43,3068.3,4781.65,9025.21,7903.01,3853.83,36915.01
8/7/2020,9234.12,Friday,7,8,2020,"1,584.00","1,174.50","1,750.52","2,203.50",0,3927.68,3264.58,5018.43,3068.3,4781.65,9025.21,7903.01,36988.86
8/8/2020,10971.88,Saturday,8,8,2020,"1,915.00",850.5,"1,812.50","3,712.00",0,9234.12,3927.68,3264.58,5018.43,3068.3,4781.65,9025.21,38319.97
8/9/2020,5441.39,Sunday,9,8,2020,"1,167.25",919.5,583.5,"1,561.00",0,10971.88,9234.12,3927.68,3264.58,5018.43,3068.3,4781.65,40266.64
8/10/2020,3219.22,Monday,10,8,2020,257,293.5,531.5,"1,225.45",0,5441.39,10971.88,9234.12,3927.68,3264.58,5018.43,3068.3,40926.38
8/11/2020,5583.91,Tuesday,11,8,2020,"1,527.75",195.5,863,"1,492.00",0,3219.22,5441.39,10971.88,9234.12,3927.68,3264.58,5018.43,41077.3
8/12/2020,4950.28,Wednesday,12,8,2020,"1,060.75",533,852,"1,353.50",0,5583.91,3219.22,5441.39,10971.88,9234.12,3927.68,3264.58,41642.78
8/13/2020,7497.01,Thursday,13,8,2020,"1,617.50",588.5,"1,526.50","1,779.50",0,4950.28,5583.91,3219.22,5441.39,10971.88,9234.12,3927.68,43328.48
8/14/2020,8325.7,Friday,14,8,2020,"1,838.00",939,"1,211.60","2,302.00",0,7497.01,4950.28,5583.91,3219.22,5441.39,10971.88,9234.12,46897.81
8/15/2020,9683.65,Saturday,15,8,2020,"2,343.50","1,261.75","1,290.00","2,404.00",0,8325.7,7497.01,4950.28,5583.91,3219.22,5441.39,10971.88,45989.39
8/16/2020,4627.37,Sunday,16,8,2020,"1,130.00",867.25,436.65,"1,243.00",0,9683.65,8325.7,7497.01,4950.28,5583.91,3219.22,5441.39,44701.16
8/17/2020,3008.76,Monday,17,8,2020,641,535,266.5,995.5,0,4627.37,9683.65,8325.7,7497.01,4950.28,5583.91,3219.22,43887.14
8/18/2020,6211.46,Tuesday,18,8,2020,"1,357.00",691,819.5,"1,801.00",0,3008.76,4627.37,9683.65,8325.7,7497.01,4950.28,5583.91,43676.68
8/19/2020,2510.81,Wednesday,19,8,2020,366.5,579.75,79,935.5,0,6211.46,3008.76,4627.37,9683.65,8325.7,7497.01,4950.28,44304.23
8/20/2020,4760.1,Thursday,20,8,2020,795.75,538,871.5,"1,469.50",0,2510.81,6211.46,3008.76,4627.37,9683.65,8325.7,7497.01,41864.76
8/21/2020,7932.08,Friday,21,8,2020,"1,449.35","1,064.50","1,005.50","2,462.23",0,4760.1,2510.81,6211.46,3008.76,4627.37,9683.65,8325.7,39127.85
8/22/2020,7470.09,Saturday,22,8,2020,"1,603.25","1,019.75",996,"2,138.75",0,7932.08,4760.1,2510.81,6211.46,3008.76,4627.37,9683.65,38734.23
8/23/2020,5138.83,Sunday,23,8,2020,696.25,"1,107.50",582.5,"1,690.50",0,7470.09,7932.08,4760.1,2510.81,6211.46,3008.76,4627.37,36520.67
8/24/2020,3494.47,Monday,24,8,2020,647,401.25,686,901.5,0,5138.83,7470.09,7932.08,4760.1,2510.81,6211.46,3008.76,37032.13
8/25/2020,4493.43,Tuesday,25,8,2020,891,414.5,677,"1,301.50",0,3494.47,5138.83,7470.09,7932.08,4760.1,2510.81,6211.46,37517.84
8/26/2020,3260.96,Wednesday,26,8,2020,645.25,328.5,673.25,853.25,0,4493.43,3494.47,5138.83,7470.09,7932.08,4760.1,2510.81,35799.81
8/27/2020,3930.81,Thursday,27,8,2020,566.5,481.5,874.5,"1,059.00",0,3260.96,4493.43,3494.47,5138.83,7470.09,7932.08,4760.1,36549.96
8/28/2020,8972.05,Friday,28,8,2020,"1,810.00","1,215.50","1,626.35","2,144.00",0,3930.81,3260.96,4493.43,3494.47,5138.83,7470.09,7932.08,35720.67
8/29/2020,10596.21,Saturday,29,8,2020,"1,949.50","1,583.00","1,983.50","2,521.00",0,8972.05,3930.81,3260.96,4493.43,3494.47,5138.83,7470.09,36760.64
8/30/2020,3374.1,Sunday,30,8,2020,593.5,684.4,425.5,977,0,10596.21,8972.05,3930.81,3260.96,4493.43,3494.47,5138.83,39886.76
8/31/2020,1473.83,Monday,31,8,2020,667.75,53,395,0,0,3374.1,10596.21,8972.05,3930.81,3260.96,4493.43,3494.47,38122.03
9/1/2020,4308.56,Tuesday,1,9,2020,684.25,526,"1,269.50",0,600.5,1473.83,3374.1,10596.21,8972.05,3930.81,3260.96,4493.43,36101.39
9/2/2020,3260.12,Wednesday,2,9,2020,262.5,636.5,427.5,"1,158.25",0,4308.56,1473.83,3374.1,10596.21,8972.05,3930.81,3260.96,35916.52
9/3/2020,3922,Thursday,3,9,2020,800.32,499.5,539.25,"1,119.50",0,3260.12,4308.56,1473.83,3374.1,10596.21,8972.05,3930.81,35915.68
9/4/2020,7281.5,Friday,4,9,2020,"1,218.25","1,618.00",919.5,"1,853.50",0,3922,3260.12,4308.56,1473.83,3374.1,10596.21,8972.05,35906.87
9/5/2020,8003.06,Saturday,5,9,2020,"1,033.00","1,298.50","1,019.25","2,696.00",0,7281.5,3922,3260.12,4308.56,1473.83,3374.1,10596.21,34216.32
9/6/2020,4811.89,Sunday,6,9,2020,869,730,611.5,"1,537.00",0,8003.06,7281.5,3922,3260.12,4308.56,1473.83,3374.1,31623.17
9/7/2020,3310.56,Monday,7,9,2020,286,717.5,199.62,"1,375.00",0,4811.89,8003.06,7281.5,3922,3260.12,4308.56,1473.83,33060.96
9/8/2020,3820.82,Tuesday,8,9,2020,944.5,356,912.5,615.5,0,3310.56,4811.89,8003.06,7281.5,3922,3260.12,4308.56,34897.69
9/9/2020,1805.66,Wednesday,9,9,2020,424.5,510.25,475.5,0,0,3820.82,3310.56,4811.89,8003.06,7281.5,3922,3260.12,34409.95
9/10/2020,5275.46,Thursday,10,9,2020,925,463.5,983,"1,368.00",0,1805.66,3820.82,3310.56,4811.89,8003.06,7281.5,3922,32955.49
9/11/2020,9699.81,Friday,11,9,2020,"1,752.00",855,"1,467.50","2,249.50","1,008.00",5275.46,1805.66,3820.82,3310.56,4811.89,8003.06,7281.5,34308.95
9/12/2020,15595.87,Saturday,12,9,2020,"3,914.00",0,"2,066.75","5,038.00",529,9699.81,5275.46,1805.66,3820.82,3310.56,4811.89,8003.06,36727.26
9/13/2020,3320.57,Sunday,13,9,2020,459,562.25,199.5,"1,397.25",0,15595.87,9699.81,5275.46,1805.66,3820.82,3310.56,4811.89,44320.07
9/14/2020,1937.83,Monday,14,9,2020,120.5,353.25,127.25,947.75,0,3320.57,15595.87,9699.81,5275.46,1805.66,3820.82,3310.56,42828.75
9/15/2020,5119.91,Tuesday,15,9,2020,"1,150.00",365,815.5,"1,346.00",0,1937.83,3320.57,15595.87,9699.81,5275.46,1805.66,3820.82,41456.02
9/16/2020,3919.66,Wednesday,16,9,2020,608.37,570.5,584.5,"1,188.75",0,5119.91,1937.83,3320.57,15595.87,9699.81,5275.46,1805.66,42755.11
9/17/2020,4926.66,Thursday,17,9,2020,836.25,596,780.5,"1,488.50",0,3919.66,5119.91,1937.83,3320.57,15595.87,9699.81,5275.46,44869.11
9/18/2020,9635.36,Friday,18,9,2020,"1,700.00","1,051.50","1,198.62","3,198.00",0,4926.66,3919.66,5119.91,1937.83,3320.57,15595.87,9699.81,44520.31
9/19/2020,13377.69,Saturday,19,9,2020,"1,753.25","1,270.00","1,746.00","2,719.25","2,085.01",9635.36,4926.66,3919.66,5119.91,1937.83,3320.57,15595.87,44455.86
9/20/2020,3843.93,Sunday,20,9,2020,278.75,894.25,180,"1,625.75",0,13377.69,9635.36,4926.66,3919.66,5119.91,1937.83,3320.57,42237.68
9/21/2020,2232.71,Monday,21,9,2020,142,525.5,165.25,889.5,0,3843.93,13377.69,9635.36,4926.66,3919.66,5119.91,1937.83,42761.04
9/22/2020,4362.19,Tuesday,22,9,2020,924.49,520.5,822.5,955,0,2232.71,3843.93,13377.69,9635.36,4926.66,3919.66,5119.91,43055.92
9/23/2020,2674.18,Wednesday,23,9,2020,203.75,503,283.62,"1,048.50",0,4362.19,2232.71,3843.93,13377.69,9635.36,4926.66,3919.66,42298.2
9/24/2020,8506.59,Thursday,24,9,2020,"1,375.25",500,743,"3,729.50",0,2674.18,4362.19,2232.71,3843.93,13377.69,9635.36,4926.66,41052.72
9/25/2020,16319.03,Friday,25,9,2020,"4,005.25",993,"1,955.01","4,054.75","1,399.00",8506.59,2674.18,4362.19,2232.71,3843.93,13377.69,9635.36,44632.65
9/26/2020,18481.23,Saturday,26,9,2020,"3,952.90",130,"3,179.50","6,003.00",125,16319.03,8506.59,2674.18,4362.19,2232.71,3843.93,13377.69,51316.32
9/27/2020,4191.46,Sunday,27,9,2020,791,989.75,919,594.5,0,18481.23,16319.03,8506.59,2674.18,4362.19,2232.71,3843.93,56419.86
9/28/2020,1743.5,Monday,28,9,2020,251.5,485.5,94,543.75,0,4191.46,18481.23,16319.03,8506.59,2674.18,4362.19,2232.71,56767.39
9/29/2020,4687.28,Tuesday,29,9,2020,"1,004.50",578.5,652.5,"1,314.50",0,1743.5,4191.46,18481.23,16319.03,8506.59,2674.18,4362.19,56278.18
9/30/2020,3267.06,Wednesday,30,9,2020,275.5,339,520.6,"1,376.50",0,4687.28,1743.5,4191.46,18481.23,16319.03,8506.59,2674.18,56603.27
10/1/2020,6439.47,Thursday,1,10,2020,"1,445.50",632,951.5,"1,789.00",0,3267.06,4687.28,1743.5,4191.46,18481.23,16319.03,8506.59,57196.15
10/2/2020,14053.29,Friday,2,10,2020,"2,993.50",991.5,"2,639.75","3,584.15",0,6439.47,3267.06,4687.28,1743.5,4191.46,18481.23,16319.03,55129.03
10/3/2020,20591.8,Saturday,3,10,2020,"4,082.50",943.5,"2,731.00","7,113.25",0,14053.29,6439.47,3267.06,4687.28,1743.5,4191.46,18481.23,52863.29
10/4/2020,5489.2,Sunday,4,10,2020,982,597.5,671.5,"2,055.20",0,20591.8,14053.29,6439.47,3267.06,4687.28,1743.5,4191.46,54973.86
10/5/2020,2361.25,Monday,5,10,2020,503.5,204.5,574.75,470,0,5489.2,20591.8,14053.29,6439.47,3267.06,4687.28,1743.5,56271.6
10/6/2020,4315.43,Tuesday,6,10,2020,786.5,241,809,"1,318.25",0,2361.25,5489.2,20591.8,14053.29,6439.47,3267.06,4687.28,56889.35
10/7/2020,2722.74,Wednesday,7,10,2020,387.12,154.5,779.5,576,0,4315.43,2361.25,5489.2,20591.8,14053.29,6439.47,3267.06,56517.5
10/8/2020,3307.49,Thursday,8,10,2020,267,383,397.5,"1,484.50",0,2722.74,4315.43,2361.25,5489.2,20591.8,14053.29,6439.47,55973.18
10/9/2020,6461.58,Friday,9,10,2020,"1,207.50",893.5,625.5,"2,113.50",0,3307.49,2722.74,4315.43,2361.25,5489.2,20591.8,14053.29,52841.2
10/10/2020,5718.13,Saturday,10,10,2020,814.25,410,"1,027.50","2,056.25",0,6461.58,3307.49,2722.74,4315.43,2361.25,5489.2,20591.8,45249.49
10/11/2020,3516.86,Sunday,11,10,2020,303.5,800.5,313.5,"1,352.50",0,5718.13,6461.58,3307.49,2722.74,4315.43,2361.25,5489.2,30375.82
10/12/2020,3511.97,Monday,12,10,2020,623.62,431.75,438,"1,095.00",0,3516.86,5718.13,6461.58,3307.49,2722.74,4315.43,2361.25,28403.48
10/13/2020,4745.29,Tuesday,13,10,2020,901.77,281.5,635.36,"1,595.76",0,3511.97,3516.86,5718.13,6461.58,3307.49,2722.74,4315.43,29554.2
10/14/2020,2523.5,Wednesday,14,10,2020,137.5,417.75,527.25,874.25,0,4745.29,3511.97,3516.86,5718.13,6461.58,3307.49,2722.74,29984.06
10/15/2020,4510.31,Thursday,15,10,2020,431.5,651.25,"1,099.25","1,155.75",0,2523.5,4745.29,3511.97,3516.86,5718.13,6461.58,3307.49,29784.82
10/16/2020,9805.13,Friday,16,10,2020,"1,528.50","1,636.22","1,185.05","3,033.25",0,4510.31,2523.5,4745.29,3511.97,3516.86,5718.13,6461.58,30987.64
10/17/2020,11971.25,Saturday,17,10,2020,"2,359.25",890,"2,130.25","3,510.50",0,9805.13,4510.31,2523.5,4745.29,3511.97,3516.86,5718.13,34331.19
10/18/2020,3440.48,Sunday,18,10,2020,726,"1,068.50",850,144.5,0,11971.25,9805.13,4510.31,2523.5,4745.29,3511.97,3516.86,40584.31
10/19/2020,2717.83,Monday,19,10,2020,397.5,385.5,674.5,433.5,0,3440.48,11971.25,9805.13,4510.31,2523.5,4745.29,3511.97,40507.93
10/20/2020,5452.58,Tuesday,20,10,2020,"1,079.94",832.5,838.85,"1,299.52",0,2717.83,3440.48,11971.25,9805.13,4510.31,2523.5,4745.29,39713.79
10/21/2020,2803.28,Wednesday,21,10,2020,208.5,446,387,"1,065.50",0,5452.58,2717.83,3440.48,11971.25,9805.13,4510.31,2523.5,40421.08
10/22/2020,5719.32,Thursday,22,10,2020,"1,094.25",788.75,"1,022.00","1,379.50",0,2803.28,5452.58,2717.83,3440.48,11971.25,9805.13,4510.31,40700.86
10/23/2020,5584.53,Friday,23,10,2020,"1,990.75",826.5,"1,464.50",0,0,5719.32,2803.28,5452.58,2717.83,3440.48,11971.25,9805.13,41909.87
10/24/2020,7458.47,Saturday,24,10,2020,"1,470.00",998,"1,398.25","1,813.50",0,5584.53,5719.32,2803.28,5452.58,2717.83,3440.48,11971.25,37689.27
10/25/2020,2893.97,Sunday,25,10,2020,606,925.5,763.5,0,0,7458.47,5584.53,5719.32,2803.28,5452.58,2717.83,3440.48,33176.49
10/26/2020,1552.97,Monday,26,10,2020,319.25,469.5,414.25,0,0,2893.97,7458.47,5584.53,5719.32,2803.28,5452.58,2717.83,32629.98
11/2/2020,3593.1,Monday,2,11,2020,640.75,603,657.5,865.5,0,1552.97,2893.97,7458.47,5584.53,5719.32,2803.28,5452.58,31465.12
11/3/2020,5971.62,Tuesday,3,11,2020,"1,357.81",810.75,916.57,"1,288.79",0,3593.1,1552.97,2893.97,7458.47,5584.53,5719.32,2803.28,29605.64
11/4/2020,2412.38,Wednesday,4,11,2020,391.37,436.5,462,615.95,0,5971.62,3593.1,1552.97,2893.97,7458.47,5584.53,5719.32,32773.98
11/5/2020,5560.98,Thursday,5,11,2020,880,441.5,966.5,"1,839.00",0,2412.38,5971.62,3593.1,1552.97,2893.97,7458.47,5584.53,29467.04
11/6/2020,11275.49,Friday,6,11,2020,"2,332.50",723.5,"1,829.50","2,727.75",0,5560.98,2412.38,5971.62,3593.1,1552.97,2893.97,7458.47,29443.49
11/7/2020,19262.51,Saturday,7,11,2020,"4,575.75",165,"2,981.00","6,305.00",192,11275.49,5560.98,2412.38,5971.62,3593.1,1552.97,2893.97,33260.51
11/8/2020,4757.6,Sunday,8,11,2020,596.5,825.25,781.75,"1,548.87",0,19262.51,11275.49,5560.98,2412.38,5971.62,3593.1,1552.97,49629.05
11/9/2020,1877.14,Monday,9,11,2020,218.5,353.25,178.5,703,0,4757.6,19262.51,11275.49,5560.98,2412.38,5971.62,3593.1,52833.68
11/10/2020,4575.06,Tuesday,10,11,2020,"1,118.32",374.25,721.34,"1,164.79",0,1877.14,4757.6,19262.51,11275.49,5560.98,2412.38,5971.62,51117.72
11/11/2020,3077.29,Wednesday,11,11,2020,577.75,195.5,735.5,827,0,4575.06,1877.14,4757.6,19262.51,11275.49,5560.98,2412.38,49721.16
11/12/2020,6879.1,Thursday,12,11,2020,"1,360.50",452,"1,029.50",745,"1,511.00",3077.29,4575.06,1877.14,4757.6,19262.51,11275.49,5560.98,50386.07
11/13/2020,8266.16,Friday,13,11,2020,"1,882.25","1,046.00","1,443.75","1,889.40",0,6879.1,3077.29,4575.06,1877.14,4757.6,19262.51,11275.49,51704.19
11/14/2020,6107.91,Saturday,14,11,2020,"1,362.75",465,"1,451.50","1,375.25",0,8266.16,6879.1,3077.29,4575.06,1877.14,4757.6,19262.51,48694.86
11/15/2020,2363.81,Sunday,15,11,2020,458.75,503,413,416,0,6107.91,8266.16,6879.1,3077.29,4575.06,1877.14,4757.6,35540.26
11/16/2020,2273.35,Monday,16,11,2020,339.25,446.5,479.5,453.5,0,2363.81,6107.91,8266.16,6879.1,3077.29,4575.06,1877.14,33146.47
11/17/2020,6231.69,Tuesday,17,11,2020,941.84,467.5,"1,312.78","1,686.30",0,2273.35,2363.81,6107.91,8266.16,6879.1,3077.29,4575.06,33542.68
11/18/2020,2706.46,Wednesday,18,11,2020,695.25,453,835,131,0,6231.69,2273.35,2363.81,6107.91,8266.16,6879.1,3077.29,35199.31
11/19/2020,3292.98,Thursday,19,11,2020,526.75,522.5,538.75,872.5,0,2706.46,6231.69,2273.35,2363.81,6107.91,8266.16,6879.1,34828.48
11/20/2020,10617.62,Friday,20,11,2020,"1,867.75","1,612.75","1,873.00","2,591.01",0,3292.98,2706.46,6231.69,2273.35,2363.81,6107.91,8266.16,31242.36
11/21/2020,13863.84,Saturday,21,11,2020,"3,262.51",188,"2,653.00","4,064.50",113,10617.62,3292.98,2706.46,6231.69,2273.35,2363.81,6107.91,33593.82
11/22/2020,4331.28,Sunday,22,11,2020,867.02,912,"1,422.00",267.5,0,13863.84,10617.62,3292.98,2706.46,6231.69,2273.35,2363.81,41349.75
11/23/2020,3405.75,Monday,23,11,2020,986,624.5,919,82.5,0,4331.28,13863.84,10617.62,3292.98,2706.46,6231.69,2273.35,43317.22
11/24/2020,2665.21,Tuesday,24,11,2020,762.34,379.5,838.2,0,0,3405.75,4331.28,13863.84,10617.62,3292.98,2706.46,6231.69,44449.62
11/25/2020,1739.77,Wednesday,25,11,2020,98.5,676.5,526,108,0,2665.21,3405.75,4331.28,13863.84,10617.62,3292.98,2706.46,40883.14
11/27/2020,2341.31,Friday,27,11,2020,465.25,731,407,186.5,0,1739.77,2665.21,3405.75,4331.28,13863.84,10617.62,3292.98,39916.45
11/28/2020,2378.71,Saturday,28,11,2020,698.5,845.5,282,24,0,2341.31,1739.77,2665.21,3405.75,4331.28,13863.84,10617.62,38964.78
11/29/2020,2209.27,Sunday,29,11,2020,433.5,707,644.16,33.5,0,2378.71,2341.31,1739.77,2665.21,3405.75,4331.28,13863.84,30725.87
11/30/2020,1129.74,Monday,30,11,2020,223,275,353,30,0,2209.27,2378.71,2341.31,1739.77,2665.21,3405.75,4331.28,19071.3
12/1/2020,3360.86,Tuesday,1,12,2020,"1,006.83",379.5,825.47,304.94,0,1129.74,2209.27,2378.71,2341.31,1739.77,2665.21,3405.75,15869.76
12/2/2020,2116.58,Wednesday,2,12,2020,473.5,417.25,734.75,0,0,3360.86,1129.74,2209.27,2378.71,2341.31,1739.77,2665.21,15824.87
12/3/2020,3086.87,Thursday,3,12,2020,894,504.5,905.5,0,0,2116.58,3360.86,1129.74,2209.27,2378.71,2341.31,1739.77,15276.24
12/4/2020,7675.41,Friday,4,12,2020,"1,832.60",940.25,"1,825.50","1,252.00",0,3086.87,2116.58,3360.86,1129.74,2209.27,2378.71,2341.31,16623.34
12/5/2020,12899.43,Saturday,5,12,2020,"2,952.25",37,"2,692.00","3,642.25",0,7675.41,3086.87,2116.58,3360.86,1129.74,2209.27,2378.71,21957.44
12/6/2020,2967.84,Sunday,6,12,2020,492,988.25,543.5,424.75,0,12899.43,7675.41,3086.87,2116.58,3360.86,1129.74,2209.27,32478.16
12/7/2020,3179,Monday,7,12,2020,649,488.5,653.5,545.5,0,2967.84,12899.43,7675.41,3086.87,2116.58,3360.86,1129.74,33236.73
12/8/2020,3979.26,Tuesday,8,12,2020,828.88,664.5,727,776.91,0,3179,2967.84,12899.43,7675.41,3086.87,2116.58,3360.86,35285.99
12/9/2020,3031.58,Wednesday,9,12,2020,520,479.87,766,542.5,0,3979.26,3179,2967.84,12899.43,7675.41,3086.87,2116.58,35904.39
12/10/2020,6329.48,Thursday,10,12,2020,664.5,635,678.5,"1,159.75","1,637.50",3031.58,3979.26,3179,2967.84,12899.43,7675.41,3086.87,36819.39
12/11/2020,9430.99,Friday,11,12,2020,"2,332.50","1,138.25","1,307.50",57.75,"2,412.00",6329.48,3031.58,3979.26,3179,2967.84,12899.43,7675.41,40062
12/12/2020,5023.13,Saturday,12,12,2020,"1,670.00",848.5,"1,318.90",90,0,9430.99,6329.48,3031.58,3979.26,3179,2967.84,12899.43,41817.58
12/13/2020,2363.47,Sunday,13,12,2020,633.5,864,426.5,0,0,5023.13,9430.99,6329.48,3031.58,3979.26,3179,2967.84,33941.28
12/14/2020,1587.7,Monday,14,12,2020,550.5,316.5,396.25,0,0,2363.47,5023.13,9430.99,6329.48,3031.58,3979.26,3179,33336.91
12/15/2020,3687.01,Tuesday,15,12,2020,974.01,662.25,"1,115.26",0,0,1587.7,2363.47,5023.13,9430.99,6329.48,3031.58,3979.26,31745.61
